random_select_alg_time,improved_alg_time,alg_1_time,greedy_time,random_select_alg_solution_dif,alg_1_solution_dif,greedy_solution_dif_list
0.008690857887268066,0.2337738275527954,0.12948908805847167,0.05248591899871826,1534.9,21146.3,21146.3
