added,edges,eigenvalues,span_trees
"(0, 7, 1)","[(0, 1), (0, 5), (0, 13), (0, 7), (1, 2), (1, 3), (1, 4), (1, 8), (1, 9), (3, 11), (4, 6), (5, 7), (5, 10), (5, 12), (5, 14)]","[ 7.26859318e+00  6.06030900e+00  4.30277564e+00  2.61803399e+00
  2.37184548e+00  1.57041034e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  6.97224362e-01  5.67845519e-01
  3.81966011e-01  1.60996482e-01 -1.27107092e-16]",3
"(0, 10, 1)","[(0, 1), (0, 5), (0, 13), (0, 10), (1, 2), (1, 3), (1, 4), (1, 8), (1, 9), (3, 11), (4, 6), (5, 7), (5, 10), (5, 12), (5, 14)]","[7.26859318e+00 6.06030900e+00 4.30277564e+00 2.61803399e+00
 2.37184548e+00 1.57041034e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.97224362e-01 5.67845519e-01
 3.81966011e-01 1.60996482e-01 3.11072289e-16]",3
"(0, 4, 1)","[(0, 1), (0, 5), (0, 13), (0, 4), (1, 2), (1, 3), (1, 4), (1, 8), (1, 9), (3, 11), (4, 6), (5, 7), (5, 10), (5, 12), (5, 14)]","[7.19509839e+00 6.22333639e+00 4.49663335e+00 2.72914573e+00
 2.38031909e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 7.47239701e-01 6.29302381e-01
 4.27977361e-01 1.70947600e-01 6.21286423e-17]",3
"(0, 12, 1)","[(0, 1), (0, 5), (0, 13), (0, 12), (1, 2), (1, 3), (1, 4), (1, 8), (1, 9), (3, 11), (4, 6), (5, 7), (5, 10), (5, 12), (5, 14)]","[ 7.26859318e+00  6.06030900e+00  4.30277564e+00  2.61803399e+00
  2.37184548e+00  1.57041034e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  6.97224362e-01  5.67845519e-01
  3.81966011e-01  1.60996482e-01 -6.70938515e-16]",3
"(0, 6, 1)","[(0, 1), (0, 5), (0, 13), (0, 6), (1, 2), (1, 3), (1, 4), (1, 8), (1, 9), (3, 11), (4, 6), (5, 7), (5, 10), (5, 12), (5, 14)]","[7.31714938e+00 6.13076060e+00 4.08299973e+00 2.72406535e+00
 2.47395741e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 6.58455526e-01
 4.47736028e-01 1.64875981e-01 8.69362413e-16]",4
"(0, 9, 1)","[(0, 1), (0, 5), (0, 13), (0, 9), (1, 2), (1, 3), (1, 4), (1, 8), (1, 9), (3, 11), (4, 6), (5, 7), (5, 10), (5, 12), (5, 14)]","[ 7.20587644e+00  6.19070048e+00  4.20214371e+00  2.61803399e+00
  2.41775957e+00  1.54385553e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.40621587e-01  5.37482393e-01
  3.81966011e-01  1.61560293e-01 -4.21529360e-17]",3
"(0, 14, 1)","[(0, 1), (0, 5), (0, 13), (0, 14), (1, 2), (1, 3), (1, 4), (1, 8), (1, 9), (3, 11), (4, 6), (5, 7), (5, 10), (5, 12), (5, 14)]","[7.26859318e+00 6.06030900e+00 4.30277564e+00 2.61803399e+00
 2.37184548e+00 1.57041034e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.97224362e-01 5.67845519e-01
 3.81966011e-01 1.60996482e-01 5.49348966e-17]",3
"(0, 3, 1)","[(0, 1), (0, 5), (0, 13), (0, 3), (1, 2), (1, 3), (1, 4), (1, 8), (1, 9), (3, 11), (4, 6), (5, 7), (5, 10), (5, 12), (5, 14)]","[7.19509839e+00 6.22333639e+00 4.49663335e+00 2.72914573e+00
 2.38031909e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 7.47239701e-01 6.29302381e-01
 4.27977361e-01 1.70947600e-01 1.06309021e-15]",3
"(0, 11, 1)","[(0, 1), (0, 5), (0, 13), (0, 11), (1, 2), (1, 3), (1, 4), (1, 8), (1, 9), (3, 11), (4, 6), (5, 7), (5, 10), (5, 12), (5, 14)]","[ 7.31714938e+00  6.13076060e+00  4.08299973e+00  2.72406535e+00
  2.47395741e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  6.58455526e-01
  4.47736028e-01  1.64875981e-01 -1.61619970e-16]",4
"(0, 8, 1)","[(0, 1), (0, 5), (0, 13), (0, 8), (1, 2), (1, 3), (1, 4), (1, 8), (1, 9), (3, 11), (4, 6), (5, 7), (5, 10), (5, 12), (5, 14)]","[ 7.20587644e+00  6.19070048e+00  4.20214371e+00  2.61803399e+00
  2.41775957e+00  1.54385553e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.40621587e-01  5.37482393e-01
  3.81966011e-01  1.61560293e-01 -7.96229120e-16]",3
"(0, 2, 1)","[(0, 1), (0, 5), (0, 13), (0, 2), (1, 2), (1, 3), (1, 4), (1, 8), (1, 9), (3, 11), (4, 6), (5, 7), (5, 10), (5, 12), (5, 14)]","[7.20587644e+00 6.19070048e+00 4.20214371e+00 2.61803399e+00
 2.41775957e+00 1.54385553e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 7.40621587e-01 5.37482393e-01
 3.81966011e-01 1.61560293e-01 4.27990928e-16]",3
"(1, 6, 1)","[(0, 1), (0, 5), (0, 13), (1, 2), (1, 3), (1, 4), (1, 8), (1, 9), (1, 6), (3, 11), (4, 6), (5, 7), (5, 10), (5, 12), (5, 14)]","[ 8.09248704e+00  6.08494629e+00  3.09067162e+00  3.00000000e+00
  2.51275632e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  6.27905366e-01
  4.53482408e-01  1.37750956e-01 -8.44601502e-16]",3
