eigenvalue_1,eigenvalue_2,span_trees
(7.268593180713588+0j),(6.0603089981245635+0j),3
(7.268593180713575+0j),(6.060308998124552+0j),3
(7.195098394420931+0j),(6.223336391445622+0j),3
(7.268593180713593+0j),(6.060308998124571+0j),3
(7.317149384173028+0j),(6.130760598222868+0j),4
(7.205876436130565+0j),(6.190700475760049+0j),3
(7.268593180713576+0j),(6.060308998124557+0j),3
(7.1950983944209295+0j),(6.22333639144562+0j),3
(7.317149384173019+0j),(6.130760598222867+0j),4
(7.205876436130572+0j),(6.190700475760053+0j),3
(7.205876436130561+0j),(6.190700475760058+0j),3
(8.09248703873862+0j),(6.084946291593938+0j),3
(8.092487038738616+0j),(6.084946291593935+0j),3
(8.16623897871088+0j),(6.055728439222178+0j),4
(8.166238978710883+0j),(6.055728439222175+0j),4
(8.1662389787109+0j),(6.055728439222187+0j),4
(8.333112312066167+0j),(6.670887712023439+0j),3
(8.166238978710869+0j),(6.055728439222174+0j),4
(8.079568234078826+0j),(6.104501982024538+0j),3
(7.180848534630398+0j),(6.054408887385221+0j),3
(7.47953377613095+0j),(6.739675440377131+0j),4
(7.230530811144728+0j),(6.054418513260291+0j),4
(7.223559901777227+0j),(6.059025631167279+0j),4
(7.18254525123391+0j),(6.05473658082489+0j),3
(7.201009305220216+0j),(6.126957256366921+0j),5
(7.223559901777222+0j),(6.059025631167273+0j),4
(7.182545251233914+0j),(6.054736580824889+0j),3
(7.201009305220233+0j),(6.126957256366917+0j),5
(7.180848534630387+0j),(6.05440888738521+0j),3
(7.201009305220234+0j),(6.126957256366929+0j),5
(7.201009305220236+0j),(6.126957256366916+0j),5
(7.216051817190978+0j),(6.141340090911112+0j),5
(7.216051817190981+0j),(6.141340090911113+0j),5
(7.182545251233916+0j),(6.054736580824889+0j),3
(7.21605181719098+0j),(6.1413400909111004+0j),5
(7.180848534630395+0j),(6.054408887385222+0j),3
(7.216051817190979+0j),(6.141340090911111+0j),5
(7.244363106860422+0j),(6.062029685155121+0j),4
(7.252776185865997+0j),(6.054604844939663+0j),4
(7.540031424589845+0j),(6.721274809518915+0j),4
(7.182545251233903+0j),(6.0547365808248905+0j),3
(7.182545251233907+0j),(6.054736580824894+0j),3
(7.252776185865999+0j),(6.05460484493967+0j),4
(7.216051817190982+0j),(6.141340090911106+0j),5
(7.540031424589843+0j),(6.721274809518912+0j),4
(7.216051817190988+0j),(6.141340090911118+0j),5
(7.216051817190984+0j),(6.141340090911115+0j),5
(7.18254525123391+0j),(6.054736580824888+0j),3
(7.21605181719098+0j),(6.14134009091111+0j),5
(7.244363106860425+0j),(6.062029685155126+0j),4
(7.262033584601041+0j),(6.899886380949062+0j),3
(7.479533776130944+0j),(6.73967544037712+0j),4
(7.296218643937022+0j),(6.945791395139442+0j),5
(7.47953377613096+0j),(6.739675440377111+0j),4
(7.296218643937018+0j),(6.945791395139453+0j),5
(7.223559901777216+0j),(6.059025631167283+0j),4
(7.185615042126045+0j),(6.09735371036158+0j),6
(7.1856150421260505+0j),(6.097353710361588+0j),6
(7.223559901777222+0j),(6.059025631167273+0j),4
(7.1811401969518736+0j),(6.059904260891344+0j),5
(7.185615042126049+0j),(6.097353710361575+0j),6
(7.180848534630391+0j),(6.054408887385216+0j),5
(7.1856150421260505+0j),(6.0973537103615865+0j),6
(7.180848534630412+0j),(6.054408887385219+0j),3
(7.185615042126047+0j),(6.097353710361586+0j),6
(7.180848534630398+0j),(6.054408887385217+0j),3
(7.188386799895417+0j),(6.1303786152470625+0j),4
(7.201009305220209+0j),(6.1269572563669055+0j),5
(7.180848534630398+0j),(6.05440888738521+0j),3
(7.201009305220215+0j),(6.126957256366912+0j),5
(7.23053081114474+0j),(6.054418513260306+0j),4
(7.201009305220212+0j),(6.126957256366921+0j),5
(7.201009305220231+0j),(6.1269572563669055+0j),5
(7.180848534630389+0j),(6.054408887385219+0j),3
(7.201009305220218+0j),(6.1269572563669215+0j),5
(7.223559901777222+0j),(6.059025631167277+0j),4
(7.223559901777222+0j),(6.059025631167274+0j),4
(7.201009305220219+0j),(6.126957256366915+0j),5
(7.2010093052202215+0j),(6.126957256366916+0j),5
(7.201009305220224+0j),(6.126957256366926+0j),5
(7.230530811144728+0j),(6.054418513260306+0j),4
(7.188386799895413+0j),(6.130378615247061+0j),4
(7.180848534630389+0j),(6.0544088873852235+0j),3
(7.185615042126056+0j),(6.097353710361587+0j),6
(7.180848534630385+0j),(6.054408887385221+0j),3
(7.185615042126049+0j),(6.0973537103615865+0j),6
(7.181140196951871+0j),(6.059904260891341+0j),5
(7.1856150421260505+0j),(6.097353710361586+0j),6
(7.180848534630398+0j),(6.054408887385228+0j),3
(7.1883867998954125+0j),(6.130378615247062+0j),4
(7.18838679989541+0j),(6.130378615247063+0j),4
