eigenvalue_1,eigenvalue_2,span_trees
(8.288441076721544+0j),(5.567978982759919+0j),4
(8.183536676625277+0j),(5.766267625050577+0j),3
(8.253163006727053+0j),(5.5998454159268745+0j),3
(8.232856893093231+0j),(5.592403666158383+0j),3
(8.183536676625275+0j),(5.766267625050579+0j),3
(8.19509667995806+0j),(5.852579746596903+0j),3
(8.183536676625277+0j),(5.766267625050577+0j),3
(8.280030082081922+0j),(5.610730373158109+0j),4
(7.486205886132884+0j),(5.4870652017951205+0j),4
(7.450265775305515+0j),(5.473299024046587+0j),4
(7.418455687009418+0j),(5.449999471331527+0j),3
(7.473753487438209+0j),(5.457647545430367+0j),4
(7.473753487438209+0j),(5.45764754543037+0j),4
(7.4171768161504446+0j),(5.446635135812473+0j),3
(7.454601434924437+0j),(5.484638249784649+0j),4
(7.417176816150452+0j),(5.446635135812475+0j),3
(7.649430524046469+0j),(6.302133133124652+0j),3
(7.418365370949431+0j),(5.449376977737123+0j),3
(7.435944433767608+0j),(5.4858809476080355+0j),5
(7.438989264697142+0j),(5.459785639749733+0j),5
(7.473753487438209+0j),(5.45764754543037+0j),4
(7.635014361522875+0j),(6.41205760782154+0j),3
(7.791559191917605+0j),(6.116740375623045+0j),5
(7.823577340959795+0j),(6.053086331633601+0j),4
(7.634534463633587+0j),(6.418367421397328+0j),3
(7.85017293010455+0j),(6.077760881652467+0j),4
(7.649430524046475+0j),(6.302133133124658+0j),3
(7.769691168604031+0j),(6.0514413770792155+0j),3
(7.649430524046469+0j),(6.30213313312465+0j),3
(7.486205886132891+0j),(5.487065201795119+0j),4
(7.486205886132884+0j),(5.48706520179512+0j),4
(7.42286275376925+0j),(5.628456445593709+0j),5
(7.417561095775895+0j),(5.456032472126752+0j),3
(7.509426255875867+0j),(5.472006285286174+0j),4
(7.417561095775888+0j),(5.456032472126752+0j),3
(7.423583004781191+0j),(5.5881061007224595+0j),5
(7.4305367189399+0j),(5.5534840824625205+0j),6
(7.5085714199998375+0j),(5.47329190258593+0j),4
(7.417561095775898+0j),(5.456032472126753+0j),3
(7.41717681615045+0j),(5.446635135812474+0j),3
(7.4258664475216545+0j),(5.496218692788159+0j),6
(7.428091597941571+0j),(5.537243429310009+0j),4
(7.493506998574911+0j),(5.450485307065364+0j),4
(7.473753487438213+0j),(5.457647545430374+0j),4
(7.4200159898122635+0j),(5.545036699249532+0j),5
(7.473753487438207+0j),(5.457647545430363+0j),4
(7.41717681615045+0j),(5.446635135812477+0j),3
(7.494270573134501+0j),(5.449942812999048+0j),4
(7.42059702836522+0j),(5.520773423834221+0j),5
(7.451591879907173+0j),(5.476704411432841+0j),5
(7.493506998574907+0j),(5.450485307065364+0j),4
(7.417178479039894+0j),(5.446669091413887+0j),3
(7.4935069985749+0j),(5.450485307065359+0j),4
(7.418365370949427+0j),(5.44937697773713+0j),3
(7.471487321502898+0j),(5.514108501050757+0j),4
(7.447718953231832+0j),(5.513897792691683+0j),5
(7.418365370949447+0j),(5.44937697773714+0j),3
(7.450265775305506+0j),(5.47329902404659+0j),4
(7.450265775305514+0j),(5.47329902404659+0j),4
(7.419282959319186+0j),(5.447838097436314+0j),6
(7.4205970283652185+0j),(5.520773423834227+0j),5
(7.418393237991241+0j),(5.449489742783175+0j),6
(7.42059702836522+0j),(5.520773423834221+0j),5
(7.466274100679431+0j),(5.498275448822301+0j),4
(7.417223793709903+0j),(5.446992186737599+0j),5
(7.454601434924443+0j),(5.48463824978465+0j),4
(7.41845568700942+0j),(5.449999471331521+0j),3
(7.473753487438209+0j),(5.457647545430367+0j),4
(7.438989264697149+0j),(5.459785639749728+0j),5
(7.473753487438218+0j),(5.457647545430367+0j),4
(7.435944433767599+0j),(5.485880947608031+0j),5
(7.417176816150446+0j),(5.446635135812469+0j),3
(7.425866447521649+0j),(5.496218692788157+0j),6
(7.428091597941576+0j),(5.537243429310007+0j),4
(7.420015989812269+0j),(5.545036699249527+0j),5
(7.473753487438211+0j),(5.45764754543037+0j),4
(7.41717681615045+0j),(5.446635135812474+0j),3
(7.494270573134501+0j),(5.449942812999041+0j),4
(7.418455687009424+0j),(5.449999471331521+0j),3
(7.473753487438209+0j),(5.457647545430363+0j),4
(7.454601434924439+0j),(5.48463824978465+0j),4
(7.435944433767601+0j),(5.485880947608039+0j),5
(7.438989264697154+0j),(5.4597856397497235+0j),5
(7.4172987876644445+0j),(5.454393320722999+0j),7
(7.428091597941576+0j),(5.537243429310011+0j),4
(7.448206081364681+0j),(5.517059630843468+0j),5
(7.4200932337223096+0j),(5.447024922671099+0j),6
(7.4942705731345045+0j),(5.449942812999043+0j),4
(7.451527097031136+0j),(5.476190361929627+0j),3
(7.420015989812269+0j),(5.545036699249537+0j),5
(7.425866447521649+0j),(5.496218692788157+0j),6
