eigenvalue_1,eigenvalue_2,span_trees
(11.23538676101434+0j),(9.931405659127766+0j),40960
(11.158578907442257+0j),(9.960217079571544+0j),49152
(11.053018516196932+0j),(10.031920906206324+0j),32768
(11.109405636656447+0j),(9.918125041394093+0j),32768
(11.109405636656449+0j),(9.918125041394092+0j),32768
(11.04434407571909+0j),(10.163730061832432+0j),32768
(11.170004849113788+0j),(9.945684423932038+0j),57344
(11.109405636656435+0j),(9.918125041394099+0j),32768
(11.229896880082679+0j),(9.927995416515222+0j),40960
(11.051543343576348+0j),(10.0384813420841+0j),32768
(11.205430026638961+0j),(9.935656438031568+0j),40960
(11.229896880082634+0j),(9.927995416515214+0j),40960
(11.796145963300779+0j),(9.927084576368452+0j),40960
(11.796145963300805+0j),(9.92708457636845+0j),40960
(11.58837056642027+0j),(9.981003512837532+0j),32768
(11.700501952787663+0j),(9.997847160048979+0j),49152
(11.796145963300761+0j),(9.927084576368458+0j),40960
(11.626711261273506+0j),(9.987927965770943+0j),32768
(11.696226146668227+0j),(10.798234262613766+0j),32768
(11.771697923315898+0j),(10.009630439317354+0j),40960
(11.588370566420291+0j),(9.981003512837555+0j),32768
(11.626023920328231+0j),(9.989159696692044+0j),32768
(11.30404506656145+0j),(10.575045907172656+0j),49152
(11.627660021729152+0j),(10.28105402904481+0j),40960
(11.28073249623438+0j),(10.622542750281616+0j),49152
(11.34744807324874+0j),(10.518425683657636+0j),65536
(11.28073249623437+0j),(10.6225427502816+0j),49152
(11.619410746102677+0j),(10.287706675436176+0j),40960
(11.820262168830723+0j),(10.172469645198708+0j),40960
(11.399553183020924+0j),(10.50443943161982+0j),57344
(11.313552643972319+0j),(10.639322596733036+0j),49152
(11.07255281614507+0j),(9.950240899995183+0j),57344
(11.046157897384735+0j),(9.98803877798149+0j),65536
(11.161158622669138+0j),(10.154657802071496+0j),49152
(11.04128872182592+0j),(9.915762808303223+0j),32768
(11.070226052588577+0j),(10.05745780050634+0j),49152
(11.073271064146375+0j),(9.943743241196906+0j),57344
(11.0507255793537+0j),(9.968352269703574+0j),73728
(11.041288721825904+0j),(9.915762808303208+0j),32768
(11.073271064146365+0j),(9.943743241196913+0j),57344
(11.072999759083132+0j),(10.063183442455871+0j),49152
(11.062822546314695+0j),(9.954869549569773+0j),57344
(11.158545295055301+0j),(9.955389955192476+0j),40960
(11.098401699974655+0j),(9.93236942774996+0j),49152
(11.041342515768912+0j),(9.915827271020738+0j),32768
(11.160897899156156+0j),(9.956311161486985+0j),40960
(11.070226052588598+0j),(10.057457800506313+0j),49152
(11.067928487344819+0j),(9.93661887811925+0j),32768
(11.109151384668781+0j),(9.937243743021478+0j),57344
(11.15854529505531+0j),(9.955389955192475+0j),40960
(11.070226052588582+0j),(10.057457800506334+0j),49152
(11.163694873323736+0j),(9.958136093251996+0j),40960
(11.142363107750555+0j),(9.948237675458682+0j),40960
(11.16369487332373+0j),(9.958136093251982+0j),40960
(11.113753081234044+0j),(9.939945296640577+0j),40960
(11.065677222307205+0j),(9.934764510748881+0j),32768
(11.072999759083132+0j),(10.063183442455893+0j),49152
(11.072999759083128+0j),(10.063183442455918+0j),49152
(11.099783595561128+0j),(9.933071688372527+0j),32768
(11.161158622669145+0j),(10.154657802071485+0j),49152
(11.072552816145047+0j),(9.950240899995165+0j),57344
(11.046157897384731+0j),(9.988038777981501+0j),65536
(11.062822546314695+0j),(9.954869549569743+0j),57344
(11.073271064146379+0j),(9.943743241196927+0j),57344
(11.050725579353678+0j),(9.96835226970355+0j),73728
(11.073271064146358+0j),(9.943743241196893+0j),57344
(11.041288721825918+0j),(9.915762808303228+0j),32768
(11.072552816145052+0j),(9.950240899995167+0j),57344
(11.041356799255832+0j),(9.915859388863058+0j),49152
(11.047067574721892+0j),(9.918683134266008+0j),32768
(11.041356799255867+0j),(9.915859388863051+0j),49152
(11.041937533420008+0j),(9.916308772130856+0j),49152
(11.303873617681187+0j),(10.011330732986119+0j),40960
(11.042351840341507+0j),(9.916742900740777+0j),49152
(11.048037030016033+0j),(9.919416188091809+0j),57344
(11.062822546314681+0j),(9.954869549569741+0j),57344
(11.265226554869068+0j),(9.995781223838096+0j),40960
(11.043789328743625+0j),(9.916704618507687+0j),65536
(11.04235184034152+0j),(9.91674290074077+0j),49152
(11.221531603834327+0j),(9.985432171285375+0j),57344
(11.161158622669145+0j),(10.154657802071478+0j),49152
(11.209555518929502+0j),(9.982859556290796+0j),49152
(11.05469826712522+0j),(9.924351710197765+0j),57344
(11.054698267125223+0j),(9.924351710197774+0j),57344
(11.046157897384745+0j),(9.988038777981467+0j),65536
(11.0481222632314+0j),(9.919586050102705+0j),65536
(11.041288721825904+0j),(9.91576280830322+0j),32768
(11.073271064146347+0j),(9.943743241196886+0j),57344
(11.05072557935368+0j),(9.968352269703558+0j),73728
(11.07327106414637+0j),(9.943743241196918+0j),57344
(11.048122263231395+0j),(9.919586050102724+0j),65536
