added,edges,eigenvalues,span_trees
"(0, 7, 1)","[(0, 1), (0, 2), (0, 7), (1, 4), (1, 5), (1, 9), (2, 3), (2, 6), (2, 12), (4, 8), (5, 7), (7, 10), (9, 11), (9, 13), (10, 14)]","[ 1.12353868e+01  9.93140566e+00  7.61777952e+00  6.72847416e+00
  5.05981663e+00  4.43937204e+00  3.84315602e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  1.74121766e+00  6.65425512e-01
  4.12531945e-01  3.25434097e-01 -1.14948194e-17]",40960
"(0, 10, 1)","[(0, 1), (0, 2), (0, 10), (1, 4), (1, 5), (1, 9), (2, 3), (2, 6), (2, 12), (4, 8), (5, 7), (7, 10), (9, 11), (9, 13), (10, 14)]","[ 1.11585789e+01  9.96021708e+00  7.57868911e+00  6.95321082e+00
  5.24596207e+00  4.36095361e+00  3.47185287e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  1.75345551e+00  6.76031060e-01
  5.19065054e-01  3.21983907e-01 -3.74822141e-16]",49152
"(0, 4, 1)","[(0, 1), (0, 2), (0, 4), (1, 4), (1, 5), (1, 9), (2, 3), (2, 6), (2, 12), (4, 8), (5, 7), (7, 10), (9, 11), (9, 13), (10, 14)]","[ 1.10530185e+01  1.00319209e+01  7.18134154e+00  6.75974119e+00
  6.11463788e+00  4.58744430e+00  3.10004151e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  1.74207605e+00  7.97903552e-01
  3.89308382e-01  2.42566176e-01 -1.05010198e-16]",32768
"(0, 12, 1)","[(0, 1), (0, 2), (0, 12), (1, 4), (1, 5), (1, 9), (2, 3), (2, 6), (2, 12), (4, 8), (5, 7), (7, 10), (9, 11), (9, 13), (10, 14)]","[1.11094056e+01 9.91812504e+00 7.18359285e+00 6.74188346e+00
 5.24963008e+00 4.84435833e+00 3.63917834e+00 2.29304998e+00
 2.00000000e+00 2.00000000e+00 1.72473413e+00 6.67371304e-01
 3.81702445e-01 2.46968407e-01 3.75015572e-16]",32768
"(0, 6, 1)","[(0, 1), (0, 2), (0, 6), (1, 4), (1, 5), (1, 9), (2, 3), (2, 6), (2, 12), (4, 8), (5, 7), (7, 10), (9, 11), (9, 13), (10, 14)]","[ 1.11094056e+01  9.91812504e+00  7.18359285e+00  6.74188346e+00
  5.24963008e+00  4.84435833e+00  3.63917834e+00  2.29304998e+00
  2.00000000e+00  2.00000000e+00  1.72473413e+00  6.67371304e-01
  3.81702445e-01  2.46968407e-01 -6.09489107e-16]",32768
"(0, 9, 1)","[(0, 1), (0, 2), (0, 9), (1, 4), (1, 5), (1, 9), (2, 3), (2, 6), (2, 12), (4, 8), (5, 7), (7, 10), (9, 11), (9, 13), (10, 14)]","[ 1.10443441e+01  1.01637301e+01  7.90793725e+00  6.90259590e+00
  5.03785386e+00  4.60105941e+00  3.19161196e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  1.73683342e+00  7.30154839e-01
  4.42153606e-01  2.41725628e-01 -5.29615494e-16]",32768
"(0, 14, 1)","[(0, 1), (0, 2), (0, 14), (1, 4), (1, 5), (1, 9), (2, 3), (2, 6), (2, 12), (4, 8), (5, 7), (7, 10), (9, 11), (9, 13), (10, 14)]","[1.11700048e+01 9.94568442e+00 7.24749452e+00 6.68127636e+00
 5.27562376e+00 4.95966674e+00 3.07096833e+00 2.10264398e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 6.85156045e-01
 5.44209833e-01 3.17271176e-01 6.95370991e-16]",57344
"(0, 3, 1)","[(0, 1), (0, 2), (0, 3), (1, 4), (1, 5), (1, 9), (2, 3), (2, 6), (2, 12), (4, 8), (5, 7), (7, 10), (9, 11), (9, 13), (10, 14)]","[1.11094056e+01 9.91812504e+00 7.18359285e+00 6.74188346e+00
 5.24963008e+00 4.84435833e+00 3.63917834e+00 2.29304998e+00
 2.00000000e+00 2.00000000e+00 1.72473413e+00 6.67371304e-01
 3.81702445e-01 2.46968407e-01 1.71652855e-16]",32768
"(0, 11, 1)","[(0, 1), (0, 2), (0, 11), (1, 4), (1, 5), (1, 9), (2, 3), (2, 6), (2, 12), (4, 8), (5, 7), (7, 10), (9, 11), (9, 13), (10, 14)]","[ 1.12298969e+01  9.92799542e+00  7.21998480e+00  6.68785030e+00
  5.03363085e+00  4.73330623e+00  3.69680528e+00  2.27765088e+00
  2.00000000e+00  2.00000000e+00  1.73926069e+00  7.70543474e-01
  4.44128672e-01  2.38946523e-01 -1.92132490e-15]",40960
"(0, 5, 1)","[(0, 1), (0, 2), (0, 5), (1, 4), (1, 5), (1, 9), (2, 3), (2, 6), (2, 12), (4, 8), (5, 7), (7, 10), (9, 11), (9, 13), (10, 14)]","[1.10515433e+01 1.00384813e+01 7.40519766e+00 6.76226237e+00
 5.48230685e+00 4.91140872e+00 3.23835549e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 1.78998687e+00 6.64323169e-01
 3.59153092e-01 2.96981088e-01 2.62153419e-16]",32768
"(0, 8, 1)","[(0, 1), (0, 2), (0, 8), (1, 4), (1, 5), (1, 9), (2, 3), (2, 6), (2, 12), (4, 8), (5, 7), (7, 10), (9, 11), (9, 13), (10, 14)]","[1.12054300e+01 9.93565644e+00 7.18907604e+00 6.79897619e+00
 5.15774062e+00 4.47351541e+00 3.83663141e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 1.84482025e+00 9.31013530e-01
 3.87760107e-01 2.39379988e-01 1.32753828e-15]",40960
"(0, 13, 1)","[(0, 1), (0, 2), (0, 13), (1, 4), (1, 5), (1, 9), (2, 3), (2, 6), (2, 12), (4, 8), (5, 7), (7, 10), (9, 11), (9, 13), (10, 14)]","[ 1.12298969e+01  9.92799542e+00  7.21998480e+00  6.68785030e+00
  5.03363085e+00  4.73330623e+00  3.69680528e+00  2.27765088e+00
  2.00000000e+00  2.00000000e+00  1.73926069e+00  7.70543474e-01
  4.44128672e-01  2.38946523e-01 -2.63121911e-15]",40960
"(1, 3, 1)","[(0, 1), (0, 2), (1, 4), (1, 5), (1, 9), (1, 3), (2, 3), (2, 6), (2, 12), (4, 8), (5, 7), (7, 10), (9, 11), (9, 13), (10, 14)]","[ 1.17961460e+01  9.92708458e+00  7.18707323e+00  6.74247844e+00
  4.98674540e+00  4.37370078e+00  3.36444403e+00  2.47367104e+00
  2.00000000e+00  2.00000000e+00  1.73299074e+00  6.78825597e-01
  4.63148708e-01  2.73691489e-01 -1.00753189e-16]",40960
"(1, 6, 1)","[(0, 1), (0, 2), (1, 4), (1, 5), (1, 9), (1, 6), (2, 3), (2, 6), (2, 12), (4, 8), (5, 7), (7, 10), (9, 11), (9, 13), (10, 14)]","[1.17961460e+01+0.00000000e+00j 9.92708458e+00+0.00000000e+00j
 7.18707323e+00+0.00000000e+00j 6.74247844e+00+0.00000000e+00j
 4.98674540e+00+0.00000000e+00j 4.37370078e+00+0.00000000e+00j
 3.36444403e+00+0.00000000e+00j 2.47367104e+00+0.00000000e+00j
 2.00000000e+00+9.48727342e-17j 2.00000000e+00-9.48727342e-17j
 1.73299074e+00+0.00000000e+00j 6.78825597e-01+0.00000000e+00j
 4.63148708e-01+0.00000000e+00j 2.73691489e-01+0.00000000e+00j
 7.26088767e-16+0.00000000e+00j]",40960
