eigenvalue_1,eigenvalue_2,span_trees
(6.484638835114977+0j),(4.5081795213024645+0j),4
(6.490161509123489+0j),(4.8745248772957215+0j),3
(6.290730164058285+0j),(4.792119734213852+0j),3
(6.473972546413901+0j),(4.634478625162763+0j),4
(6.473972546413904+0j),(4.634478625162768+0j),4
(6.302129066372864+0j),(4.978613754742717+0j),3
(6.473972546413904+0j),(4.634478625162772+0j),4
(6.490161509123501+0j),(4.874524877295717+0j),3
(6.29073016405829+0j),(4.792119734213869+0j),3
(6.473972546413904+0j),(4.634478625162761+0j),4
(6.017477099759475+0j),(4.421714344316744+0j),4
(5.94747023799969+0j),(4.468896254778746+0j),4
(5.825144321058974+0j),(4.6699440341404+0j),5
(5.818857152107343+0j),(4.5087804131774565+0j),3
(5.757951857045036+0j),(4.791287847477926+0j),3
(5.825144321058976+0j),(4.669944034140401+0j),5
(5.765069068226417+0j),(4.572163932884954+0j),3
(6.261725588195404+0j),(5.16416707541316+0j),3
(5.997710728796575+0j),(5.149645085096705+0j),4
(5.812479050689104+0j),(4.7506803413858965+0j),5
(5.818857152107341+0j),(4.508780413177455+0j),3
(5.94747023799969+0j),(4.468896254778756+0j),4
(6.658357574889825+0j),(4.699254513726478+0j),4
(6.408008973490763+0j),(4.812222508610219+0j),5
(6.4080089734907615+0j),(4.81222250861021+0j),5
(6.408008973490765+0j),(4.812222508610218+0j),5
(6.261725588195411+0j),(5.164167075413162+0j),3
(6.658357574889818+0j),(4.699254513726472+0j),4
(6.408008973490771+0j),(4.812222508610214+0j),5
(6.34892967111881+0j),(4.677245940351366+0j),3
(6.251308314362492+0j),(4.9184764804788195+0j),3
(5.931041975208045+0j),(4.464262937617587+0j),4
(5.832166225740247+0j),(4.528422034587617+0j),6
(5.798554790135013+0j),(5.380395627751379+0j),5
(6.017477099759478+0j),(4.42171434431675+0j),4
(5.832166225740263+0j),(4.528422034587617+0j),6
(5.832166225740245+0j),(4.528422034587617+0j),6
(5.761871183459036+0j),(4.44685745142265+0j),3
(5.832166225740265+0j),(4.528422034587617+0j),6
(5.798554790135011+0j),(5.380395627751375+0j),5
(5.761871183459032+0j),(4.446857451422652+0j),3
(5.9474702379996796+0j),(4.468896254778753+0j),4
(5.825144321058976+0j),(4.669944034140399+0j),5
(5.812479050689102+0j),(4.750680341385897+0j),5
(5.765069068226417+0j),(4.572163932884956+0j),3
(5.997710728796571+0j),(5.149645085096704+0j),4
(5.818857152107338+0j),(4.508780413177455+0j),3
(5.8251443210589775+0j),(4.669944034140402+0j),5
(5.818857152107338+0j),(4.508780413177453+0j),3
(5.9474702379996796+0j),(4.468896254778749+0j),4
(5.791813733830037+0j),(5.1447955596291335+0j),6
(5.765758755303248+0j),(5.234028682829111+0j),5
(5.7918137338300335+0j),(5.144795559629124+0j),6
(5.765758755303245+0j),(5.23402868282911+0j),5
(5.757951857045038+0j),(5.696392779347093+0j),5
(5.802913721052965+0j),(5.07561755083025+0j),6
(5.89439870508791+0j),(5.057701325648817+0j),4
(5.797082095574634+0j),(4.423161735904741+0j),6
(5.875795995704028+0j),(4.417942278213941+0j),4
(5.807714217121934+0j),(4.52751887062148+0j),4
(5.757951857045052+0j),(4.4118163155638825+0j),3
(5.797082095574636+0j),(4.423161735904741+0j),6
(5.7970820955746145+0j),(4.423161735904744+0j),6
(5.7970820955746305+0j),(4.42316173590474+0j),6
(5.765758755303238+0j),(5.234028682829123+0j),5
(5.89439870508789+0j),(5.05770132564883+0j),4
(5.784075697745202+0j),(4.411820277573246+0j),5
(5.7840756977452035+0j),(4.411820277573252+0j),5
(5.784075697745205+0j),(4.411820277573252+0j),5
(5.875795995704056+0j),(4.417942278213952+0j),4
(5.776486858841809+0j),(4.49344269246267+0j),5
(5.784075697745205+0j),(4.41182027757325+0j),5
(5.797082095574627+0j),(4.423161735904744+0j),6
(5.807714217121937+0j),(4.527518870621499+0j),4
(5.765758755303238+0j),(5.234028682829111+0j),5
(5.797082095574625+0j),(4.4231617359047375+0j),6
(5.7970820955746145+0j),(4.423161735904744+0j),6
(5.797082095574623+0j),(4.4231617359047375+0j),6
(5.757951857045036+0j),(4.411816315563895+0j),3
(5.757951857045038+0j),(4.414213562373101+0j),7
(5.791813733830035+0j),(5.14479555962913+0j),6
(5.7586260214256635+0j),(4.506710778351433+0j),7
(5.757951857045054+0j),(4.4142135623730985+0j),7
(5.758626021425666+0j),(4.50671077835143+0j),7
(5.758626021425658+0j),(4.506710778351438+0j),7
(5.758626021425658+0j),(4.506710778351434+0j),7
(5.802913721052966+0j),(5.0756175508302475+0j),6
(5.75795185704505+0j),(4.414213562373092+0j),7
(5.757951857045043+0j),(4.414213562373098+0j),7
(5.791813733830036+0j),(5.144795559629133+0j),6
(5.757951857045039+0j),(4.411816315563885+0j),3
