id,k,algorithm,nodes,edges,complementer_edges,betweenness_centrality (new edges),betweenness_centrality (all edges),number_of_spanning_trees
0,1,graph_enumeration,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[(0, 1), (0, 2), (0, 6), (0, 8), (0, 9), (0, 16), (0, 18), (0, 21), (0, 26), (0, 28), (1, 8), (1, 9), (1, 17), (1, 20), (1, 25), (1, 28), (2, 3), (2, 8), (2, 10), (2, 13), (2, 18), (2, 28), (3, 7), (3, 11), (3, 16), (3, 17), (3, 22), (3, 23), (4, 5), (4, 11), (4, 15), (4, 28), (5, 6), (5, 9), (5, 12), (5, 15), (5, 16), (5, 19), (5, 26), (5, 29), (6, 10), (6, 13), (6, 16), (6, 18), (6, 20), (6, 21), (6, 24), (6, 26), (6, 27), (7, 9), (7, 10), (7, 13), (7, 14), (7, 17), (7, 25), (7, 27), (7, 29), (8, 13), (8, 14), (8, 20), (8, 22), (8, 24), (8, 26), (8, 27), (9, 11), (9, 12), (9, 16), (9, 20), (9, 22), (9, 24), (9, 29), (10, 11), (10, 18), (11, 15), (11, 18), (11, 19), (11, 23), (11, 25), (12, 17), (12, 18), (12, 27), (12, 28), (13, 15), (13, 21), (13, 22), (13, 28), (13, 29), (14, 27), (15, 16), (15, 20), (15, 29), (16, 18), (16, 20), (16, 21), (16, 24), (16, 26), (17, 27), (18, 28), (19, 21), (19, 22), (19, 23), (19, 24), (19, 27), (20, 21), (20, 23), (20, 29), (21, 24), (21, 26), (21, 28), (22, 23), (22, 25), (22, 27), (23, 29), (25, 27), (25, 28), (25, 29), (26, 28), (26, 29), (27, 28)]","{(6, 19, 1), (8, 18, 1), (23, 26, 1), (0, 27, 1), (13, 27, 1), (24, 28, 1), (15, 26, 1), (5, 27, 1), (15, 19, 1), (24, 25, 1), (0, 15, 1), (4, 12, 1), (22, 29, 1), (15, 22, 1), (12, 24, 1), (5, 23, 1), (14, 29, 1), (4, 24, 1), (12, 29, 1), (21, 29, 1), (14, 20, 1), (3, 9, 1), (11, 20, 1), (4, 29, 1), (14, 17, 1), (18, 22, 1), (11, 29, 1), (10, 15, 1), (4, 20, 1), (3, 4, 1), (18, 27, 1), (3, 29, 1), (11, 24, 1), (9, 15, 1), (2, 22, 1), (10, 27, 1), (3, 24, 1), (17, 19, 1), (9, 10, 1), (2, 27, 1), (10, 23, 1), (7, 19, 1), (8, 12, 1), (1, 19, 1), (2, 7, 1), (7, 22, 1), (9, 23, 1), (8, 9, 1), (2, 14, 1), (16, 29, 1), (1, 7, 1), (9, 18, 1), (8, 29, 1), (1, 2, 1), (5, 13, 1), (13, 16, 1), (6, 17, 1), (1, 11, 1), (0, 29, 1), (13, 25, 1), (0, 4, 1), (8, 17, 1), (12, 14, 1), (5, 25, 1), (24, 27, 1), (4, 14, 1), (12, 19, 1), (5, 28, 1), (12, 26, 1), (5, 21, 1), (22, 26, 1), (4, 26, 1), (21, 27, 1), (14, 26, 1), (11, 22, 1), (14, 23, 1), (18, 20, 1), (10, 13, 1), (4, 22, 1), (3, 6, 1), (21, 23, 1), (18, 25, 1), (11, 26, 1), (20, 24, 1), (28, 29, 1), (9, 13, 1), (2, 20, 1), (10, 25, 1), (3, 26, 1), (10, 16, 1), (27, 29, 1), (3, 19, 1), (2, 25, 1), (17, 28, 1), (10, 21, 1), (19, 29, 1), (9, 28, 1), (26, 27, 1), (2, 5, 1), (7, 16, 1), (9, 21, 1), (8, 11, 1), (2, 12, 1), (1, 5, 1), (7, 28, 1), (5, 11, 1), (13, 14, 1), (6, 23, 1), (13, 23, 1), (5, 14, 1), (8, 19, 1), (5, 7, 1), (13, 26, 1), (24, 29, 1), (0, 3, 1), (4, 8, 1), (12, 13, 1), (0, 10, 1), (15, 18, 1), (12, 20, 1), (4, 13, 1), (22, 24, 1), (11, 13, 1), (12, 25, 1), (21, 25, 1), (5, 22, 1), (14, 24, 1), (3, 13, 1), (4, 25, 1), (14, 21, 1), (11, 17, 1), (4, 16, 1), (3, 8, 1), (18, 23, 1), (11, 28, 1), (20, 26, 1), (4, 21, 1), (3, 28, 1), (17, 23, 1), (9, 14, 1), (3, 21, 1), (2, 23, 1), (20, 22, 1), (17, 18, 1), (10, 19, 1), (7, 15, 1), (1, 23, 1), (19, 26, 1), (7, 18, 1), (9, 27, 1), (1, 18, 1), (16, 17, 1), (1, 27, 1), (2, 15, 1), (6, 8, 1), (0, 20, 1), (1, 6, 1), (1, 15, 1), (0, 17, 1), (6, 28, 1), (23, 25, 1), (0, 24, 1), (8, 21, 1), (1, 10, 1), (13, 24, 1), (6, 25, 1), (15, 25, 1), (23, 28, 1), (0, 5, 1), (4, 10, 1), (12, 15, 1), (5, 24, 1), (0, 12, 1), (15, 28, 1), (12, 22, 1), (5, 17, 1), (15, 21, 1), (4, 6, 1), (5, 20, 1), (3, 15, 1), (4, 27, 1), (4, 18, 1), (3, 10, 1), (14, 18, 1), (18, 21, 1), (4, 23, 1), (21, 22, 1), (14, 15, 1), (2, 16, 1), (20, 25, 1), (17, 21, 1), (10, 28, 1), (2, 21, 1), (10, 17, 1), (3, 18, 1), (17, 25, 1), (1, 21, 1), (19, 28, 1), (16, 22, 1), (7, 12, 1), (9, 25, 1), (8, 15, 1), (1, 16, 1), (7, 21, 1), (6, 7, 1), (16, 19, 1), (6, 14, 1), (7, 24, 1), (0, 22, 1), (1, 4, 1), (6, 11, 1), (1, 13, 1), (0, 19, 1), (13, 19, 1), (5, 10, 1), (23, 27, 1), (8, 23, 1), (15, 27, 1), (0, 7, 1), (0, 14, 1), (12, 16, 1), (4, 9, 1), (22, 28, 1), (15, 23, 1), (0, 11, 1), (12, 21, 1), (5, 18, 1), (14, 28, 1), (11, 12, 1), (14, 25, 1), (11, 21, 1), (3, 12, 1), (14, 16, 1), (10, 14, 1), (18, 19, 1), (3, 5, 1), (11, 16, 1), (4, 17, 1), (18, 26, 1), (20, 27, 1), (10, 26, 1), (3, 25, 1), (2, 19, 1), (17, 22, 1), (2, 26, 1), (3, 20, 1), (7, 11, 1), (10, 22, 1), (17, 26, 1), (2, 6, 1), (1, 22, 1), (7, 23, 1), (9, 26, 1), (2, 11, 1), (6, 12, 1), (16, 28, 1), (7, 26, 1), (9, 19, 1), (1, 26, 1), (6, 9, 1), (8, 28, 1), (16, 25, 1), (1, 3, 1), (13, 17, 1), (5, 8, 1), (8, 25, 1), (1, 14, 1), (13, 20, 1), (6, 29, 1), (8, 16, 1), (23, 24, 1), (0, 25, 1), (24, 26, 1), (15, 24, 1), (15, 17, 1), (0, 13, 1), (12, 23, 1), (11, 14, 1), (4, 7, 1), (3, 14, 1), (14, 22, 1), (10, 12, 1), (4, 19, 1), (14, 19, 1), (18, 24, 1), (11, 27, 1), (10, 24, 1), (18, 29, 1), (3, 27, 1), (2, 17, 1), (20, 28, 1), (17, 20, 1), (2, 24, 1), (10, 29, 1), (17, 29, 1), (10, 20, 1), (2, 29, 1), (7, 8, 1), (17, 24, 1), (2, 4, 1), (19, 25, 1), (8, 10, 1), (16, 23, 1), (1, 29, 1), (2, 9, 1), (19, 20, 1), (7, 20, 1), (9, 17, 1), (1, 24, 1), (6, 15, 1), (16, 27, 1), (0, 23, 1), (6, 22, 1), (25, 26, 1), (1, 12, 1), (13, 18, 1)}","[((4, 14), 0.01924642182248673)]","{(0, 1): 0.012960682357234079, (0, 2): 0.011709401709401709, (0, 6): 0.009147509578544061, (0, 8): 0.012645166556237333, (0, 9): 0.0171452992460252, (0, 16): 0.010771300857507752, (0, 18): 0.0103113976162978, (0, 21): 0.010154484723450237, (0, 26): 0.0075661790316962725, (0, 28): 0.009956212370005473, (1, 8): 0.014064355185044838, (1, 9): 0.014821060165887755, (1, 17): 0.017828407224958952, (1, 20): 0.016870096697682902, (1, 25): 0.012218748684265928, (1, 28): 0.015249954387885421, (2, 3): 0.01823359792053077, (2, 8): 0.019380286481012435, (2, 10): 0.011617721359100669, (2, 13): 0.013692181482562606, (2, 18): 0.00970971204637266, (2, 28): 0.016466148793735, (3, 7): 0.014333150884875027, (3, 11): 0.015844119582776574, (3, 16): 0.02794301366442927, (3, 17): 0.020104907863528556, (3, 22): 0.012468150925501199, (3, 23): 0.013466380362932085, (4, 5): 0.01735193605883261, (4, 11): 0.020275707689500794, (4, 15): 0.012452396225215694, (4, 28): 0.025068667903353502, (4, 14): 0.01924642182248673, (5, 6): 0.015399362113358054, (5, 9): 0.013133411926515374, (5, 12): 0.017253950692084567, (5, 15): 0.01039610096912328, (5, 16): 0.01184550762136969, (5, 19): 0.015806952607155443, (5, 26): 0.012423371647509578, (5, 29): 0.013401875901875901, (6, 10): 0.021063218390804595, (6, 13): 0.013033125640950983, (6, 16): 0.010346866716035073, (6, 18): 0.012125474344167629, (6, 20): 0.015143934271723315, (6, 21): 0.007956577266922095, (6, 24): 0.011485902347971314, (6, 26): 0.00933820968303727, (6, 27): 0.025520360252932046, (7, 9): 0.020867402074298623, (7, 10): 0.02031522117729015, (7, 13): 0.01721057771767711, (7, 14): 0.02002098157270571, (7, 17): 0.015468892537858051, (7, 25): 0.010472401162056335, (7, 27): 0.01283750281721884, (7, 29): 0.019571958354919813, (8, 13): 0.011585691747963553, (8, 14): 0.025400334021023672, (8, 20): 0.016947851937709948, (8, 22): 0.01635130598379237, (8, 24): 0.016868166954373848, (8, 26): 0.016644316730523627, (8, 27): 0.015948424462623245, (9, 11): 0.01876151189672061, (9, 12): 0.017715906799391376, (9, 16): 0.011526342851206734, (9, 20): 0.011603721948549535, (9, 22): 0.016932644387272336, (9, 24): 0.018333999971931005, (9, 29): 0.01330964055101986, (10, 11): 0.018600479979790325, (10, 18): 0.01073667711598746, (11, 15): 0.016642050759697817, (11, 18): 0.02006402651593214, (11, 19): 0.01932959098914047, (11, 23): 0.01558020724989872, (11, 25): 0.016869595684317576, (12, 17): 0.014532931946725048, (12, 18): 0.014713422794185044, (12, 27): 0.01517959028741563, (12, 28): 0.01628306878306878, (13, 15): 0.018615692961534747, (13, 21): 0.013459082424599665, (13, 22): 0.015982182532839093, (13, 28): 0.014697371356920839, (13, 29): 0.012843583619445688, (14, 27): 0.018046963554062944, (15, 16): 0.016180241514927113, (15, 20): 0.013061914420940792, (15, 29): 0.009860939151000002, (16, 18): 0.014077258192503201, (16, 20): 0.010042460732115902, (16, 21): 0.009560299215471628, (16, 24): 0.012509578544061302, (16, 26): 0.010425602494568012, (17, 27): 0.01633689107827039, (18, 28): 0.01313403676380083, (19, 21): 0.018354349992281027, (19, 22): 0.011722503650815813, (19, 23): 0.0127014652014652, (19, 24): 0.012438774507740025, (19, 27): 0.02117953753856391, (20, 21): 0.011789363254880494, (20, 23): 0.01757662835249042, (20, 29): 0.00962880031845549, (21, 24): 0.008554867865212692, (21, 26): 0.007088122605363984, (21, 28): 0.02004122633432978, (22, 23): 0.011365150276221057, (22, 25): 0.011494247333630274, (22, 27): 0.013145249351078327, (23, 29): 0.015408269891028512, (25, 27): 0.013232538815703116, (25, 28): 0.01790810923297312, (25, 29): 0.01502570001555803, (26, 28): 0.01351034980345325, (26, 29): 0.016323829427277704, (27, 28): 0.0166094640347336}",1229509941322713548193792
1,1,graph_enumeration,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[(0, 4), (0, 17), (0, 18), (0, 20), (0, 24), (0, 27), (1, 4), (1, 6), (1, 9), (1, 11), (1, 17), (1, 18), (1, 25), (2, 11), (2, 16), (2, 17), (2, 20), (2, 24), (2, 26), (3, 5), (3, 10), (3, 23), (3, 25), (3, 26), (4, 7), (4, 17), (4, 18), (4, 19), (4, 23), (4, 27), (4, 28), (4, 29), (5, 11), (5, 13), (5, 15), (5, 16), (5, 27), (5, 28), (6, 10), (6, 17), (6, 19), (6, 22), (6, 23), (6, 24), (6, 25), (6, 29), (7, 10), (7, 12), (7, 16), (7, 24), (8, 10), (8, 22), (8, 23), (8, 24), (8, 25), (8, 27), (9, 11), (9, 14), (9, 16), (9, 17), (9, 18), (9, 27), (9, 29), (10, 18), (10, 19), (10, 22), (10, 28), (11, 12), (11, 13), (11, 14), (11, 15), (11, 17), (11, 18), (11, 22), (11, 25), (12, 21), (12, 24), (12, 26), (13, 15), (13, 18), (13, 19), (13, 24), (13, 28), (14, 16), (14, 19), (14, 28), (14, 29), (15, 16), (15, 23), (15, 29), (16, 20), (16, 22), (16, 26), (17, 18), (17, 20), (17, 23), (17, 24), (17, 26), (17, 27), (18, 23), (19, 20), (19, 23), (19, 24), (19, 25), (20, 27), (22, 23), (22, 25), (22, 27), (24, 29), (25, 26), (26, 28), (28, 29)]","{(8, 18, 1), (23, 26, 1), (13, 27, 1), (6, 26, 1), (24, 28, 1), (0, 2, 1), (15, 26, 1), (15, 19, 1), (24, 25, 1), (0, 15, 1), (4, 12, 1), (12, 17, 1), (22, 29, 1), (15, 22, 1), (5, 23, 1), (4, 24, 1), (12, 29, 1), (21, 29, 1), (14, 20, 1), (3, 9, 1), (11, 20, 1), (14, 17, 1), (18, 22, 1), (11, 29, 1), (10, 15, 1), (4, 20, 1), (3, 4, 1), (18, 27, 1), (3, 29, 1), (11, 24, 1), (9, 15, 1), (2, 22, 1), (10, 27, 1), (3, 24, 1), (17, 19, 1), (9, 10, 1), (3, 17, 1), (2, 27, 1), (10, 23, 1), (19, 27, 1), (7, 19, 1), (8, 12, 1), (1, 19, 1), (26, 29, 1), (2, 7, 1), (19, 22, 1), (7, 22, 1), (9, 23, 1), (8, 9, 1), (2, 14, 1), (6, 13, 1), (16, 29, 1), (25, 29, 1), (1, 7, 1), (6, 20, 1), (0, 16, 1), (8, 29, 1), (1, 2, 1), (13, 16, 1), (8, 20, 1), (0, 29, 1), (13, 25, 1), (23, 29, 1), (8, 17, 1), (12, 14, 1), (5, 25, 1), (24, 27, 1), (0, 1, 1), (4, 14, 1), (12, 19, 1), (0, 8, 1), (5, 21, 1), (22, 26, 1), (4, 26, 1), (21, 27, 1), (14, 26, 1), (3, 11, 1), (14, 23, 1), (18, 20, 1), (10, 13, 1), (4, 22, 1), (3, 6, 1), (21, 23, 1), (18, 25, 1), (11, 26, 1), (20, 24, 1), (9, 13, 1), (10, 25, 1), (20, 29, 1), (10, 16, 1), (27, 29, 1), (3, 19, 1), (2, 25, 1), (17, 28, 1), (10, 21, 1), (19, 29, 1), (7, 13, 1), (8, 14, 1), (9, 28, 1), (26, 27, 1), (2, 5, 1), (16, 18, 1), (9, 21, 1), (8, 11, 1), (2, 12, 1), (1, 28, 1), (7, 25, 1), (1, 5, 1), (7, 28, 1), (13, 14, 1), (13, 23, 1), (5, 14, 1), (0, 6, 1), (8, 19, 1), (5, 7, 1), (13, 26, 1), (6, 27, 1), (0, 3, 1), (4, 8, 1), (12, 13, 1), (5, 26, 1), (0, 10, 1), (15, 18, 1), (12, 20, 1), (5, 19, 1), (4, 13, 1), (22, 24, 1), (12, 25, 1), (21, 25, 1), (5, 22, 1), (14, 24, 1), (3, 13, 1), (4, 25, 1), (21, 28, 1), (14, 21, 1), (10, 11, 1), (4, 16, 1), (3, 8, 1), (11, 28, 1), (20, 26, 1), (4, 21, 1), (2, 18, 1), (3, 28, 1), (3, 21, 1), (2, 23, 1), (20, 22, 1), (3, 16, 1), (7, 15, 1), (1, 23, 1), (2, 3, 1), (19, 26, 1), (7, 18, 1), (8, 13, 1), (2, 10, 1), (7, 27, 1), (16, 17, 1), (1, 27, 1), (9, 22, 1), (2, 15, 1), (6, 8, 1), (16, 24, 1), (25, 28, 1), (5, 9, 1), (6, 21, 1), (1, 15, 1), (13, 21, 1), (6, 28, 1), (5, 12, 1), (23, 25, 1), (8, 21, 1), (1, 10, 1), (15, 25, 1), (23, 28, 1), (0, 5, 1), (4, 10, 1), (12, 15, 1), (5, 24, 1), (0, 12, 1), (15, 28, 1), (12, 22, 1), (5, 17, 1), (4, 15, 1), (15, 21, 1), (0, 9, 1), (4, 6, 1), (12, 27, 1), (5, 20, 1), (3, 15, 1), (21, 26, 1), (14, 27, 1), (11, 19, 1), (14, 18, 1), (18, 21, 1), (21, 22, 1), (14, 15, 1), (18, 28, 1), (20, 25, 1), (17, 21, 1), (9, 12, 1), (2, 21, 1), (2, 28, 1), (10, 17, 1), (27, 28, 1), (3, 18, 1), (20, 21, 1), (7, 9, 1), (17, 25, 1), (1, 21, 1), (19, 28, 1), (9, 25, 1), (8, 15, 1), (2, 8, 1), (1, 16, 1), (19, 21, 1), (7, 21, 1), (6, 7, 1), (16, 19, 1), (9, 20, 1), (2, 13, 1), (6, 14, 1), (0, 22, 1), (6, 11, 1), (8, 26, 1), (25, 27, 1), (1, 13, 1), (0, 19, 1), (6, 18, 1), (5, 10, 1), (23, 27, 1), (0, 26, 1), (1, 8, 1), (13, 22, 1), (15, 27, 1), (0, 7, 1), (5, 6, 1), (0, 14, 1), (12, 16, 1), (4, 9, 1), (22, 28, 1), (0, 11, 1), (5, 18, 1), (12, 28, 1), (4, 5, 1), (21, 24, 1), (14, 25, 1), (11, 21, 1), (3, 12, 1), (10, 14, 1), (18, 19, 1), (11, 16, 1), (18, 26, 1), (10, 26, 1), (2, 19, 1), (17, 22, 1), (3, 20, 1), (20, 23, 1), (7, 11, 1), (7, 14, 1), (2, 6, 1), (1, 22, 1), (7, 23, 1), (16, 21, 1), (9, 26, 1), (6, 12, 1), (16, 28, 1), (7, 26, 1), (9, 19, 1), (1, 26, 1), (6, 9, 1), (8, 28, 1), (16, 25, 1), (1, 3, 1), (0, 21, 1), (13, 17, 1), (6, 16, 1), (5, 8, 1), (0, 28, 1), (1, 14, 1), (13, 20, 1), (8, 16, 1), (23, 24, 1), (0, 25, 1), (13, 29, 1), (24, 26, 1), (15, 24, 1), (12, 18, 1), (5, 29, 1), (4, 11, 1), (15, 17, 1), (0, 13, 1), (12, 23, 1), (15, 20, 1), (11, 23, 1), (3, 14, 1), (14, 22, 1), (10, 12, 1), (3, 7, 1), (18, 24, 1), (11, 27, 1), (10, 24, 1), (18, 29, 1), (3, 27, 1), (20, 28, 1), (10, 29, 1), (3, 22, 1), (17, 29, 1), (10, 20, 1), (2, 29, 1), (7, 8, 1), (2, 4, 1), (1, 20, 1), (7, 17, 1), (16, 23, 1), (1, 29, 1), (9, 24, 1), (2, 9, 1), (7, 20, 1), (1, 24, 1), (7, 29, 1), (6, 15, 1), (16, 27, 1), (0, 23, 1), (1, 12, 1)}","[((3, 21), 0.03491076830006049)]","{(0, 4): 0.012254632340839237, (0, 17): 0.012185898392794945, (0, 18): 0.013790615514753447, (0, 20): 0.010000518739175724, (0, 24): 0.018787003646350286, (0, 27): 0.011520790831135656, (1, 4): 0.013700054734537495, (1, 6): 0.009990421455938698, (1, 9): 0.009885057471264369, (1, 11): 0.016044061302681992, (1, 17): 0.01089217296113848, (1, 18): 0.00782703886152162, (1, 25): 0.01563765736179529, (2, 11): 0.016988071416383574, (2, 16): 0.011273209549071619, (2, 17): 0.013955201886236368, (2, 20): 0.009780805166467598, (2, 24): 0.01801223881986132, (2, 26): 0.013470444827069146, (3, 5): 0.02634145087758838, (3, 10): 0.021948958512159104, (3, 23): 0.026587300175161813, (3, 25): 0.018918656795244813, (3, 26): 0.0186975377583363, (3, 21): 0.03491076830006049, (4, 7): 0.023265827403758436, (4, 17): 0.012121279104037723, (4, 18): 0.009080459770114941, (4, 19): 0.01352248326386257, (4, 23): 0.01797399280157901, (4, 27): 0.015020385106592002, (4, 28): 0.01928971411730032, (4, 29): 0.014104261000812727, (5, 11): 0.017956577266922093, (5, 13): 0.014990421455938697, (5, 15): 0.010600767649449191, (5, 16): 0.015716089885781357, (5, 27): 0.025289699545597913, (5, 28): 0.013330530561767882, (6, 10): 0.01331386872461923, (6, 17): 0.014526862026862026, (6, 19): 0.008869731800766284, (6, 22): 0.012576628352490422, (6, 23): 0.010055405303884005, (6, 24): 0.01571596985390089, (6, 25): 0.011726418536763364, (6, 29): 0.01687852152355195, (7, 10): 0.017162404307434733, (7, 12): 0.01664352452011254, (7, 16): 0.02455456397273414, (7, 24): 0.015257568102395688, (8, 10): 0.012918793512099801, (8, 22): 0.00781609195402299, (8, 23): 0.012731011945007887, (8, 24): 0.021843045205114167, (8, 25): 0.014516967706622879, (8, 27): 0.016549899653347928, (9, 11): 0.014699872286079184, (9, 14): 0.012298850574712642, (9, 16): 0.017078544061302683, (9, 17): 0.012365900383141764, (9, 18): 0.013946360153256704, (9, 27): 0.0151117496807152, (9, 29): 0.012193486590038313, (10, 18): 0.020337892893673822, (10, 19): 0.014856906247693051, (10, 22): 0.013643858958260582, (10, 28): 0.019434316903890938, (11, 12): 0.04027847396268448, (11, 13): 0.014750957854406133, (11, 14): 0.020076628352490414, (11, 15): 0.017929805150900487, (11, 17): 0.016333901193247836, (11, 18): 0.01620249257166093, (11, 22): 0.019714998584166938, (11, 25): 0.01875889436234264, (12, 21): 0.03472524702561001, (12, 24): 0.03146098003629764, (12, 26): 0.01740138180700794, (13, 15): 0.009635912881348989, (13, 18): 0.013179461962423424, (13, 19): 0.015781409822991973, (13, 24): 0.02022814350400557, (13, 28): 0.011997884918777412, (14, 16): 0.01499484232242853, (14, 19): 0.019745800176834655, (14, 28): 0.011618037135278514, (14, 29): 0.009137931034482757, (15, 16): 0.016715071608580736, (15, 23): 0.019078803586917173, (15, 29): 0.013747174244131648, (16, 20): 0.019291785884344867, (16, 22): 0.020198486998689837, (16, 26): 0.018194772223810333, (17, 18): 0.010904804008252285, (17, 20): 0.015645730890739968, (17, 23): 0.01758732210184116, (17, 24): 0.015251898904348997, (17, 26): 0.02445594719188185, (17, 27): 0.013553639846743295, (18, 23): 0.013409347019894687, (19, 20): 0.021762230509961906, (19, 23): 0.013912029623303242, (19, 24): 0.015607076931940815, (19, 25): 0.01801872977462814, (20, 27): 0.01212855672928268, (22, 23): 0.010939824205544284, (22, 25): 0.009841269841269842, (22, 27): 0.014739554825761721, (24, 29): 0.02197143852316266, (25, 26): 0.017733990147783252, (26, 28): 0.023031731997249238, (28, 29): 0.01292258282623394}",122724127300784385687552
