added,edges,eigenvalues,span_trees
"(0, 11, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (0, 11), (3, 11), (4, 13)]","[1.40064449e+01 3.00000000e+00 2.57816899e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 4.15386102e-01 6.10784196e-16]",3
"(0, 13, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (0, 13), (3, 11), (4, 13)]","[1.40064449e+01 3.00000000e+00 2.57816899e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 4.15386102e-01 3.84997567e-16]",3
"(1, 3, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (1, 3), (3, 11), (4, 13)]","[ 1.30153023e+01  3.86708151e+00  2.57498614e+00  1.60157442e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  5.38348144e-01  4.02707471e-01 -1.09824878e-15]",3
"(1, 6, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (1, 6), (3, 11), (4, 13)]","[ 1.30152264e+01  3.00000000e+00  2.61803399e+00  2.52907478e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  4.55698773e-01  3.81966011e-01 -2.22044605e-16]",3
"(1, 11, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (1, 11), (3, 11), (4, 13)]","[1.30243325e+01 3.34255086e+00 2.56853155e+00 2.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 6.54956283e-01 4.09628854e-01 4.61043432e-16]",4
"(1, 14, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (1, 14), (3, 11), (4, 13)]","[1.30152264e+01+0.00000000e+00j 3.00000000e+00+0.00000000e+00j
 2.61803399e+00+0.00000000e+00j 2.52907478e+00+0.00000000e+00j
 1.00000000e+00+0.00000000e+00j 1.00000000e+00+1.36579275e-17j
 1.00000000e+00+0.00000000e+00j 1.00000000e+00-1.36579275e-17j
 1.00000000e+00+0.00000000e+00j 1.00000000e+00+0.00000000e+00j
 1.00000000e+00+0.00000000e+00j 1.00000000e+00+0.00000000e+00j
 4.55698773e-01+0.00000000e+00j 3.81966011e-01+0.00000000e+00j
 3.34537175e-16+0.00000000e+00j]",3
"(1, 4, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (1, 4), (3, 11), (4, 13)]","[ 1.30153023e+01  3.86708151e+00  2.57498614e+00  1.60157442e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  5.38348144e-01  4.02707471e-01 -3.49709369e-16]",3
"(1, 9, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (1, 9), (3, 11), (4, 13)]","[ 1.30152264e+01  3.00000000e+00  2.61803399e+00  2.52907478e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  4.55698773e-01  3.81966011e-01 -1.09072560e-16]",3
"(1, 12, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (1, 12), (3, 11), (4, 13)]","[1.30152264e+01 3.00000000e+00 2.61803399e+00 2.52907478e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 4.55698773e-01 3.81966011e-01 7.44498341e-16]",3
"(1, 7, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (1, 7), (3, 11), (4, 13)]","[ 1.30152264e+01  3.00000000e+00  2.61803399e+00  2.52907478e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  4.55698773e-01  3.81966011e-01 -6.66133815e-16]",3
"(1, 2, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (1, 2), (3, 11), (4, 13)]","[ 1.30152264e+01  3.00000000e+00  2.61803399e+00  2.52907478e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  4.55698773e-01  3.81966011e-01 -6.38657857e-18]",3
"(1, 5, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (1, 5), (3, 11), (4, 13)]","[1.30152264e+01 3.00000000e+00 2.61803399e+00 2.52907478e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 4.55698773e-01 3.81966011e-01 2.78401225e-16]",3
"(1, 10, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (1, 10), (3, 11), (4, 13)]","[ 1.30152264e+01  3.00000000e+00  2.61803399e+00  2.52907478e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  4.55698773e-01  3.81966011e-01 -6.28533323e-16]",3
"(1, 13, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (1, 13), (3, 11), (4, 13)]","[ 1.30243325e+01  3.34255086e+00  2.56853155e+00  2.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  6.54956283e-01  4.09628854e-01 -1.47975694e-16]",4
"(1, 8, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (1, 8), (3, 11), (4, 13)]","[ 1.30152264e+01  3.00000000e+00  2.61803399e+00  2.52907478e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  4.55698773e-01  3.81966011e-01 -7.83679395e-17]",3
"(2, 8, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (2, 8), (3, 11), (4, 13)]","[ 1.30152264e+01  3.00000000e+00  2.61803399e+00  2.52907478e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  4.55698773e-01  3.81966011e-01 -1.83876788e-16]",3
"(2, 5, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (2, 5), (3, 11), (4, 13)]","[ 1.30152264e+01  3.00000000e+00  2.61803399e+00  2.52907478e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  4.55698773e-01  3.81966011e-01 -1.83876788e-16]",3
"(2, 13, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (2, 13), (3, 11), (4, 13)]","[1.30243325e+01 3.34255086e+00 2.56853155e+00 2.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 6.54956283e-01 4.09628854e-01 7.07399623e-17]",4
"(2, 6, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (2, 6), (3, 11), (4, 13)]","[ 1.30152264e+01  3.00000000e+00  2.61803399e+00  2.52907478e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  4.55698773e-01  3.81966011e-01 -4.92639024e-16]",3
"(2, 3, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (2, 3), (3, 11), (4, 13)]","[1.30153023e+01 3.86708151e+00 2.57498614e+00 1.60157442e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 5.38348144e-01 4.02707471e-01 6.98403287e-17]",3
"(2, 14, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (2, 14), (3, 11), (4, 13)]","[ 1.30152264e+01  3.00000000e+00  2.61803399e+00  2.52907478e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  4.55698773e-01  3.81966011e-01 -1.94743531e-16]",3
"(2, 11, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (2, 11), (3, 11), (4, 13)]","[1.30243325e+01 3.34255086e+00 2.56853155e+00 2.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 6.54956283e-01 4.09628854e-01 3.80255492e-17]",4
"(2, 4, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 14), (2, 4), (3, 11), (4, 13)]","[1.30153023e+01 3.86708151e+00 2.57498614e+00 1.60157442e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 5.38348144e-01 4.02707471e-01 2.03105524e-16]",3
