added,edges,eigenvalues,span_trees
"(0, 7, 1)","[(0, 1), (0, 7), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 12), (2, 14), (4, 5), (4, 11), (4, 13), (8, 10)]","[ 2.01699712e+01  9.34057019e+00  5.23606798e+00  4.96176736e+00
  4.00000000e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.02837729e+00
  7.63932023e-01  4.99313947e-01 -1.25361077e-15]",32768
"(0, 10, 1)","[(0, 1), (0, 10), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 12), (2, 14), (4, 5), (4, 11), (4, 13), (8, 10)]","[ 2.01851367e+01  9.34410233e+00  5.57084881e+00  5.04134286e+00
  3.16649766e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.34379484e+00
  8.43100815e-01  5.05175983e-01 -7.38654963e-16]",40960
"(0, 4, 1)","[(0, 1), (0, 4), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 12), (2, 14), (4, 5), (4, 11), (4, 13), (8, 10)]","[2.01741289e+01 1.03284526e+01 5.23606798e+00 4.97511754e+00
 2.83434341e+00 2.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.08655990e+00
 7.63932023e-01 6.01397598e-01 5.10378233e-16]",32768
"(0, 12, 1)","[(0, 1), (0, 12), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 12), (2, 14), (4, 5), (4, 11), (4, 13), (8, 10)]","[2.01699712e+01 9.34057019e+00 5.23606798e+00 4.96176736e+00
 4.00000000e+00 2.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.02837729e+00
 7.63932023e-01 4.99313947e-01 3.41600269e-16]",32768
"(0, 6, 1)","[(0, 1), (0, 6), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 12), (2, 14), (4, 5), (4, 11), (4, 13), (8, 10)]","[2.01699712e+01 9.34057019e+00 5.23606798e+00 4.96176736e+00
 4.00000000e+00 2.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.02837729e+00
 7.63932023e-01 4.99313947e-01 2.47089383e-16]",32768
"(0, 9, 1)","[(0, 1), (0, 9), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 12), (2, 14), (4, 5), (4, 11), (4, 13), (8, 10)]","[ 2.01699712e+01  9.34057019e+00  5.23606798e+00  4.96176736e+00
  4.00000000e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.02837729e+00
  7.63932023e-01  4.99313947e-01 -2.17216977e-15]",32768
"(0, 14, 1)","[(0, 1), (0, 14), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 12), (2, 14), (4, 5), (4, 11), (4, 13), (8, 10)]","[ 2.01851367e+01  9.34410233e+00  5.57084881e+00  5.04134286e+00
  3.16649766e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.34379484e+00
  8.43100815e-01  5.05175983e-01 -6.48915432e-16]",40960
"(0, 3, 1)","[(0, 1), (0, 3), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 12), (2, 14), (4, 5), (4, 11), (4, 13), (8, 10)]","[ 2.01699712e+01  9.34057019e+00  5.23606798e+00  4.96176736e+00
  4.00000000e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.02837729e+00
  7.63932023e-01  4.99313947e-01 -1.48082686e-15]",32768
"(0, 11, 1)","[(0, 1), (0, 11), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 12), (2, 14), (4, 5), (4, 11), (4, 13), (8, 10)]","[ 2.01864678e+01+0.0000000e+00j  9.39780442e+00+0.0000000e+00j
  5.23606798e+00+0.0000000e+00j  4.96896447e+00+0.0000000e+00j
  3.73049003e+00+0.0000000e+00j  2.00000000e+00+0.0000000e+00j
  2.00000000e+00+1.5560084e-16j  2.00000000e+00-1.5560084e-16j
  2.00000000e+00+0.0000000e+00j  2.00000000e+00+0.0000000e+00j
  2.00000000e+00+0.0000000e+00j  1.09033066e+00+0.0000000e+00j
  7.63932023e-01+0.0000000e+00j  6.25942596e-01+0.0000000e+00j
 -1.04371007e-15+0.0000000e+00j]",40960
"(0, 5, 1)","[(0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 12), (2, 14), (4, 5), (4, 11), (4, 13), (8, 10)]","[2.01864678e+01 9.39780442e+00 5.23606798e+00 4.96896447e+00
 3.73049003e+00 2.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.09033066e+00
 7.63932023e-01 6.25942596e-01 9.15926630e-16]",40960
"(0, 8, 1)","[(0, 1), (0, 8), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 12), (2, 14), (4, 5), (4, 11), (4, 13), (8, 10)]","[2.01702055e+01 9.34111566e+00 6.17906758e+00 5.09346924e+00
 2.74371973e+00 2.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.15967397e+00
 8.10596306e-01 5.02152048e-01 4.66821545e-16]",32768
"(0, 13, 1)","[(0, 1), (0, 13), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 12), (2, 14), (4, 5), (4, 11), (4, 13), (8, 10)]","[ 2.01864678e+01  9.39780442e+00  5.23606798e+00  4.96896447e+00
  3.73049003e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.09033066e+00
  7.63932023e-01  6.25942596e-01 -1.58281895e-15]",40960
