added,edges,eigenv_1,eigenv_2,eigenv_3,eigenv_4,eigenv_5,eigenv_6,eigenv_7,eigenv_8,eigenv_9,eigenv_10,eigenv_11,eigenv_12,eigenv_13,eigenv_14,eigenv_15,span_trees,lower_bound_largest_laplacian_eigenv,lower_bound_second_largest_laplacian_eigenv,lower_bound_second_smallest_laplacian_eigenv,lower_bound_for_second_smallest_laplacian_eigenvalue_diam
base,"[(0, 2), (0, 3), (0, 4), (0, 9), (1, 2), (2, 3), (2, 4), (2, 10), (3, 5), (3, 6), (3, 10), (4, 5), (4, 8), (4, 12), (5, 6), (5, 7), (5, 9), (5, 11), (5, 13), (6, 7), (7, 8), (8, 11), (8, 12), (8, 14), (9, 13), (13, 14)]",8.604454000327465,6.403196682814041,6.118407185104535,5.895269328155269,5.3105057272838145,4.248201541607585,3.5877371563600535,3.105205771074683,2.023501159487425,1.9269956319089594,1.604057167720065,1.3318029758582812,1.2048462202785564,0.6358194520192924,5.042731604740289e-16,212487,5.88592412996653,4.6583123951777,0.04370479853238862,-0.0007003128063868528
"(0, 7, 1)","[(0, 2), (0, 3), (0, 4), (0, 9), (0, 7), (1, 2), (2, 3), (2, 4), (2, 10), (3, 5), (3, 6), (3, 10), (4, 5), (4, 8), (4, 12), (5, 6), (5, 7), (5, 9), (5, 11), (5, 13), (6, 7), (7, 8), (8, 11), (8, 12), (8, 14), (9, 13), (13, 14)]",8.756641377169801,6.578178048553534,6.401352893002346,6.069124488558418,5.319695564143898,4.27151084445134,4.121213219573104,3.316046154586337,2.318069214851523,1.9277765632989012,1.7122230998578445,1.3410194887796782,1.206298552702781,0.660850490470493,-3.4449737586168564e-16,378966,5.88592412996653,3.8660254037844384,0.04370479853238862,-0.0006738847207870974
"(0, 10, 1)","[(0, 2), (0, 3), (0, 4), (0, 9), (0, 10), (1, 2), (2, 3), (2, 4), (2, 10), (3, 5), (3, 6), (3, 10), (4, 5), (4, 8), (4, 12), (5, 6), (5, 7), (5, 9), (5, 11), (5, 13), (6, 7), (7, 8), (8, 11), (8, 12), (8, 14), (9, 13), (13, 14)]",8.62721550563638,6.420345918937059,6.252841831348687,6.09923407548068,5.572253592059924,4.3336445370169505,3.9728833099502823,3.5833552329042746,2.2872586164940487,1.9949186861535713,1.6160744798761006,1.3326425289137063,1.2528811345165558,0.6544505507118135,-1.682825907926341e-15,390097,5.88592412996653,4.322875655532295,0.04370479853238862,-0.0006738847207870974
"(0, 12, 1)","[(0, 2), (0, 3), (0, 4), (0, 9), (0, 12), (1, 2), (2, 3), (2, 4), (2, 10), (3, 5), (3, 6), (3, 10), (4, 5), (4, 8), (4, 12), (5, 6), (5, 7), (5, 9), (5, 11), (5, 13), (6, 7), (7, 8), (8, 11), (8, 12), (8, 14), (9, 13), (13, 14)]",8.62645036558536,6.560611860206403,6.397710358785582,6.077943598324474,5.318512168834061,4.326167536626228,3.9818504212135895,3.503160338475588,2.124850915984781,1.928402506508686,1.7460953788030307,1.5221287396184682,1.2284510300553984,0.6576647809783628,1.3992173839769915e-15,414298,5.88592412996653,4.322875655532295,0.04370479853238862,-0.0006738847207870974
"(0, 1, 1)","[(0, 2), (0, 3), (0, 4), (0, 9), (0, 1), (1, 2), (2, 3), (2, 4), (2, 10), (3, 5), (3, 6), (3, 10), (4, 5), (4, 8), (4, 12), (5, 6), (5, 7), (5, 9), (5, 11), (5, 13), (6, 7), (7, 8), (8, 11), (8, 12), (8, 14), (9, 13), (13, 14)]",8.64440613250666,6.443081998215976,6.320858996870189,6.118209051975087,5.426881221857636,4.26977408107941,3.7060642760597453,3.549344951667515,2.2080930456992998,1.9509147337442343,1.7692996679831483,1.4609014803815672,1.3315575347358992,0.8006128272236223,-1.4309686458522318e-15,519535,5.88592412996653,4.322875655532295,0.08740959706477724,-0.0006738847207870974
"(0, 6, 1)","[(0, 2), (0, 3), (0, 4), (0, 9), (0, 6), (1, 2), (2, 3), (2, 4), (2, 10), (3, 5), (3, 6), (3, 10), (4, 5), (4, 8), (4, 12), (5, 6), (5, 7), (5, 9), (5, 11), (5, 13), (6, 7), (7, 8), (8, 11), (8, 12), (8, 14), (9, 13), (13, 14)]",8.67443559209512,6.640735803409795,6.220506905809474,6.041356186738433,5.669014423222439,4.3660982739170615,4.021254560426984,3.242512831989107,2.2961897087978644,1.9270128885984241,1.713248749427375,1.3339116821051522,1.2084967532289845,0.6452256402338372,2.6527112591217503e-15,367255,5.88592412996653,3.8660254037844384,0.04370479853238862,-0.0006738847207870974
"(0, 14, 1)","[(0, 2), (0, 3), (0, 4), (0, 9), (0, 14), (1, 2), (2, 3), (2, 4), (2, 10), (3, 5), (3, 6), (3, 10), (4, 5), (4, 8), (4, 12), (5, 6), (5, 7), (5, 9), (5, 11), (5, 13), (6, 7), (7, 8), (8, 11), (8, 12), (8, 14), (9, 13), (13, 14)]",8.643303599112336,6.669731004407471,6.3855327032029425,6.0735133142952975,5.379082497815285,4.350705154318557,3.6193789421511866,3.2008913171552966,2.710549264297123,1.9635152044393045,1.610631809430815,1.4244906819125465,1.278453618253057,0.6902208892087826,-2.3434082676599094e-16,435439,5.88592412996653,4.322875655532295,0.04370479853238862,-0.0006738847207870974
"(0, 11, 1)","[(0, 2), (0, 3), (0, 4), (0, 9), (0, 11), (1, 2), (2, 3), (2, 4), (2, 10), (3, 5), (3, 6), (3, 10), (4, 5), (4, 8), (4, 12), (5, 6), (5, 7), (5, 9), (5, 11), (5, 13), (6, 7), (7, 8), (8, 11), (8, 12), (8, 14), (9, 13), (13, 14)]",8.735526750773035,6.46840353155744,6.3923137129626735,6.061908210407049,5.366498507572291,4.256817161036357,3.7815295877414536,3.4597097546116453,2.5202941826299794,2.0140042951254937,1.6853338902474608,1.361385313743733,1.2245613263746793,0.6717137752167055,-4.822529081715332e-16,417916,5.8960087790951405,3.8660254037844384,0.04370479853238862,-0.0006738847207870974
"(0, 5, 1)","[(0, 2), (0, 3), (0, 4), (0, 9), (0, 5), (1, 2), (2, 3), (2, 4), (2, 10), (3, 5), (3, 6), (3, 10), (4, 5), (4, 8), (4, 12), (5, 6), (5, 7), (5, 9), (5, 11), (5, 13), (6, 7), (7, 8), (8, 11), (8, 12), (8, 14), (9, 13), (13, 14)]",9.291271626770376,6.857632355670737,6.271993044315624,6.111893053477631,5.404915735818151,4.250192525884168,3.612106701335756,3.3516858055725125,2.052240268322541,1.9388784657640323,1.6604644525610357,1.3318987985551551,1.2088433175147226,0.6559838484375448,-2.9871960633176e-16,316012,6.599805945957956,5.7912878474779195,0.04370479853238862,-0.0006738847207870974
"(0, 8, 1)","[(0, 2), (0, 3), (0, 4), (0, 9), (0, 8), (1, 2), (2, 3), (2, 4), (2, 10), (3, 5), (3, 6), (3, 10), (4, 5), (4, 8), (4, 12), (5, 6), (5, 7), (5, 9), (5, 11), (5, 13), (6, 7), (7, 8), (8, 11), (8, 12), (8, 14), (9, 13), (13, 14)]",8.608093044177146,7.448166661696866,6.294987968051294,5.986811962038453,5.492330815227322,4.250438495862074,3.6128362620133543,3.2556048298170417,2.1610767283790744,1.9621564633924715,1.6146786163388662,1.3914762752133134,1.2468540128305443,0.6744878649621884,-7.731885919751627e-17,354390,5.88592412996653,5.561552812808831,0.04370479853238862,-0.0006738847207870974
