eigenvalue_1,eigenvalue_2,diff,span_trees
8.756641377169801,6.578178048553534,2.1784633286162673,378966
8.62721550563638,6.420345918937059,2.2068695866993213,390097
8.62645036558536,6.560611860206403,2.0658385053789567,414298
8.64440613250666,6.443081998215976,2.201324134290684,519535
8.67443559209512,6.640735803409795,2.0336997886853254,367255
8.643303599112336,6.669731004407471,1.9735725947048648,435439
8.735526750773035,6.46840353155744,2.267123219215595,417916
9.291271626770376,6.857632355670737,2.433639271099639,316012
8.608093044177146,7.448166661696866,1.15992638248028,354390
8.711429005223547,6.543478521747337,2.1679504834762096,378808
8.724626117797731,6.6970420789634995,2.027584038834232,510372
8.607315275789734,6.591176280755188,2.016138995034546,586983
8.62813173512177,6.425984425297748,2.2021473098240216,644460
8.604547171076137,6.404768834738833,2.199778336337303,667759
8.782648625832577,6.634598636328865,2.148049989503712,526582
8.629101876373188,6.499419754874087,2.1296821214991004,589468
8.607305718717544,6.428612851843955,2.1786928668735897,636966
8.63546535938567,6.409623029248037,2.225842330137633,603238
9.42699299184591,6.499188223106578,2.9278047687393327,543910
8.60678725972571,6.403483680211011,2.2033035795146994,552567
8.618130536901841,6.5133117883059315,2.1048187485959096,618258
8.676087574019244,7.098615391334564,1.5774721826846791,579580
8.60991534846782,7.731088112685405,0.8788272357824161,367093
9.383027108577611,7.308701636626885,2.0743254719507265,331423
8.728238371639147,7.152369636617857,1.5758687350212899,405771
8.682464451892738,7.103164080273193,1.5793003716195448,374496
8.647874644582048,7.2476050405660795,1.4002696040159686,455272
8.750371209930169,7.063296391917431,1.6870748180127375,431973
8.628425106895051,7.14778989110557,1.4806352157894809,424479
8.75255843387319,7.005853746921091,1.746704686952099,376981
8.774886936119973,7.144833829295156,1.6300531068248167,390751
8.634937336176927,7.0386021451406915,1.5963351910362356,357769
8.642796314662174,6.986016931334465,1.6567793833277094,356515
8.77438357310799,6.870676307914223,1.9037072651937672,419721
8.616301668941905,7.437365314476042,1.1789363544658622,319801
8.641466666478248,7.0248157515694345,1.6166509149088135,407763
8.740628505253056,6.89921135411169,1.841417151141366,435406
8.664013730681697,7.0721056928210135,1.5919080378606836,381261
9.015497981510032,7.159792156476578,1.8557058250334544,351871
8.71494566418029,7.052617911197824,1.6623277529824652,368791
8.829825149655075,6.639730452469937,2.1900946971851383,401842
8.673707742243874,6.876273950833124,1.79743379141075,351301
8.685728500050384,6.9766141542023234,1.7091143458480609,352617
8.79680233881105,6.625944805335997,2.1708575334750533,404196
8.680059641555586,6.829033880616555,1.8510257609390308,381637
8.762210512792736,7.036486979470058,1.725723533322678,356818
9.314862487126796,7.325601075312357,1.9892614118144385,306601
9.427758362349682,6.4882485752842864,2.9395097870653952,382140
9.385128037825515,6.58553254198762,2.7995954958378952,385147
9.389231349396459,6.536721260889891,2.852510088506568,399718
8.61627035322038,6.46293228186828,2.153338071352099,386992
8.61532588556167,6.560166011761253,2.0551598738004175,434127
8.7159397454623,7.059639004830711,1.6563007406315897,363004
8.608885852455206,6.417701012295409,2.1911848401597966,399426
8.608662113908212,6.648754025433929,1.9599080884742826,450055
8.615870731751635,6.501432803193341,2.114437928558294,418014
8.61662216926035,6.525233128236467,2.0913890410238825,443796
8.65752133044997,6.410350331477117,2.2471709989728534,423091
8.604809734835612,6.410590357373079,2.1942193774625336,400591
8.639449693099525,6.412037454139375,2.2274122389601505,429190
8.608397637721264,6.554908568305596,2.0534890694156687,393589
8.656783282746089,6.406739305612129,2.2500439771339593,459154
8.604884677885984,6.5008242175938,2.1040604602921844,389299
8.760879674950067,6.934589567158626,1.8262901077914409,362101
8.653408899009097,7.208771700012597,1.4446371989965003,444376
8.799574344465796,7.03012876804143,1.7694455764243662,369931
8.604455179477139,6.436197844223798,2.1682573352533403,423547
8.632843325112542,6.513880192175193,2.118963132937349,420138
8.650157087405809,6.433109170158248,2.2170479172475606,445159
8.648538338407816,6.513235094774997,2.135303243632819,451642
8.633085280240847,6.515811016668953,2.117274263571894,478410
8.606039016407236,6.407394606065041,2.1986444103421947,530233
8.646391555815404,6.4208402879454205,2.2255512678699834,504762
8.604476553472736,6.426767024116484,2.1777095293562523,506994
8.631614107281791,6.429944287080334,2.2016698202014577,451852
8.606213607630764,6.464907117988716,2.141306489642048,423765
8.647485768994489,6.40320128007132,2.244284488923169,445833
8.606401107823055,6.432436191120037,2.173964916703018,464050
8.634780279787867,6.466514624020856,2.1682656557670104,449331
