added,edges,eigenvalues,span_trees
"(0, 10, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (0, 10), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[8.41635848e+00 6.40775638e+00 3.84862556e+00 2.50097132e+00
 1.55342811e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.93056655e-01
 4.86309241e-01 1.93494248e-01 3.03167471e-16]",3
"(0, 6, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (0, 6), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[8.34114697e+00 6.67509703e+00 3.63101198e+00 3.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 6.32001417e-01
 4.72036329e-01 2.48706276e-01 8.03769008e-16]",3
"(0, 9, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (0, 9), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[ 8.34000871e+00  6.60380283e+00  3.59162173e+00  2.52030111e+00
  1.74463662e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.63818619e-01
  4.14348795e-01  2.21461590e-01 -1.01979124e-16]",3
"(0, 14, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (0, 14), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[ 8.47460135e+00+0.00000000e+00j  6.39897244e+00+0.00000000e+00j
  3.58899674e+00+0.00000000e+00j  2.84422854e+00+0.00000000e+00j
  1.00000000e+00+0.00000000e+00j  1.00000000e+00+0.00000000e+00j
  1.00000000e+00+0.00000000e+00j  1.00000000e+00+0.00000000e+00j
  1.00000000e+00+0.00000000e+00j  1.00000000e+00+1.02399013e-16j
  1.00000000e+00-1.02399013e-16j  1.00000000e+00+0.00000000e+00j
  4.54966228e-01+0.00000000e+00j  2.38234700e-01+0.00000000e+00j
 -2.31085150e-16+0.00000000e+00j]",4
"(0, 3, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (0, 3), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[ 8.34000871e+00  6.60380283e+00  3.59162173e+00  2.52030111e+00
  1.74463662e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.63818619e-01
  4.14348795e-01  2.21461590e-01 -4.36493173e-16]",3
"(0, 11, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (0, 11), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[8.41635848e+00+0.00000000e+00j 6.40775638e+00+0.00000000e+00j
 3.84862556e+00+0.00000000e+00j 2.50097132e+00+0.00000000e+00j
 1.55342811e+00+0.00000000e+00j 1.00000000e+00+0.00000000e+00j
 1.00000000e+00+0.00000000e+00j 1.00000000e+00+1.80225135e-17j
 1.00000000e+00-1.80225135e-17j 1.00000000e+00+0.00000000e+00j
 1.00000000e+00+0.00000000e+00j 5.93056655e-01+0.00000000e+00j
 4.86309241e-01+0.00000000e+00j 1.93494248e-01+0.00000000e+00j
 6.03176476e-16+0.00000000e+00j]",3
"(0, 8, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (0, 8), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[ 8.34000871e+00  6.60380283e+00  3.59162173e+00  2.52030111e+00
  1.74463662e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.63818619e-01
  4.14348795e-01  2.21461590e-01 -6.28425133e-16]",3
"(0, 13, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (0, 13), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[ 8.34000871e+00  6.60380283e+00  3.59162173e+00  2.52030111e+00
  1.74463662e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.63818619e-01
  4.14348795e-01  2.21461590e-01 -8.79348628e-16]",3
"(1, 3, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (1, 3), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[7.84279523e+00 6.09645483e+00 3.54768118e+00 2.84111061e+00
 2.47498343e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.63636486e-01
 4.21698848e-01 2.11639378e-01 3.12628779e-16]",4
"(1, 6, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (1, 6), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[ 7.85644756e+00  6.09989782e+00  3.69955200e+00  3.51232512e+00
  1.56661169e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.46950839e-01
  4.87602249e-01  2.30612728e-01 -1.22088056e-16]",4
