eigenvalue_1,eigenvalue_2,span_trees
(9.119727989438939+0j),(3.86098578387812+0j),4
(9.095753036624426+0j),(3.6413640097591946+0j),3
(9.095753036624423+0j),(3.6413640097592057+0j),3
(9.119727989438939+0j),(3.860985783878114+0j),4
(9.095753036624426+0j),(3.6413640097591946+0j),3
(9.118616324405494+0j),(3.6648573064961663+0j),4
(9.11257198047479+0j),(3.641642592669033+0j),5
(9.118616324405457+0j),(3.664857306496168+0j),4
(9.11861632440547+0j),(3.664857306496172+0j),4
(9.1125719804748+0j),(3.641642592669027+0j),5
(9.118616324405487+0j),(3.6648573064961654+0j),4
(9.09575303662442+0j),(3.6413640097591955+0j),3
(9.119727989438942+0j),(3.860985783878122+0j),4
(9.09575303662442+0j),(3.641364009759201+0j),3
(9.119727989438942+0j),(3.860985783878121+0j),4
(9.119727989438935+0j),(3.860985783878117+0j),4
(9.112571980474783+0j),(3.6416425926690357+0j),5
(9.118616324405458+0j),(3.6648573064961716+0j),4
(9.118616324405473+0j),(3.664857306496166+0j),4
(9.119727989438939+0j),(3.8609857838781156+0j),4
(9.095753036624423+0j),(3.641364009759205+0j),3
(9.118616324405464+0j),(3.664857306496167+0j),4
(9.112571980474796+0j),(3.6416425926690255+0j),5
(9.119727989438935+0j),(3.8609857838781116+0j),4
(9.119727989438939+0j),(3.860985783878118+0j),4
(9.118616324405494+0j),(3.664857306496172+0j),4
(9.095753036624417+0j),(3.641364009759198+0j),5
(9.095766450716471+0j),(4.003404123826269+0j),5
(9.095766450716468+0j),(4.003404123826276+0j),5
(9.096228274244746+0j),(3.732050807568871+0j),6
(9.096401578006088+0j),(3.97138144155032+0j),6
(9.096401578006091+0j),(3.9713814415503195+0j),6
(9.096228274244751+0j),(3.73205080756888+0j),6
(9.095766450716468+0j),(4.003404123826269+0j),5
(9.095766450716468+0j),(4.003404123826271+0j),5
(9.09575303662442+0j),(3.641364009759198+0j),3
