eigenvalue_1,eigenvalue_2,span_trees
(8.253815453064302+0j),(4.897585039422358+0j),4
(8.220075025827548+0j),(5.180250614873369+0j),5
(8.253815453064302+0j),(4.89758503942236+0j),4
(8.253815453064302+0j),(4.897585039422363+0j),4
(8.220015645753612+0j),(4.849350052532769+0j),3
(8.220015645753627+0j),(4.8493500525327695+0j),3
(8.2200157161475+0j),(5.042878023608386+0j),5
(8.253815453064302+0j),(4.897585039422358+0j),4
(8.253815453064302+0j),(4.897585039422361+0j),4
(8.333736601500567+0j),(5.612710011251919+0j),4
(8.220015716147493+0j),(5.042878023608392+0j),5
(8.222037818360839+0j),(4.866198262509019+0j),6
(9.123152480079288+0j),(4.875040373410626+0j),3
(8.240375303884825+0j),(5.7396171682144566+0j),3
(8.24037530388482+0j),(5.739617168214446+0j),3
(8.332437294870882+0j),(5.556856910458385+0j),4
(8.240375303884825+0j),(5.739617168214454+0j),3
(8.240375303884822+0j),(5.739617168214454+0j),3
(8.240375303884822+0j),(5.739617168214445+0j),3
(8.220021181975326+0j),(6.56357407162729+0j),3
(8.342104867288622+0j),(5.645751311064587+0j),4
(8.30438501109401+0j),(5.690650398305637+0j),5
(8.332437294870871+0j),(5.556856910458385+0j),4
(9.12296064966678+0j),(4.929270531503264+0j),3
(9.178311290080774+0j),(4.85050240195316+0j),4
(9.123152480079298+0j),(4.87504037341063+0j),3
(9.12296064966678+0j),(4.929270531503264+0j),3
(9.123152480079295+0j),(4.875040373410627+0j),3
(9.137497161854007+0j),(5.0327427045175375+0j),3
(8.220015645753637+0j),(4.849350052532766+0j),3
(8.257973179272081+0j),(4.999999999999996+0j),4
(8.25381545306432+0j),(4.89758503942237+0j),4
(8.22001564575363+0j),(4.849350052532771+0j),3
(8.220015645753621+0j),(4.849350052532769+0j),3
(8.220015645753637+0j),(4.849350052532762+0j),3
(8.253909699715225+0j),(4.905090158263712+0j),4
(8.253815453064309+0j),(4.8975850394223714+0j),4
(8.239529513027978+0j),(4.863821572621896+0j),5
(8.241013577194492+0j),(5.789694537041048+0j),3
(8.253909699715226+0j),(4.905090158263707+0j),4
(8.253909699715226+0j),(4.905090158263712+0j),4
(8.239529513027978+0j),(4.863821572621901+0j),5
(8.25797317927207+0j),(4.999999999999998+0j),4
(8.24101357719449+0j),(5.789694537041048+0j),3
(8.220015645753639+0j),(4.849350052532768+0j),3
(8.22001564575364+0j),(4.849350052532764+0j),3
(8.253815453064309+0j),(4.89758503942237+0j),4
(8.253909699715221+0j),(4.905090158263714+0j),4
(8.220015645753623+0j),(4.849350052532779+0j),3
(8.253815453064302+0j),(4.897585039422371+0j),4
(8.304159509532449+0j),(5.590813842905888+0j),3
(8.24101357719449+0j),(5.789694537041051+0j),3
(8.333736601500576+0j),(5.612710011251922+0j),4
(8.333736601500576+0j),(5.6127100112519175+0j),4
(8.24101357719449+0j),(5.789694537041048+0j),3
(8.241013577194487+0j),(5.789694537041051+0j),3
(8.220015645753643+0j),(4.849350052532767+0j),3
(8.253815453064309+0j),(4.897585039422366+0j),4
(8.220075025827548+0j),(5.180250614873365+0j),5
(8.220015716147511+0j),(5.042878023608383+0j),5
(8.222037818360846+0j),(4.866198262509024+0j),6
(8.220015716147495+0j),(5.042878023608387+0j),5
(8.25381545306432+0j),(4.8975850394223714+0j),4
(8.25381545306432+0j),(4.897585039422367+0j),4
(8.22001564575364+0j),(4.849350052532769+0j),3
(8.220015645753628+0j),(4.849350052532769+0j),3
(8.253909699715226+0j),(4.905090158263711+0j),4
(8.239529513027968+0j),(4.863821572621895+0j),5
(8.253909699715225+0j),(4.905090158263714+0j),4
(8.257973179272074+0j),(4.999999999999991+0j),4
(8.25381545306432+0j),(4.897585039422371+0j),4
(8.222066500539817+0j),(4.983908648059851+0j),4
(8.220069974435035+0j),(4.870647102171389+0j),3
(8.253909699715237+0j),(4.90509015826371+0j),4
(8.220015716147492+0j),(5.042878023608373+0j),5
(8.220015645753616+0j),(4.849350052532758+0j),3
(8.253909699715225+0j),(4.905090158263713+0j),4
(8.253815453064306+0j),(4.897585039422373+0j),4
(8.220015716147492+0j),(5.042878023608379+0j),5
(8.253815453064302+0j),(4.897585039422365+0j),4
(8.220075025827535+0j),(5.18025061487337+0j),5
(8.222037818360867+0j),(4.866198262509029+0j),6
(8.220069974435035+0j),(4.870647102171392+0j),3
(8.257973179272074+0j),(5.000000000000005+0j),4
(8.25797317927208+0j),(5.000000000000004+0j),4
(8.253909699715226+0j),(4.90509015826371+0j),4
(8.239529513027982+0j),(4.863821572621896+0j),5
(8.22001564575363+0j),(4.849350052532774+0j),3
(8.253909699715225+0j),(4.905090158263713+0j),4
(8.239529513027978+0j),(4.863821572621899+0j),5
(8.222066500539821+0j),(4.983908648059853+0j),4
