added,edges,eigenvalues,span_trees
"(0, 7, 1)","[(0, 1), (0, 2), (0, 10), (0, 11), (0, 12), (0, 14), (0, 7), (1, 4), (2, 3), (2, 6), (3, 7), (3, 8), (3, 9), (4, 5), (6, 13)]","[ 8.13123151e+00  5.16050812e+00  3.43684869e+00  3.18875619e+00
  2.00000000e+00  1.65227776e+00  1.49093462e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  4.09964058e-01
  3.38843260e-01  1.90635793e-01 -8.90197802e-17]",4
"(0, 4, 1)","[(0, 1), (0, 2), (0, 10), (0, 11), (0, 12), (0, 14), (0, 4), (1, 4), (2, 3), (2, 6), (3, 7), (3, 8), (3, 9), (4, 5), (6, 13)]","[ 8.08954747e+00  5.18409557e+00  3.85451697e+00  3.36623273e+00
  1.90849837e+00  1.54586636e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.84268636e-01
  3.14357613e-01  1.52616289e-01 -1.01646243e-16]",3
"(0, 6, 1)","[(0, 1), (0, 2), (0, 10), (0, 11), (0, 12), (0, 14), (0, 6), (1, 4), (2, 3), (2, 6), (3, 7), (3, 8), (3, 9), (4, 5), (6, 13)]","[8.07552167e+00 5.25233336e+00 3.88578578e+00 3.19944972e+00
 2.03089385e+00 1.50746624e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.95254894e-01
 2.94040278e-01 1.59254195e-01 1.49649644e-15]",3
"(0, 9, 1)","[(0, 1), (0, 2), (0, 10), (0, 11), (0, 12), (0, 14), (0, 9), (1, 4), (2, 3), (2, 6), (3, 7), (3, 8), (3, 9), (4, 5), (6, 13)]","[ 8.13123151e+00  5.16050812e+00  3.43684869e+00  3.18875619e+00
  2.00000000e+00  1.65227776e+00  1.49093462e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  4.09964058e-01
  3.38843260e-01  1.90635793e-01 -7.77274861e-16]",4
"(0, 3, 1)","[(0, 1), (0, 2), (0, 10), (0, 11), (0, 12), (0, 14), (0, 3), (1, 4), (2, 3), (2, 6), (3, 7), (3, 8), (3, 9), (4, 5), (6, 13)]","[ 8.17420994e+00  5.86056009e+00  3.40789540e+00  3.15933747e+00
  1.89815947e+00  1.50919098e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  4.56663889e-01
  3.34760844e-01  1.99221914e-01 -1.74529875e-16]",3
"(0, 5, 1)","[(0, 1), (0, 2), (0, 10), (0, 11), (0, 12), (0, 14), (0, 5), (1, 4), (2, 3), (2, 6), (3, 7), (3, 8), (3, 9), (4, 5), (6, 13)]","[8.12049986e+00 5.18637354e+00 3.42514681e+00 3.19546430e+00
 2.00000000e+00 1.89511787e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 7.08536792e-01
 3.14983189e-01 1.53877644e-01 2.32067170e-16]",4
"(0, 8, 1)","[(0, 1), (0, 2), (0, 10), (0, 11), (0, 12), (0, 14), (0, 8), (1, 4), (2, 3), (2, 6), (3, 7), (3, 8), (3, 9), (4, 5), (6, 13)]","[8.13123151e+00 5.16050812e+00 3.43684869e+00 3.18875619e+00
 2.00000000e+00 1.65227776e+00 1.49093462e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 4.09964058e-01
 3.38843260e-01 1.90635793e-01 9.37434960e-16]",4
"(0, 13, 1)","[(0, 1), (0, 2), (0, 10), (0, 11), (0, 12), (0, 14), (0, 13), (1, 4), (2, 3), (2, 6), (3, 7), (3, 8), (3, 9), (4, 5), (6, 13)]","[ 8.12263169e+00  5.17674893e+00  3.41722350e+00  3.15796403e+00
  2.34636194e+00  1.51534969e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  8.12569016e-01
  2.97114039e-01  1.54037168e-01 -3.07385415e-17]",4
"(1, 3, 1)","[(0, 1), (0, 2), (0, 10), (0, 11), (0, 12), (0, 14), (1, 4), (1, 3), (2, 3), (2, 6), (3, 7), (3, 8), (3, 9), (4, 5), (6, 13)]","[7.29974045e+00 5.98762647e+00 3.73205081e+00 3.22120464e+00
 2.00000000e+00 1.80197264e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 3.69010580e-01
 3.20445230e-01 2.67949192e-01 1.26769640e-16]",4
"(1, 6, 1)","[(0, 1), (0, 2), (0, 10), (0, 11), (0, 12), (0, 14), (1, 4), (1, 6), (2, 3), (2, 6), (3, 7), (3, 8), (3, 9), (4, 5), (6, 13)]","[7.22290297e+00 5.17127902e+00 4.31392729e+00 3.33061371e+00
 2.27140177e+00 1.68364640e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.05774293e-01
 3.19593650e-01 1.80860894e-01 1.03051638e-16]",4
