eigenvalue_1,eigenvalue_2,span_trees
(7.312033579620052+0j),(5.956021700009805+0j),3
(7.407357058291833+0j),(5.773901124581213+0j),3
(7.360476468098547+0j),(6.563467830815621+0j),3
(7.501681335690547+0j),(5.683738494681517+0j),4
(7.3120335796200395+0j),(5.95602170000981+0j),3
(7.501681335690531+0j),(5.683738494681512+0j),4
(7.44208106942881+0j),(5.838657476677204+0j),5
(7.546827303523919+0j),(5.664402413456027+0j),4
(7.312033579620046+0j),(5.956021700009814+0j),3
(7.391122382104967+0j),(5.727422365953496+0j),3
(7.5293020156404795+0j),(5.587482281384083+0j),4
(7.3911223821049585+0j),(5.727422365953482+0j),3
(7.4391390046462815+0j),(5.509290972666044+0j),3
(7.43913900464628+0j),(5.509290972666044+0j),3
(7.395942912068033+0j),(5.8208076427864786+0j),3
(7.3911223821049585+0j),(5.727422365953489+0j),3
(7.538251598857368+0j),(5.532547185067001+0j),4
(7.45473428069813+0j),(5.499523836802845+0j),3
(6.853172534439302+0j),(5.696014830792669+0j),5
(6.845983961250899+0j),(5.431270233631276+0j),3
(6.938005481936428+0j),(5.449489742783185+0j),4
(6.93800548193641+0j),(5.44948974278319+0j),4
(6.845983961250897+0j),(5.431270233631263+0j),3
(6.845983961250901+0j),(5.431270233631275+0j),3
(6.876974740118685+0j),(5.477292599750276+0j),6
(7.181201608253029+0j),(5.678624183991297+0j),4
(6.8555464028392565+0j),(5.612140067071943+0j),5
(6.85554640283926+0j),(5.6121400670719295+0j),5
(6.938005481936417+0j),(5.44948974278318+0j),4
(6.915466641376764+0j),(5.431234687583544+0j),4
(6.869132719775552+0j),(5.485862351266327+0j),4
(6.849330433072574+0j),(5.5449259413810825+0j),5
(6.8493304330725815+0j),(5.5449259413810745+0j),5
(7.133310184613553+0j),(5.710452360906066+0j),4
(6.864827003050051+0j),(5.4449415176972416+0j),6
(6.844900260288272+0j),(5.424871155350655+0j),3
(6.915466641376774+0j),(5.4312346875835384+0j),4
(6.915466641376769+0j),(5.431234687583535+0j),4
(6.844900260288275+0j),(5.42487115535066+0j),3
(6.847700379378081+0j),(5.610968689991816+0j),5
(6.918221521998749+0j),(5.913471706890307+0j),3
(7.009849539735828+0j),(5.971752943070591+0j),5
(7.133310184613549+0j),(5.710452360906068+0j),4
(6.918221521998749+0j),(5.913471706890307+0j),3
(7.1333101846135545+0j),(5.710452360906065+0j),4
(7.009839741383564+0j),(5.85734992005064+0j),3
(6.9182215219987455+0j),(5.913471706890302+0j),3
(6.915466641376769+0j),(5.431234687583533+0j),4
(6.84770037937809+0j),(5.610968689991817+0j),5
(6.864827003050051+0j),(5.444941517697244+0j),6
(6.844900260288275+0j),(5.42487115535066+0j),3
(6.849330433072576+0j),(5.544925941381075+0j),5
(6.915466641376769+0j),(5.43123468758354+0j),4
(6.849330433072571+0j),(5.5449259413810825+0j),5
(6.869132719775553+0j),(5.485862351266327+0j),4
(6.915466641376769+0j),(5.43123468758354+0j),4
(6.886872633345925+0j),(5.4930253329730805+0j),4
(6.844900260288283+0j),(5.4248711553506554+0j),3
(6.858340874915229+0j),(5.454089456995242+0j),5
(6.8970962835857605+0j),(5.538729224329625+0j),4
(6.844900260288268+0j),(5.424871155350662+0j),3
(6.915466641376764+0j),(5.431234687583535+0j),4
(6.861691355924513+0j),(5.42834662430148+0j),5
(6.886872633345924+0j),(5.493025332973085+0j),4
(6.886872633345934+0j),(5.493025332973072+0j),4
(6.861691355924515+0j),(5.428346624301472+0j),5
(6.915466641376769+0j),(5.431234687583535+0j),4
(6.8449002602882825+0j),(5.424871155350663+0j),3
(6.897096283585759+0j),(5.538729224329622+0j),4
(6.858340874915233+0j),(5.454089456995249+0j),5
(6.886872633345934+0j),(5.493025332973075+0j),4
(6.897096283585755+0j),(5.538729224329618+0j),4
(6.856973671349904+0j),(5.4609155376153105+0j),6
(6.845158939756928+0j),(5.429618037301882+0j),3
(6.845158939756933+0j),(5.429618037301894+0j),3
(6.847700379378081+0j),(5.610968689991815+0j),5
(6.850760877639751+0j),(5.473757954498818+0j),4
(6.849330433072576+0j),(5.5449259413810825+0j),5
(6.844900260288277+0j),(5.4248711553506554+0j),3
(6.8530192435529+0j),(5.436502351326569+0j),6
(6.8868726333459325+0j),(5.493025332973075+0j),4
(6.858340874915235+0j),(5.45408945699524+0j),5
(6.869132719775552+0j),(5.485862351266332+0j),4
(6.845097827715401+0j),(5.437942997201058+0j),7
(6.853019243552916+0j),(5.43650235132657+0j),6
(6.864827003050054+0j),(5.444941517697245+0j),6
(6.86169135592451+0j),(5.428346624301477+0j),5
(6.850760877639751+0j),(5.473757954498818+0j),4
(6.849330433072573+0j),(5.544925941381086+0j),5
(6.886872633345934+0j),(5.4930253329730725+0j),4
(6.9154666413767725+0j),(5.4312346875835384+0j),4
