eigenvalue_1,eigenvalue_2,diff,span_trees
10.151716718774356,6.707824436949611,3.443892281824745,432815
10.151808251973181,6.706734608226588,3.4450736437465928,506350
10.130051104259307,6.720992760444362,3.4090583438149453,456575
10.160025137477623,6.722443362537374,3.4375817749402495,504976
10.12971555848487,6.709470900626141,3.4202446578587287,551718
10.130388147141433,6.720521638429074,3.4098665087123594,500471
10.146766783901754,6.718012937479063,3.4287538464226905,469320
10.154075684968925,6.706575613749824,3.4475000712191006,484284
10.146793267984773,6.73136692714655,3.4154263408382226,505153
10.130380215729508,6.734842486790557,3.395537728938951,551414
