random_select_alg_time,improved_alg_time,alg_1_time,greedy_time,avarage_spanning_tree_with_improved_alg,random_select_alg_solution_dif,alg_1_solution_dif,greedy_solution_dif_list
0.04681410789489746,0.403560733795166,0.30904040336608884,0.15515336990356446,31990755724440.8,21275263430793.3,6757260751852.9,6757260751852.9
