random_select_alg_time,improved_alg_time,alg_1_time,greedy_time,avarage_spanning_tree_with_improved_alg,random_select_alg_solution_dif,alg_1_solution_dif,greedy_solution_dif_list
0.046601390838623045,0.4084437131881714,0.3196068286895752,0.1551964282989502,39686296620067.0,20647864833397.4,4014495257297.1,4014495257297.1
