added,edges,eigenvalues,span_trees
"(0, 7, 1)","[(0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 12), (0, 7), (1, 2), (1, 8), (1, 10), (1, 14), (3, 9), (5, 7), (7, 11), (10, 13)]","[ 8.25316301e+00  5.59984542e+00  3.84980664e+00  2.53223119e+00
  2.45677647e+00  1.53492283e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  6.58309220e-01  5.13513869e-01
  4.10623987e-01  1.90807378e-01 -1.10241609e-16]",3
"(0, 10, 1)","[(0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 12), (0, 10), (1, 2), (1, 8), (1, 10), (1, 14), (3, 9), (5, 7), (7, 11), (10, 13)]","[ 8.19509668e+00  5.85257975e+00  3.23182224e+00  2.97371109e+00
  2.47703218e+00  1.50309344e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  6.53360181e-01  5.66424383e-01
  3.36028891e-01  2.10851165e-01 -4.66934721e-16]",3
"(0, 9, 1)","[(0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 12), (0, 9), (1, 2), (1, 8), (1, 10), (1, 14), (3, 9), (5, 7), (7, 11), (10, 13)]","[8.23285689e+00 5.59240367e+00 3.19099188e+00 3.00000000e+00
 2.46083919e+00 1.51848519e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.24122492e-01
 3.14594459e-01 1.65706223e-01 6.50377973e-16]",3
"(0, 14, 1)","[(0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 12), (0, 14), (1, 2), (1, 8), (1, 10), (1, 14), (3, 9), (5, 7), (7, 11), (10, 13)]","[ 8.18353668e+00  5.76626763e+00  3.20156584e+00  2.53554855e+00
  2.49065767e+00  1.70569226e+00  1.48399050e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  6.39576652e-01  5.00537778e-01
  2.95955001e-01  1.96671456e-01 -5.92771585e-17]",3
"(0, 11, 1)","[(0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 12), (0, 11), (1, 2), (1, 8), (1, 10), (1, 14), (3, 9), (5, 7), (7, 11), (10, 13)]","[8.28003008e+00 5.61073037e+00 3.25883364e+00 2.50750880e+00
 2.44808445e+00 2.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 7.55191116e-01 5.18697649e-01
 4.28694470e-01 1.92229420e-01 7.23751836e-17]",4
"(0, 8, 1)","[(0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 12), (0, 8), (1, 2), (1, 8), (1, 10), (1, 14), (3, 9), (5, 7), (7, 11), (10, 13)]","[ 8.18353668e+00  5.76626763e+00  3.20156584e+00  2.53554855e+00
  2.49065767e+00  1.70569226e+00  1.48399050e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  6.39576652e-01  5.00537778e-01
  2.95955001e-01  1.96671456e-01 -7.88560531e-16]",3
"(0, 13, 1)","[(0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 12), (0, 13), (1, 2), (1, 8), (1, 10), (1, 14), (3, 9), (5, 7), (7, 11), (10, 13)]","[ 8.28844108e+00  5.56797898e+00  3.20200133e+00  2.83921420e+00
  2.49927714e+00  1.50778913e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.63305065e-01
  3.24175504e-01  2.07817572e-01 -3.39361212e-16]",4
"(0, 2, 1)","[(0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 12), (0, 2), (1, 2), (1, 8), (1, 10), (1, 14), (3, 9), (5, 7), (7, 11), (10, 13)]","[8.18353668e+00 5.76626763e+00 3.20156584e+00 2.53554855e+00
 2.49065767e+00 1.70569226e+00 1.48399050e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.39576652e-01 5.00537778e-01
 2.95955001e-01 1.96671456e-01 4.86200676e-17]",3
"(1, 3, 1)","[(0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 12), (1, 2), (1, 8), (1, 10), (1, 14), (1, 3), (3, 9), (5, 7), (7, 11), (10, 13)]","[ 7.63501436e+00  6.41205761e+00  3.24899932e+00  2.97816685e+00
  2.44968756e+00  1.50023571e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  6.49639865e-01  5.63298947e-01
  3.74068751e-01  1.88831031e-01 -1.93542066e-16]",3
"(1, 6, 1)","[(0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 12), (1, 2), (1, 8), (1, 10), (1, 14), (1, 6), (3, 9), (5, 7), (7, 11), (10, 13)]","[7.64943052e+00 6.30213313e+00 3.19140239e+00 2.52886505e+00
 2.50372829e+00 1.73200032e+00 1.45895327e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.49368347e-01 4.94606107e-01
 2.99401393e-01 1.90111183e-01 2.39148439e-16]",3
