added,edges,eigenvalues,span_trees
"(0, 7, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 13), (0, 7), (2, 3), (2, 8), (3, 7), (3, 11), (4, 6), (4, 9), (4, 10), (11, 12), (11, 14)]","[ 1.36324295e+01  9.55586268e+00  8.76215154e+00  6.83722078e+00
  5.03359536e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.18918866e+00
  6.93029474e-01  2.96522016e-01 -6.75133072e-16]",40960
"(0, 10, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 13), (0, 10), (2, 3), (2, 8), (3, 7), (3, 11), (4, 6), (4, 9), (4, 10), (11, 12), (11, 14)]","[1.34929558e+01+0.00000000e+00j 9.55028566e+00+0.00000000e+00j
 9.01131004e+00+0.00000000e+00j 6.89804854e+00+0.00000000e+00j
 4.76138264e+00+0.00000000e+00j 2.69911646e+00+0.00000000e+00j
 2.00000000e+00+1.03737728e-16j 2.00000000e+00-1.03737728e-16j
 2.00000000e+00+0.00000000e+00j 2.00000000e+00+0.00000000e+00j
 1.42620031e+00+0.00000000e+00j 1.10168050e+00+0.00000000e+00j
 8.30261210e-01+0.00000000e+00j 2.28758863e-01+0.00000000e+00j
 5.99862422e-16+0.00000000e+00j]",32768
"(0, 12, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 13), (0, 12), (2, 3), (2, 8), (3, 7), (3, 11), (4, 6), (4, 9), (4, 10), (11, 12), (11, 14)]","[ 1.36012248e+01  9.54129205e+00  8.90950183e+00  6.81300935e+00
  4.84846415e+00  2.56773764e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  1.44494754e+00  1.06690912e+00
  8.47116739e-01  3.59796760e-01 -2.80275769e-15]",49152
"(0, 6, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 13), (0, 6), (2, 3), (2, 8), (3, 7), (3, 11), (4, 6), (4, 9), (4, 10), (11, 12), (11, 14)]","[ 1.34929558e+01  9.55028566e+00  9.01131004e+00  6.89804854e+00
  4.76138264e+00  2.69911646e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  1.42620031e+00  1.10168050e+00
  8.30261210e-01  2.28758863e-01 -8.31879091e-16]",32768
"(0, 9, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 13), (0, 9), (2, 3), (2, 8), (3, 7), (3, 11), (4, 6), (4, 9), (4, 10), (11, 12), (11, 14)]","[1.34929558e+01 9.55028566e+00 9.01131004e+00 6.89804854e+00
 4.76138264e+00 2.69911646e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 1.42620031e+00 1.10168050e+00
 8.30261210e-01 2.28758863e-01 7.68286199e-16]",32768
"(0, 14, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 13), (0, 14), (2, 3), (2, 8), (3, 7), (3, 11), (4, 6), (4, 9), (4, 10), (11, 12), (11, 14)]","[ 1.36012248e+01+0.00000000e+00j  9.54129205e+00+0.00000000e+00j
  8.90950183e+00+0.00000000e+00j  6.81300935e+00+0.00000000e+00j
  4.84846415e+00+0.00000000e+00j  2.56773764e+00+0.00000000e+00j
  2.00000000e+00+0.00000000e+00j  2.00000000e+00+1.83003203e-16j
  2.00000000e+00+0.00000000e+00j  2.00000000e+00-1.83003203e-16j
  1.44494754e+00+0.00000000e+00j  1.06690912e+00+0.00000000e+00j
  8.47116739e-01+0.00000000e+00j  3.59796760e-01+0.00000000e+00j
 -2.93217338e-16+0.00000000e+00j]",49152
"(0, 3, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 13), (0, 3), (2, 3), (2, 8), (3, 7), (3, 11), (4, 6), (4, 9), (4, 10), (11, 12), (11, 14)]","[ 1.35282642e+01  9.98660423e+00  8.96222703e+00  6.99251582e+00
  4.89575400e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  1.45707230e+00  1.16447091e+00
  7.01964963e-01  3.11126594e-01 -1.18203402e-16]",32768
"(0, 11, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 13), (0, 11), (2, 3), (2, 8), (3, 7), (3, 11), (4, 6), (4, 9), (4, 10), (11, 12), (11, 14)]","[ 1.37110068e+01  9.77485792e+00  8.68014625e+00  7.37924910e+00
  4.76094983e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  1.43100483e+00  1.04896529e+00
  8.42242712e-01  3.71577263e-01 -1.00293766e-15]",40960
"(0, 8, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 13), (0, 8), (2, 3), (2, 8), (3, 7), (3, 11), (4, 6), (4, 9), (4, 10), (11, 12), (11, 14)]","[1.35281494e+01 9.53578916e+00 8.81709369e+00 7.06139279e+00
 4.95417575e+00 2.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.16924120e+00
 6.97492154e-01 2.36665807e-01 2.22122021e-16]",32768
"(1, 3, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 13), (1, 3), (2, 3), (2, 8), (3, 7), (3, 11), (4, 6), (4, 9), (4, 10), (11, 12), (11, 14)]","[1.29388789e+01 9.96769304e+00 8.70488323e+00 6.83877401e+00
 5.24071167e+00 2.67125464e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 1.42974819e+00 1.20290508e+00
 7.14355751e-01 2.90795515e-01 7.05762405e-16]",40960
