added,edges,eigenv_1,eigenv_2,eigenv_3,eigenv_4,eigenv_5,eigenv_6,eigenv_7,eigenv_8,eigenv_9,eigenv_10,eigenv_11,eigenv_12,eigenv_13,eigenv_14,eigenv_15,span_trees
base,"[(0, 2), (0, 4), (0, 5), (0, 7), (0, 10), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (1, 13), (2, 3), (3, 8), (3, 13), (4, 7), (4, 9), (4, 11), (4, 14), (5, 6), (7, 12), (8, 11), (9, 10), (9, 14)]",9.34696268295641,7.481597276163253,6.348172347600276,5.208904315306931,4.400648966738775,3.5138143640512545,3.4857904751597064,3.160433393961194,2.4764511703500225,1.8419645530669775,1.5084315042958074,1.2712659290237829,1.1312374448837335,0.8243255764418468,1.4821594312732433e-15,214209
"(6, 10, 1)","[(0, 2), (0, 4), (0, 5), (0, 7), (0, 10), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (1, 13), (2, 3), (3, 8), (3, 13), (4, 7), (4, 9), (4, 11), (4, 14), (5, 6), (6, 10), (7, 12), (8, 11), (9, 10), (9, 14)]",9.357300190645667,7.5790996763994904,6.363242694814721,5.217231546122804,4.555152794487739,3.984343844108871,3.4921576521865765,3.170962492380641,2.7655932710030213,2.476070047615127,1.6418951812584128,1.2884141743957276,1.220121696345114,0.8884147382361136,4.1721411582184237e-16,495349
"(6, 14, 1)","[(0, 2), (0, 4), (0, 5), (0, 7), (0, 10), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (1, 13), (2, 3), (3, 8), (3, 13), (4, 7), (4, 9), (4, 11), (4, 14), (5, 6), (6, 14), (7, 12), (8, 11), (9, 10), (9, 14)]",9.380511718054677,7.483698669381019,6.376968707066846,5.210101984283635,4.7643586979450285,3.997172922491509,3.489345481941562,3.1628996870000057,2.639824702334847,2.292466005520265,1.6749383760372711,1.3977176486701348,1.2672868782047355,0.8627085210685106,1.1463594099272773e-15,506214
"(6, 11, 1)","[(0, 2), (0, 4), (0, 5), (0, 7), (0, 10), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (1, 13), (2, 3), (3, 8), (3, 13), (4, 7), (4, 9), (4, 11), (4, 14), (5, 6), (6, 11), (7, 12), (8, 11), (9, 10), (9, 14)]",9.381855116300397,7.481712967388461,6.406585769031488,5.256721885720644,4.410137688267505,4.262576251722045,3.486309467636078,3.3015575096818672,2.4826326586690817,2.22277465200623,1.7836176765672112,1.5022590762786872,1.1960778347684444,0.8251814459618587,-2.0428984031997472e-15,497637
"(6, 12, 1)","[(0, 2), (0, 4), (0, 5), (0, 7), (0, 10), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (1, 13), (2, 3), (3, 8), (3, 13), (4, 7), (4, 9), (4, 11), (4, 14), (5, 6), (6, 12), (7, 12), (8, 11), (9, 10), (9, 14)]",9.353297288915943,7.544233175857256,6.35739161916538,5.213671064054736,4.61675084471805,4.2266198641336,3.4860407375930977,3.1922247390357272,2.478267331701695,2.160543671805556,1.834907866819153,1.4592170356630525,1.1320077904675725,0.9448269700691665,-1.139270915390627e-15,519175
"(10, 13, 1)","[(0, 2), (0, 4), (0, 5), (0, 7), (0, 10), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (1, 13), (2, 3), (3, 8), (3, 13), (4, 7), (4, 9), (4, 11), (4, 14), (5, 6), (7, 12), (8, 11), (9, 10), (9, 14), (10, 13)]",9.359396985942833,7.554334437042916,6.350788342346223,5.378384830422316,4.505381840703387,3.6142440739074817,3.4932199849592545,3.4511674855986514,2.94736351595981,2.338450657880924,1.5376000496558146,1.3441930546869778,1.1482393983009453,0.9772353425924842,2.2862900324812412e-15,505210
"(10, 11, 1)","[(0, 2), (0, 4), (0, 5), (0, 7), (0, 10), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (1, 13), (2, 3), (3, 8), (3, 13), (4, 7), (4, 9), (4, 11), (4, 14), (5, 6), (7, 12), (8, 11), (9, 10), (9, 14), (10, 11)]",9.354696438759548,7.585628077932274,6.3592620023922475,5.2251999860026395,4.5772476550391525,3.8749257486129025,3.5103810983951482,3.3373737682021734,2.60085116900285,2.470520460707689,1.7367440777809269,1.351288137264956,1.1418094223883857,0.8740719575191606,-1.5826671841430478e-15,491581
"(11, 13, 1)","[(0, 2), (0, 4), (0, 5), (0, 7), (0, 10), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (1, 13), (2, 3), (3, 8), (3, 13), (4, 7), (4, 9), (4, 11), (4, 14), (5, 6), (7, 12), (8, 11), (9, 10), (9, 14), (11, 13)]",9.385678397521879,7.484792245476813,6.377026740025513,5.458826691348038,4.401371178313899,3.736208741560155,3.5131949905364883,3.218324477423134,3.0000000000000004,2.329270886620961,1.7997746611960403,1.2828515163898444,1.1711921536801448,0.8414873199071403,5.459429171659165e-16,481986
"(11, 12, 1)","[(0, 2), (0, 4), (0, 5), (0, 7), (0, 10), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (1, 13), (2, 3), (3, 8), (3, 13), (4, 7), (4, 9), (4, 11), (4, 14), (5, 6), (7, 12), (8, 11), (9, 10), (9, 14), (11, 12)]",9.358908539536797,7.549076536728007,6.367767231299022,5.234323406317522,4.500670638477614,4.088749510622162,3.487982646826712,3.4856391893274545,2.4863478885799015,2.1672163627347754,1.7484973826992396,1.3451145939307683,1.2703701570420962,0.9093359158779011,8.36143963129932e-15,514213
"(12, 14, 1)","[(0, 2), (0, 4), (0, 5), (0, 7), (0, 10), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (1, 13), (2, 3), (3, 8), (3, 13), (4, 7), (4, 9), (4, 11), (4, 14), (5, 6), (7, 12), (8, 11), (9, 10), (9, 14), (12, 14)]",9.358081388318357,7.523956915689738,6.353229632658153,5.210995301602945,4.93363439600727,3.6789496711577003,3.5069954979308267,3.263527507509136,2.6183589204848405,2.3023887562774643,1.6998308864393257,1.508233208668513,1.2050799815052833,0.8367379357504905,5.525817487063694e-16,503104
