added,edges,eigenvalues,span_trees
"(0, 7, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (0, 7), (1, 2), (1, 5), (1, 10), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[ 1.21283431e+01  8.89365167e+00  6.92856425e+00  6.26182887e+00
  5.05590250e+00  4.98031405e+00  4.26350976e+00  2.88082142e+00
  2.00000000e+00  1.66546011e+00  1.42608012e+00  8.25305717e-01
  4.49112464e-01  2.41106012e-01 -8.90630995e-16]",40960
"(0, 10, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (0, 10), (1, 2), (1, 5), (1, 10), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[1.19115942e+01 9.20482188e+00 6.93730852e+00 6.27655654e+00
 4.99672404e+00 4.77679148e+00 4.32118660e+00 3.04729555e+00
 2.00000000e+00 2.00000000e+00 1.21235437e+00 6.21353349e-01
 4.55182740e-01 2.38830733e-01 1.54450931e-15]",32768
"(0, 4, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (0, 4), (1, 2), (1, 5), (1, 10), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[ 1.21692905e+01  8.86089218e+00  6.95054519e+00  6.80235825e+00
  4.98842934e+00  4.76633450e+00  4.25723170e+00  2.88816112e+00
  2.00000000e+00  1.47241123e+00  1.28698318e+00  7.26043049e-01
  5.67198072e-01  2.64121629e-01 -3.51717501e-16]",40960
"(0, 6, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (0, 6), (1, 2), (1, 5), (1, 10), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[1.20693310e+01 9.02620038e+00 6.94950746e+00 6.32929471e+00
 5.00668209e+00 4.74786593e+00 4.18195871e+00 3.21244409e+00
 2.00000000e+00 1.47042184e+00 1.37173592e+00 8.12252430e-01
 5.59496307e-01 2.62809139e-01 1.23583953e-15]",49152
"(0, 14, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (0, 14), (1, 2), (1, 5), (1, 10), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[1.20773453e+01 8.96413887e+00 7.07915948e+00 6.26185024e+00
 5.10837880e+00 4.74186859e+00 4.13726586e+00 2.85479369e+00
 2.35836458e+00 1.56253640e+00 1.31505961e+00 6.90635044e-01
 5.64273919e-01 2.84329644e-01 4.03776747e-18]",49152
"(0, 11, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (0, 11), (1, 2), (1, 5), (1, 10), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[ 1.20230993e+01  8.88892283e+00  7.54267703e+00  6.26055566e+00
  4.98586820e+00  4.73054876e+00  4.45034364e+00  2.85892620e+00
  2.19344677e+00  1.46347210e+00  1.21311630e+00  6.02880314e-01
  5.20594435e-01  2.65548476e-01 -1.46219121e-15]",32768
"(0, 5, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (0, 5), (1, 2), (1, 5), (1, 10), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[ 1.18779234e+01  9.40334924e+00  6.95365860e+00  6.37140835e+00
  5.23606798e+00  4.89916253e+00  4.14800858e+00  2.85513741e+00
  2.00000000e+00  1.46724521e+00  1.32999240e+00  7.63932023e-01
  4.50936835e-01  2.43177412e-01 -5.15959064e-16]",32768
"(0, 8, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (0, 8), (1, 2), (1, 5), (1, 10), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[ 1.20215185e+01  8.91184370e+00  6.91401896e+00  6.25568896e+00
  5.44297002e+00  4.72181509e+00  4.40335565e+00  2.85782264e+00
  2.00000000e+00  1.73863594e+00  1.39050320e+00  6.40673978e-01
  4.81068738e-01  2.20084661e-01 -1.38800748e-16]",32768
"(0, 13, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (0, 13), (1, 2), (1, 5), (1, 10), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[1.21280845e+01 9.08110824e+00 7.06249362e+00 6.25523527e+00
 5.06658251e+00 4.78852043e+00 4.46478111e+00 2.85629664e+00
 2.00000000e+00 1.50198648e+00 1.28290922e+00 6.68484145e-01
 5.61253127e-01 2.82264754e-01 1.93097486e-15]",40960
"(0, 2, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (0, 2), (1, 2), (1, 5), (1, 10), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[ 1.18754754e+01  9.44044759e+00  6.97473243e+00  6.39110263e+00
  4.99537171e+00  4.73094533e+00  4.29474645e+00  3.18059050e+00
  2.00000000e+00  1.50593023e+00  1.21727655e+00  5.89054877e-01
  5.45895926e-01  2.58430353e-01 -8.91022170e-16]",32768
"(1, 3, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (1, 3), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[ 1.18777417e+01  9.40524018e+00  6.94977015e+00  6.33757895e+00
  5.40326149e+00  4.73855347e+00  4.16347239e+00  2.87142190e+00
  2.00000000e+00  1.49379590e+00  1.30998361e+00  7.25930128e-01
  4.87730406e-01  2.35519767e-01 -2.32255486e-16]",32768
"(1, 6, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (1, 6), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[1.20977486e+01 9.01693776e+00 6.90493682e+00 6.27911516e+00
 4.98209089e+00 4.73205081e+00 4.13500280e+00 3.42773947e+00
 2.00000000e+00 1.61763941e+00 1.26794919e+00 7.98450834e-01
 5.05567626e-01 2.34770629e-01 1.33852927e-15]",40960
"(1, 11, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (1, 11), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[1.21720488e+01 8.85583721e+00 7.35071272e+00 6.28620395e+00
 4.99242448e+00 4.75274377e+00 4.30467729e+00 2.89439935e+00
 2.22670648e+00 1.51986424e+00 1.20626655e+00 6.03437882e-01
 4.86617887e-01 3.48059369e-01 1.68029817e-15]",40960
"(1, 14, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (1, 14), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[1.20847592e+01 8.96182324e+00 6.99024683e+00 6.30101709e+00
 5.06201386e+00 4.86452640e+00 4.17907915e+00 2.87718932e+00
 2.28855956e+00 1.46415538e+00 1.32896099e+00 6.54726020e-01
 5.87230855e-01 3.55712136e-01 3.65785348e-16]",57344
"(1, 4, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (1, 4), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[1.20228463e+01 8.89640356e+00 7.07380131e+00 6.89135618e+00
 4.98836131e+00 4.86308127e+00 4.16444610e+00 2.85952246e+00
 2.00000000e+00 1.52582225e+00 1.24357595e+00 7.37154635e-01
 5.00623420e-01 2.33005228e-01 2.88252821e-16]",32768
"(1, 9, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (1, 9), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[ 1.18751102e+01  9.44908439e+00  6.95906580e+00  6.29354922e+00
  5.17973214e+00  4.85687187e+00  4.18283220e+00  2.88223512e+00
  2.22360062e+00  1.54353662e+00  1.20597302e+00  6.07601889e-01
  4.48361582e-01  2.92445282e-01 -6.83418594e-16]",32768
"(1, 12, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (1, 12), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[1.19114270e+01 9.20726236e+00 6.91273518e+00 6.30225882e+00
 4.98545011e+00 4.81670604e+00 4.29760336e+00 2.94016350e+00
 2.35817125e+00 1.70512382e+00 1.24431523e+00 6.18317544e-01
 4.64565731e-01 2.35900020e-01 6.31105420e-16]",32768
"(1, 7, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (1, 7), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[ 1.20213892e+01  8.91461871e+00  6.89910371e+00  6.25990311e+00
  5.39150390e+00  4.96103554e+00  4.16722069e+00  2.93013808e+00
  2.00000000e+00  1.77440088e+00  1.30623590e+00  7.02673006e-01
  4.49878575e-01  2.21898667e-01 -1.81968239e-16]",32768
"(1, 13, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (1, 13), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[ 1.20888353e+01  9.11094189e+00  7.17590465e+00  6.26591736e+00
  5.11962207e+00  4.72203671e+00  4.31594320e+00  2.87776210e+00
  2.00000000e+00  1.49098741e+00  1.26237333e+00  6.31104221e-01
  5.76637284e-01  3.61934459e-01 -2.72243885e-16]",49152
"(1, 8, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (1, 8), (2, 4), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[ 1.21282186e+01  8.89707987e+00  6.89885173e+00  6.28219217e+00
  5.23606798e+00  4.77206394e+00  4.28850240e+00  2.88981936e+00
  2.00000000e+00  1.65333864e+00  1.46334101e+00  7.63932023e-01
  4.94488176e-01  2.32104098e-01 -1.77224170e-16]",40960
"(2, 8, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (2, 4), (2, 8), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[1.15809429e+01 8.87967459e+00 6.96028052e+00 6.51644912e+00
 5.23606798e+00 4.72469067e+00 4.20005650e+00 3.37468456e+00
 2.00000000e+00 1.52406520e+00 1.44387199e+00 7.63932023e-01
 5.52681793e-01 2.42602152e-01 6.75989031e-16]",49152
"(2, 5, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (2, 4), (2, 5), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[ 1.15521228e+01  8.67873500e+00  7.21884092e+00  6.89077585e+00
  5.23606798e+00  4.94935117e+00  4.16265711e+00  3.12673239e+00
  2.00000000e+00  1.49503769e+00  1.23736250e+00  7.63932023e-01
  4.67024846e-01  2.21359769e-01 -9.43232919e-16]",32768
"(2, 13, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (2, 4), (2, 13), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[1.16073365e+01 8.77030353e+00 7.62086732e+00 6.36304185e+00
 5.11426758e+00 4.78597981e+00 4.20410752e+00 3.24348317e+00
 2.00000000e+00 1.46768810e+00 1.22601222e+00 6.44956770e-01
 5.16374191e-01 4.35581464e-01 7.52453845e-16]",57344
"(2, 6, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (2, 4), (2, 6), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[1.15912508e+01 8.76646619e+00 6.90401479e+00 6.29179948e+00
 5.01425186e+00 4.96174254e+00 4.39502310e+00 4.00000000e+00
 2.00000000e+00 1.50691190e+00 1.22650819e+00 6.38355362e-01
 4.77916690e-01 2.25759066e-01 6.62009433e-17]",32768
"(2, 3, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (2, 4), (2, 3), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[1.17260910e+01 8.67859069e+00 6.95586058e+00 6.78718788e+00
 5.41919281e+00 4.72625244e+00 4.27639120e+00 3.17914258e+00
 2.00000000e+00 1.46746713e+00 1.26289800e+00 7.12026956e-01
 5.60724813e-01 2.48173948e-01 1.18963284e-15]",40960
"(2, 14, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (2, 4), (2, 14), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[ 1.15957635e+01  8.82668029e+00  6.96133765e+00  6.59250243e+00
  5.06804720e+00  4.73205081e+00  4.40337357e+00  3.29468693e+00
  2.17388304e+00  1.46573272e+00  1.26794919e+00  6.66252433e-01
  5.30524287e-01  4.21215966e-01 -3.05842591e-16]",65536
"(2, 11, 1)","[(0, 1), (0, 3), (0, 9), (0, 12), (1, 2), (1, 5), (1, 10), (2, 4), (2, 11), (3, 8), (4, 6), (5, 7), (9, 11), (11, 13), (13, 14)]","[ 1.15769595e+01  9.01719013e+00  7.32141476e+00  6.44063509e+00
  4.98528201e+00  4.75388424e+00  4.20520384e+00  3.37663725e+00
  2.14968978e+00  1.49136738e+00  1.20452599e+00  5.99798607e-01
  4.56253481e-01  4.21157912e-01 -9.48760069e-16]",49152
