eigenvalue_1,eigenvalue_2,span_trees
(8.15942132190244+0j),(4.490284096995068+0j),4
(8.162744154084791+0j),(5.15584962159961+0j),4
(8.10812182149606+0j),(4.638391224448585+0j),3
(8.109000225221267+0j),(4.099677729032417+0j),3
(8.11036270656225+0j),(5.085672437799786+0j),3
(8.154786407632212+0j),(4.151141112565977+0j),4
(8.140251770979884+0j),(4.387629006228712+0j),5
(8.109000225221266+0j),(4.099677729032411+0j),3
(8.140225698554953+0j),(4.1700864866260385+0j),5
(8.109000225221266+0j),(4.099677729032426+0j),3
(8.109000225221273+0j),(4.099677729032416+0j),3
(8.140251770979857+0j),(4.387629006228718+0j),5
(8.139633908153327+0j),(4.100163359220363+0j),4
(8.17583638402865+0j),(4.767326305018284+0j),4
(8.109079951972609+0j),(4.106936253641618+0j),6
(8.109082920464255+0j),(4.275592732839423+0j),6
(8.153103996390122+0j),(4.42766899006785+0j),4
(8.108156353427063+0j),(4.139508201229227+0j),5
(8.139633908153316+0j),(4.100163359220371+0j),4
(8.10827638739254+0j),(4.507249017957762+0j),5
(9.061971699519894+0j),(4.100457083523543+0j),3
(8.139633908153316+0j),(4.10016335922037+0j),4
(8.108292482951763+0j),(5.144252272104547+0j),5
(8.109082920464257+0j),(4.27559273283942+0j),6
(8.139633908153318+0j),(4.100163359220366+0j),4
(9.103643572977136+0j),(4.157348782020042+0j),4
(9.10364357297713+0j),(4.157348782020045+0j),4
(9.103135355131661+0j),(4.1054329227914685+0j),4
(9.055512894618873+0j),(4.100670275239238+0j),3
(9.105248600011201+0j),(4.8099489282149035+0j),3
(9.072203369063573+0j),(4.302775637731994+0j),3
(8.145507068063692+0j),(4.36423959592162+0j),4
(8.147883284085196+0j),(5.051303523651696+0j),4
(8.141853639221903+0j),(4.119634394907876+0j),4
(8.10811727616397+0j),(4.098934497563241+0j),3
(8.109131198277527+0j),(4.4667131673425216+0j),3
(8.129766032809277+0j),(4.1013436683597355+0j),5
(8.129781491189501+0j),(4.280609019307636+0j),5
(8.114030173126348+0j),(4.8814395967745785+0j),3
(8.129781491189505+0j),(4.280609019307623+0j),5
(8.10811727616398+0j),(4.098934497563234+0j),3
(8.10811727616398+0j),(4.098934497563232+0j),3
(8.109131198277531+0j),(4.466713167342516+0j),3
(8.14061350910692+0j),(4.142262673060309+0j),3
(8.109131198277527+0j),(4.4667131673425216+0j),3
(8.160474841669025+0j),(4.641299027912259+0j),4
(8.109131198277531+0j),(4.46671316734252+0j),3
(8.15576927109287+0j),(4.4179891504441295+0j),4
(8.140613509106922+0j),(4.142262673060315+0j),3
(8.141040017344048+0j),(4.5004088368511415+0j),5
(8.110166172135209+0j),(5.174806500540973+0j),3
(8.129781491189505+0j),(4.280609019307627+0j),5
(8.108117276163975+0j),(4.0989344975632305+0j),3
(8.129766032809275+0j),(4.101343668359737+0j),5
(8.129781491189505+0j),(4.28060901930763+0j),5
(8.141853639221909+0j),(4.119634394907882+0j),4
(8.114030173126348+0j),(4.881439596774576+0j),3
(8.108117276163973+0j),(4.098934497563238+0j),3
(8.147883284085196+0j),(5.051303523651695+0j),4
(8.145507068063694+0j),(4.364239595921616+0j),4
(8.190596838809151+0j),(5.4086917804237755+0j),4
(8.114030173126359+0j),(4.881439596774579+0j),3
(8.160785755223019+0j),(4.906324300423317+0j),5
(8.160785755223019+0j),(4.906324300423315+0j),5
(8.159994832141713+0j),(4.610131494212186+0j),3
(8.114030173126359+0j),(4.881439596774578+0j),3
(8.145507068063692+0j),(4.364239595921616+0j),4
(8.11008292361213+0j),(4.553330457453546+0j),6
(8.110082923612136+0j),(4.553330457453548+0j),6
(8.145507068063695+0j),(4.364239595921613+0j),4
(8.108117329583736+0j),(5.358924344464383+0j),5
(8.108155631293787+0j),(4.147562461623487+0j),3
(8.129781491189506+0j),(4.2806090193076285+0j),5
(8.147883284085196+0j),(5.051303523651695+0j),4
(8.108117276163973+0j),(4.0989344975632305+0j),3
(8.141853639221903+0j),(4.119634394907877+0j),4
(8.129781491189505+0j),(4.280609019307634+0j),5
(8.129766032809277+0j),(4.101343668359735+0j),5
(8.109510268826767+0j),(4.269011699058258+0j),4
(8.10951140054331+0j),(4.289002161690248+0j),6
(8.141853639221898+0j),(4.119634394907878+0j),4
(8.108161632759188+0j),(5.172473655758894+0j),5
(8.109511400543315+0j),(4.289002161690248+0j),6
(8.110223503943566+0j),(5.130522681633994+0j),6
(8.147883284085196+0j),(5.051303523651696+0j),4
(8.108117277074282+0j),(4.321296871925891+0j),7
(8.108117277074282+0j),(4.321296871925897+0j),7
(8.12976603280928+0j),(4.101343668359744+0j),5
(8.129781491189501+0j),(4.280609019307636+0j),5
(8.129781491189512+0j),(4.2806090193076285+0j),5
(8.108117276163975+0j),(4.098934497563232+0j),3
