added,edges,eigenvalues,span_trees
"(0, 7, 1)","[(0, 1), (0, 2), (0, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (2, 12), (4, 10), (6, 7), (6, 9), (7, 11), (10, 13), (10, 14)]","[8.15942132e+00 4.49028410e+00 4.07085952e+00 3.41421356e+00
 2.26505345e+00 1.67119358e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 7.35913439e-01 5.85786438e-01
 4.45023839e-01 1.62250759e-01 2.86563003e-16]",4
"(0, 10, 1)","[(0, 1), (0, 2), (0, 10), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (2, 12), (4, 10), (6, 7), (6, 9), (7, 11), (10, 13), (10, 14)]","[ 8.16274415e+00+0.0000000e+00j  5.15584962e+00+0.0000000e+00j
  3.83566170e+00+0.0000000e+00j  3.06064754e+00+0.0000000e+00j
  2.19244326e+00+0.0000000e+00j  1.68358737e+00+0.0000000e+00j
  1.00000000e+00+0.0000000e+00j  1.00000000e+00+1.2830067e-16j
  1.00000000e+00+0.0000000e+00j  1.00000000e+00-1.2830067e-16j
  6.75546948e-01+0.0000000e+00j  6.38928957e-01+0.0000000e+00j
  4.07571769e-01+0.0000000e+00j  1.87018678e-01+0.0000000e+00j
 -5.50879220e-16+0.0000000e+00j]",4
"(0, 4, 1)","[(0, 1), (0, 2), (0, 4), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (2, 12), (4, 10), (6, 7), (6, 9), (7, 11), (10, 13), (10, 14)]","[8.10812182e+00 4.63839122e+00 3.85704626e+00 3.51011179e+00
 2.20048498e+00 1.94273497e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.76990220e-01 5.90138390e-01
 3.07938981e-01 1.68041357e-01 1.68283167e-15]",3
"(0, 12, 1)","[(0, 1), (0, 2), (0, 12), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (2, 12), (4, 10), (6, 7), (6, 9), (7, 11), (10, 13), (10, 14)]","[ 8.10900023e+00  4.09967773e+00  3.90125176e+00  3.77778072e+00
  2.19458119e+00  1.71911230e+00  1.50041851e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  6.87412377e-01  5.99978784e-01
  2.58745535e-01  1.52040868e-01 -1.01278778e-15]",3
"(0, 6, 1)","[(0, 1), (0, 2), (0, 6), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (2, 12), (4, 10), (6, 7), (6, 9), (7, 11), (10, 13), (10, 14)]","[ 8.11036271e+00  5.08567244e+00  4.08803116e+00  2.97549084e+00
  2.22185991e+00  1.67095025e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.58239405e-01  5.87937726e-01
  3.43854976e-01  1.57600595e-01 -1.90525331e-16]",3
"(0, 9, 1)","[(0, 1), (0, 2), (0, 9), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (2, 12), (4, 10), (6, 7), (6, 9), (7, 11), (10, 13), (10, 14)]","[ 8.15478641e+00  4.15114111e+00  3.97359977e+00  3.56445173e+00
  2.25470036e+00  1.67934845e+00  1.20578213e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.33566869e-01
  3.24146298e-01  1.58476871e-01 -1.31102375e-15]",4
"(0, 14, 1)","[(0, 1), (0, 2), (0, 14), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (2, 12), (4, 10), (6, 7), (6, 9), (7, 11), (10, 13), (10, 14)]","[8.14025177e+00 4.38762901e+00 3.88408711e+00 3.39292895e+00
 2.18993880e+00 1.80343806e+00 1.36601578e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.73967705e-01 5.56201542e-01
 4.16262195e-01 1.89279086e-01 7.57087341e-17]",5
"(0, 3, 1)","[(0, 1), (0, 2), (0, 3), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (2, 12), (4, 10), (6, 7), (6, 9), (7, 11), (10, 13), (10, 14)]","[ 8.10900023e+00  4.09967773e+00  3.90125176e+00  3.77778072e+00
  2.19458119e+00  1.71911230e+00  1.50041851e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  6.87412377e-01  5.99978784e-01
  2.58745535e-01  1.52040868e-01 -1.62596598e-16]",3
"(0, 11, 1)","[(0, 1), (0, 2), (0, 11), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (2, 12), (4, 10), (6, 7), (6, 9), (7, 11), (10, 13), (10, 14)]","[8.14022570e+00 4.17008649e+00 4.09746859e+00 3.44828912e+00
 2.31110782e+00 1.67432241e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.18805696e-01
 4.76082571e-01 1.63611617e-01 2.24772713e-16]",5
"(0, 5, 1)","[(0, 1), (0, 2), (0, 5), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (2, 12), (4, 10), (6, 7), (6, 9), (7, 11), (10, 13), (10, 14)]","[ 8.10900023e+00  4.09967773e+00  3.90125176e+00  3.77778072e+00
  2.19458119e+00  1.71911230e+00  1.50041851e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  6.87412377e-01  5.99978784e-01
  2.58745535e-01  1.52040868e-01 -9.12194192e-16]",3
"(0, 8, 1)","[(0, 1), (0, 2), (0, 8), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (2, 12), (4, 10), (6, 7), (6, 9), (7, 11), (10, 13), (10, 14)]","[8.10900023e+00 4.09967773e+00 3.90125176e+00 3.77778072e+00
 2.19458119e+00 1.71911230e+00 1.50041851e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.87412377e-01 5.99978784e-01
 2.58745535e-01 1.52040868e-01 4.32241453e-16]",3
"(0, 13, 1)","[(0, 1), (0, 2), (0, 13), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (2, 12), (4, 10), (6, 7), (6, 9), (7, 11), (10, 13), (10, 14)]","[8.14025177e+00 4.38762901e+00 3.88408711e+00 3.39292895e+00
 2.18993880e+00 1.80343806e+00 1.36601578e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.73967705e-01 5.56201542e-01
 4.16262195e-01 1.89279086e-01 1.61512788e-16]",5
