added,edges,eigenv_1,eigenv_2,eigenv_3,eigenv_4,eigenv_5,eigenv_6,eigenv_7,eigenv_8,eigenv_9,eigenv_10,eigenv_11,eigenv_12,eigenv_13,eigenv_14,eigenv_15,span_trees,lower_bound_largest_laplacian_eigenv,lower_bound_second_largest_laplacian_eigenv,lower_bound_second_smallest_laplacian_eigenv,lower_bound_for_second_smallest_laplacian_eigenvalue_diam
base,"[(0, 2), (0, 3), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (2, 7), (2, 14), (3, 4), (3, 8), (3, 13), (3, 14), (4, 5), (5, 6), (5, 8), (5, 9), (5, 12), (5, 13), (6, 9), (8, 12), (9, 11)]",9.595830067507906,7.77579848899139,6.814285246629352,4.929944209090828,4.0962468623237,3.5092510109243182,3.2118566610347377,2.6333984510189503,2.390307652056332,1.9071956608748273,1.6692177536289856,1.5153728767756471,1.1096124323363594,0.8416826268067081,6.44649311488817e-16,218813,6.599805945957956,7.372281323269014,0.08740959706477724,-0.0007003128063868528
"(7, 12, 1)","[(0, 2), (0, 3), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (2, 7), (2, 14), (3, 4), (3, 8), (3, 13), (3, 14), (4, 5), (5, 6), (5, 8), (5, 9), (5, 12), (5, 13), (6, 9), (7, 12), (8, 12), (9, 11)]",9.61682246726933,7.780544204409133,6.8584825242856855,5.09100009458424,4.263295941087305,4.031070313116396,3.211929635916575,2.674298265416569,2.534974859950408,2.378055365295676,1.669326633026917,1.6292088080191705,1.290107727787795,0.9708831598347702,-6.613513291159399e-16,527995,6.599805945957956,7.372281323269014,0.08740959706477724,-0.0006738847207870974
"(7, 11, 1)","[(0, 2), (0, 3), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (2, 7), (2, 14), (3, 4), (3, 8), (3, 13), (3, 14), (4, 5), (5, 6), (5, 8), (5, 9), (5, 12), (5, 13), (6, 9), (7, 11), (8, 12), (9, 11)]",9.597239463222047,7.775799968815472,6.814286201513188,5.138158353591229,4.431387519945933,3.55252642116499,3.3351005714444697,3.14218683568457,2.598697583367769,2.219980675774644,1.7263555148577947,1.5420855872686487,1.2056821600816432,0.9205131432675763,-8.638344292474345e-16,489838,6.599805945957956,7.372281323269014,0.08740959706477724,-0.0006738847207870974
"(7, 14, 1)","[(0, 2), (0, 3), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (2, 7), (2, 14), (3, 4), (3, 8), (3, 13), (3, 14), (4, 5), (5, 6), (5, 8), (5, 9), (5, 12), (5, 13), (6, 9), (7, 14), (8, 12), (9, 11)]",9.624869303798004,7.780616946963228,6.838054348680498,4.962514173894249,4.128143630995906,3.80978748337982,3.481666133113638,3.147427179868195,2.630142400075027,2.381420132248263,1.7246855558344265,1.5163994967841223,1.1325897480092717,0.8416834663553292,-1.4615016043090636e-15,455943,6.599805945957956,7.372281323269014,0.08740959706477724,-0.0006738847207870974
"(7, 13, 1)","[(0, 2), (0, 3), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (2, 7), (2, 14), (3, 4), (3, 8), (3, 13), (3, 14), (4, 5), (5, 6), (5, 8), (5, 9), (5, 12), (5, 13), (6, 9), (7, 13), (8, 12), (9, 11)]",9.639134935655585,7.789612841240687,6.817075369979471,5.196249567399999,4.13229049519979,3.640959731954553,3.239747915705369,3.147336579360579,2.574565601285101,2.341882373547682,1.9052549506508285,1.5255293184029344,1.1463221556533207,0.9040381639641093,4.080048839169974e-16,494024,6.599805945957956,7.372281323269014,0.08740959706477724,-0.0006738847207870974
"(7, 10, 1)","[(0, 2), (0, 3), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (2, 7), (2, 14), (3, 4), (3, 8), (3, 13), (3, 14), (4, 5), (5, 6), (5, 8), (5, 9), (5, 12), (5, 13), (6, 9), (7, 10), (8, 12), (9, 11)]",9.597234748864285,7.7764693856143685,6.822793618682522,5.256031755561403,4.101348565881977,3.6875339174626824,3.5062314311127363,2.826648082896886,2.6289646716393227,2.3840319132499954,1.8198168991270807,1.6409836941580114,1.1102286551334728,0.8416826606153125,-4.2736666491899507e-16,467759,6.599805945957956,7.372281323269014,0.08740959706477724,-0.0006738847207870974
"(10, 13, 1)","[(0, 2), (0, 3), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (2, 7), (2, 14), (3, 4), (3, 8), (3, 13), (3, 14), (4, 5), (5, 6), (5, 8), (5, 9), (5, 12), (5, 13), (6, 9), (8, 12), (9, 11), (10, 13)]",9.655492218943971,7.784169662104719,6.833298703640991,4.932601494406597,4.1682761379712066,3.9701333449247986,3.4477150095702016,2.850793610667267,2.5873397111554444,2.2987132465566886,1.8390741222002895,1.5924125128954658,1.134567599074637,0.9054126258877713,1.1615193061316272e-15,491508,6.609171335944364,7.372281323269014,0.08740959706477724,-0.0006738847207870974
"(10, 14, 1)","[(0, 2), (0, 3), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (2, 7), (2, 14), (3, 4), (3, 8), (3, 13), (3, 14), (4, 5), (5, 6), (5, 8), (5, 9), (5, 12), (5, 13), (6, 9), (8, 12), (9, 11), (10, 14)]",9.639136589603455,7.784931378399089,6.871774143464707,5.089428011617384,4.0986369702210625,3.6360508456011353,3.4166469486000297,2.999999999999998,2.6324774111975677,2.386816567136923,1.8206720513956864,1.6610595661464673,1.1206864303499313,0.8416830862666042,1.130805234084496e-15,479031,6.609171335944364,7.372281323269014,0.08740959706477724,-0.0006738847207870974
"(10, 11, 1)","[(0, 2), (0, 3), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (2, 7), (2, 14), (3, 4), (3, 8), (3, 13), (3, 14), (4, 5), (5, 6), (5, 8), (5, 9), (5, 12), (5, 13), (6, 9), (8, 12), (9, 11), (10, 11)]",9.595830076224244,7.776530206461525,6.822802770408932,5.001317083882939,4.530878446415899,3.7408872514951557,3.4813556623553117,2.8731722197135623,2.5766418146646046,1.980543946761075,1.826501984024244,1.6689187484730634,1.2101591848894369,0.9144606042300202,2.572510096923007e-15,495442,6.587283571049091,7.372281323269014,0.08740959706477724,-0.0006738847207870974
"(10, 12, 1)","[(0, 2), (0, 3), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (2, 7), (2, 14), (3, 4), (3, 8), (3, 13), (3, 14), (4, 5), (5, 6), (5, 8), (5, 9), (5, 12), (5, 13), (6, 9), (8, 12), (9, 11), (10, 12)]",9.628800614260234,7.77758515920667,6.828865479202682,5.006246886065874,4.382977821024674,4.0792448319815255,3.2768813214971204,2.6371292310993173,2.4505279309819183,2.1996625044551643,1.8983433076294358,1.619188006284575,1.2398122433478285,0.9747346629629926,-2.731251470879572e-15,528029,6.609171335944364,7.372281323269014,0.08740959706477724,-0.0006738847207870974
