added,edges,eigenvalues,span_trees
"(0, 7, 1)","[(0, 1), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (1, 12), (5, 8), (5, 9), (5, 13), (5, 14)]","[1.10700216e+01+0.00000000e+00j 5.69191974e+00+0.00000000e+00j
 3.00000000e+00+0.00000000e+00j 1.00000000e+00+0.00000000e+00j
 1.00000000e+00+0.00000000e+00j 1.00000000e+00+0.00000000e+00j
 1.00000000e+00+0.00000000e+00j 1.00000000e+00+0.00000000e+00j
 1.00000000e+00+1.20983749e-16j 1.00000000e+00+0.00000000e+00j
 1.00000000e+00-1.20983749e-16j 1.00000000e+00+0.00000000e+00j
 1.00000000e+00+0.00000000e+00j 2.38058682e-01+0.00000000e+00j
 1.44291307e-16+0.00000000e+00j]",3
"(0, 10, 1)","[(0, 1), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (1, 12), (5, 8), (5, 9), (5, 13), (5, 14)]","[1.10700216e+01 5.69191974e+00 3.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 2.38058682e-01 6.02394800e-16]",3
"(0, 4, 1)","[(0, 1), (0, 4), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (1, 12), (5, 8), (5, 9), (5, 13), (5, 14)]","[ 1.10700216e+01+0.00000000e+00j  5.69191974e+00+0.00000000e+00j
  3.00000000e+00+0.00000000e+00j  1.00000000e+00+0.00000000e+00j
  1.00000000e+00+0.00000000e+00j  1.00000000e+00+4.99600361e-16j
  1.00000000e+00+0.00000000e+00j  1.00000000e+00-4.99600361e-16j
  1.00000000e+00+0.00000000e+00j  1.00000000e+00+0.00000000e+00j
  1.00000000e+00+0.00000000e+00j  1.00000000e+00+0.00000000e+00j
  1.00000000e+00+0.00000000e+00j  2.38058682e-01+0.00000000e+00j
 -1.92524594e-16+0.00000000e+00j]",3
"(0, 12, 1)","[(0, 1), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (1, 12), (5, 8), (5, 9), (5, 13), (5, 14)]","[1.10700216e+01 5.69191974e+00 3.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 2.38058682e-01 1.16838303e-15]",3
"(0, 6, 1)","[(0, 1), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (1, 12), (5, 8), (5, 9), (5, 13), (5, 14)]","[1.10700216e+01+0.00000000e+00j 5.69191974e+00+0.00000000e+00j
 3.00000000e+00+0.00000000e+00j 1.00000000e+00+0.00000000e+00j
 1.00000000e+00+0.00000000e+00j 1.00000000e+00+0.00000000e+00j
 1.00000000e+00+2.48253415e-16j 1.00000000e+00+0.00000000e+00j
 1.00000000e+00-2.48253415e-16j 1.00000000e+00+0.00000000e+00j
 1.00000000e+00+0.00000000e+00j 1.00000000e+00+0.00000000e+00j
 1.00000000e+00+0.00000000e+00j 2.38058682e-01+0.00000000e+00j
 7.79669447e-17+0.00000000e+00j]",3
"(0, 9, 1)","[(0, 1), (0, 9), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (1, 12), (5, 8), (5, 9), (5, 13), (5, 14)]","[ 1.10851811e+01  5.73589417e+00  2.84753569e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  3.31389049e-01 -1.58550803e-16]",4
"(0, 14, 1)","[(0, 1), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (1, 12), (5, 8), (5, 9), (5, 13), (5, 14)]","[ 1.10851811e+01+0.00000000e+00j  5.73589417e+00+0.00000000e+00j
  2.84753569e+00+0.00000000e+00j  1.00000000e+00+0.00000000e+00j
  1.00000000e+00+0.00000000e+00j  1.00000000e+00+0.00000000e+00j
  1.00000000e+00+2.77364136e-16j  1.00000000e+00+0.00000000e+00j
  1.00000000e+00-2.77364136e-16j  1.00000000e+00+0.00000000e+00j
  1.00000000e+00+0.00000000e+00j  1.00000000e+00+0.00000000e+00j
  1.00000000e+00+0.00000000e+00j  3.31389049e-01+0.00000000e+00j
 -3.76069025e-16+0.00000000e+00j]",4
"(0, 3, 1)","[(0, 1), (0, 3), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (1, 12), (5, 8), (5, 9), (5, 13), (5, 14)]","[1.10700216e+01 5.69191974e+00 3.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 2.38058682e-01 8.83363398e-17]",3
"(0, 11, 1)","[(0, 1), (0, 11), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (1, 12), (5, 8), (5, 9), (5, 13), (5, 14)]","[ 1.10700216e+01+0.00000000e+00j  5.69191974e+00+0.00000000e+00j
  3.00000000e+00+0.00000000e+00j  1.00000000e+00+0.00000000e+00j
  1.00000000e+00+0.00000000e+00j  1.00000000e+00+0.00000000e+00j
  1.00000000e+00+0.00000000e+00j  1.00000000e+00+0.00000000e+00j
  1.00000000e+00+0.00000000e+00j  1.00000000e+00+0.00000000e+00j
  1.00000000e+00+4.96506831e-16j  1.00000000e+00-4.96506831e-16j
  1.00000000e+00+0.00000000e+00j  2.38058682e-01+0.00000000e+00j
 -7.32001598e-17+0.00000000e+00j]",3
"(0, 5, 1)","[(0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 11), (1, 12), (5, 8), (5, 9), (5, 13), (5, 14)]","[ 1.10772844e+01  6.77284515e+00  1.82037703e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  3.29493395e-01 -2.51779177e-16]",3
