added,edges,eigenvalues,span_trees
"(0, 7, 1)","[(0, 1), (0, 2), (0, 7), (1, 3), (1, 5), (1, 7), (1, 12), (1, 14), (2, 4), (3, 9), (3, 10), (3, 11), (4, 6), (4, 8), (5, 13)]","[ 7.24058330e+00  4.55987834e+00  4.31566013e+00  3.65196065e+00
  2.50442972e+00  1.77797593e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.37402881e-01
  2.85548801e-01  1.26560249e-01 -6.56915372e-17]",3
"(0, 10, 1)","[(0, 1), (0, 2), (0, 10), (1, 3), (1, 5), (1, 7), (1, 12), (1, 14), (2, 4), (3, 9), (3, 10), (3, 11), (4, 6), (4, 8), (5, 13)]","[7.31535340e+00 4.57680729e+00 4.29140393e+00 3.51977602e+00
 2.48265659e+00 1.76398686e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.63986675e-01
 3.47995921e-01 1.38033308e-01 2.06282608e-16]",4
"(0, 4, 1)","[(0, 1), (0, 2), (0, 4), (1, 3), (1, 5), (1, 7), (1, 12), (1, 14), (2, 4), (3, 9), (3, 10), (3, 11), (4, 6), (4, 8), (5, 13)]","[ 7.28704336e+00  5.05595133e+00  4.53948317e+00  3.42446310e+00
  2.47321442e+00  1.21116680e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.53538614e-01
  2.93920145e-01  1.61219054e-01 -2.95259595e-16]",3
"(0, 12, 1)","[(0, 1), (0, 2), (0, 12), (1, 3), (1, 5), (1, 7), (1, 12), (1, 14), (2, 4), (3, 9), (3, 10), (3, 11), (4, 6), (4, 8), (5, 13)]","[7.24058330e+00 4.55987834e+00 4.31566013e+00 3.65196065e+00
 2.50442972e+00 1.77797593e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.37402881e-01
 2.85548801e-01 1.26560249e-01 8.46280409e-17]",3
"(0, 6, 1)","[(0, 1), (0, 2), (0, 6), (1, 3), (1, 5), (1, 7), (1, 12), (1, 14), (2, 4), (3, 9), (3, 10), (3, 11), (4, 6), (4, 8), (5, 13)]","[7.28657750e+00 4.69844191e+00 4.43106906e+00 3.11452760e+00
 2.46597895e+00 2.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.50767062e-01
 2.93175684e-01 1.59462229e-01 5.26962973e-16]",4
"(0, 9, 1)","[(0, 1), (0, 2), (0, 9), (1, 3), (1, 5), (1, 7), (1, 12), (1, 14), (2, 4), (3, 9), (3, 10), (3, 11), (4, 6), (4, 8), (5, 13)]","[7.31535340e+00 4.57680729e+00 4.29140393e+00 3.51977602e+00
 2.48265659e+00 1.76398686e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.63986675e-01
 3.47995921e-01 1.38033308e-01 2.97517825e-16]",4
"(0, 14, 1)","[(0, 1), (0, 2), (0, 14), (1, 3), (1, 5), (1, 7), (1, 12), (1, 14), (2, 4), (3, 9), (3, 10), (3, 11), (4, 6), (4, 8), (5, 13)]","[7.24058330e+00 4.55987834e+00 4.31566013e+00 3.65196065e+00
 2.50442972e+00 1.77797593e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.37402881e-01
 2.85548801e-01 1.26560249e-01 1.09481054e-15]",3
"(0, 3, 1)","[(0, 1), (0, 2), (0, 3), (1, 3), (1, 5), (1, 7), (1, 12), (1, 14), (2, 4), (3, 9), (3, 10), (3, 11), (4, 6), (4, 8), (5, 13)]","[ 7.28291489e+00  5.79054694e+00  4.18238277e+00  2.97574229e+00
  2.45467670e+00  1.26546213e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.63323006e-01
  3.41458684e-01  1.43492597e-01 -1.45796070e-16]",3
"(0, 11, 1)","[(0, 1), (0, 2), (0, 11), (1, 3), (1, 5), (1, 7), (1, 12), (1, 14), (2, 4), (3, 9), (3, 10), (3, 11), (4, 6), (4, 8), (5, 13)]","[7.31535340e+00 4.57680729e+00 4.29140393e+00 3.51977602e+00
 2.48265659e+00 1.76398686e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.63986675e-01
 3.47995921e-01 1.38033308e-01 3.82181701e-16]",4
"(0, 5, 1)","[(0, 1), (0, 2), (0, 5), (1, 3), (1, 5), (1, 7), (1, 12), (1, 14), (2, 4), (3, 9), (3, 10), (3, 11), (4, 6), (4, 8), (5, 13)]","[7.23883806e+00 4.55436578e+00 4.48952935e+00 3.94996012e+00
 2.46145584e+00 1.23959745e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 6.22857809e-01
 3.14699912e-01 1.28695677e-01 3.08216140e-16]",3
