eigenvalue_1,eigenvalue_2,span_trees
(7.240583297356735+0j),(4.559878337831095+0j),3
(7.315353398414318+0j),(4.576807291291603+0j),4
(7.287043360457896+0j),(5.05595132501713+0j),3
(7.2405832973567295+0j),(4.559878337831092+0j),3
(7.286577501209614+0j),(4.698441914821682+0j),4
(7.315353398414317+0j),(4.576807291291598+0j),4
(7.2405832973567295+0j),(4.559878337831095+0j),3
(7.282914893685963+0j),(5.790546935914633+0j),3
(7.315353398414315+0j),(4.5768072912916065+0j),4
(7.2388380598814175+0j),(4.554365775045042+0j),3
(7.2865775012096154+0j),(4.698441914821684+0j),4
(7.300908562452093+0j),(4.625905675375618+0j),4
(8.180831694398824+0j),(4.611691069964326+0j),5
(8.111943894467831+0j),(4.788480093885985+0j),3
(8.27271915818391+0j),(4.848576946518117+0j),4
(8.111943894467831+0j),(4.788480093885995+0j),3
(8.160946311828141+0j),(4.6324387160046365+0j),3
(8.111943894467828+0j),(4.7884800938859895+0j),3
(8.137151827483656+0j),(4.6002200753873845+0j),3
(8.180831694398822+0j),(4.611691069964324+0j),5
(7.240583297356733+0j),(4.559878337831088+0j),3
(7.3086337949489035+0j),(4.794961469991063+0j),4
(7.238918869760733+0j),(4.686942356888444+0j),5
(7.2405832973567215+0j),(4.559878337831103+0j),3
(7.466084273163728+0j),(5.4963725752445045+0j),4
(7.286577501209617+0j),(4.698441914821691+0j),4
(7.239248618780957+0j),(4.899491454550127+0j),5
(7.286577501209619+0j),(4.698441914821689+0j),4
(7.239248618780966+0j),(4.899491454550122+0j),5
(7.239248618780957+0j),(4.899491454550121+0j),5
(7.286577501209621+0j),(4.698441914821694+0j),4
(7.299437017341605+0j),(5.616631692892559+0j),3
(7.299437017341591+0j),(5.616631692892566+0j),3
(7.442081069428814+0j),(5.838657476677196+0j),5
(7.299437017341601+0j),(5.616631692892556+0j),3
(7.419227931631303+0j),(5.455468090758939+0j),6
(7.44463479506163+0j),(5.389831738507194+0j),4
(7.283561275424159+0j),(5.774863583522443+0j),3
(7.419227931631315+0j),(5.455468090758936+0j),6
(7.2411969567903+0j),(5.169512787629762+0j),6
(7.24517210635009+0j),(5.206325402164345+0j),6
(7.2878388920796695+0j),(5.263030038978071+0j),5
(7.268880334069433+0j),(5.145196870675548+0j),5
(7.268880334069435+0j),(5.145196870675544+0j),5
(7.245172106350083+0j),(5.20632540216436+0j),6
(7.268880334069433+0j),(5.145196870675547+0j),5
(7.245172106350065+0j),(5.20632540216435+0j),6
(7.285529899893083+0j),(4.6142941316561+0j),6
(7.314324706723456+0j),(4.583702571626715+0j),4
(7.2404381948190935+0j),(4.5478417698164835+0j),3
(7.314324706723458+0j),(4.5837025716267075+0j),4
(7.2855298998930795+0j),(4.614294131656103+0j),6
(7.240438194819099+0j),(4.5478417698164835+0j),3
(7.314324706723458+0j),(4.583702571626715+0j),4
(7.240438194819101+0j),(4.547841769816489+0j),3
(7.242522111641053+0j),(4.704943798200783+0j),7
(7.268522368595924+0j),(4.5693449578407535+0j),6
(7.242522111641053+0j),(4.704943798200781+0j),7
(7.238834891419147+0j),(4.541967854926837+0j),3
(7.239867064303274+0j),(4.542121618349691+0j),7
(7.268522368595924+0j),(4.5693449578407535+0j),6
(7.242522111641053+0j),(4.704943798200781+0j),7
(7.268522368595924+0j),(4.56934495784076+0j),6
(7.238834891419147+0j),(4.5419678549268365+0j),3
(7.292049236337281+0j),(4.596425630269554+0j),4
(7.238834891419154+0j),(4.541967854926833+0j),3
(7.280145888588084+0j),(4.5659944693243695+0j),4
(7.268522368595924+0j),(4.5693449578407535+0j),6
(7.292049236337284+0j),(4.596425630269547+0j),4
(7.292049236337281+0j),(4.5964256302695485+0j),4
(7.239867064303274+0j),(4.542121618349694+0j),7
(7.242522111641055+0j),(4.7049437982007865+0j),7
(7.268522368595923+0j),(4.5693449578407614+0j),6
(7.242522111641053+0j),(4.704943798200781+0j),7
(7.268522368595919+0j),(4.569344957840759+0j),6
(7.2425221116410565+0j),(4.704943798200781+0j),7
(7.238834891419149+0j),(4.541967854926828+0j),3
(7.292049236337281+0j),(4.596425630269547+0j),4
(7.292049236337281+0j),(4.596425630269543+0j),4
(7.238834891419163+0j),(4.541967854926847+0j),3
(7.239649824125394+0j),(4.696321503391764+0j),5
(7.239649824125394+0j),(4.696321503391764+0j),5
(7.292049236337284+0j),(4.596425630269556+0j),4
(7.238834891419167+0j),(4.541967854926847+0j),3
(7.292049236337281+0j),(4.596425630269545+0j),4
(7.292049236337284+0j),(4.5964256302695485+0j),4
(7.239649824125397+0j),(4.696321503391762+0j),5
(7.292049236337281+0j),(4.596425630269543+0j),4
(7.238834891419154+0j),(4.541967854926835+0j),3
(7.280145888588086+0j),(4.565994469324378+0j),4
(7.2801458885880805+0j),(4.565994469324383+0j),4
