eigenvalue_1,eigenvalue_2,span_trees
(18.28190036282975+0j),(9.34829091141252+0j),40960
(18.260705736190694+0j),(9.295708562545032+0j),32768
(18.260322336809114+0j),(9.294917963689517+0j),32768
(18.279569496438352+0j),(9.299928666869956+0j),40960
(18.260705736190697+0j),(9.295708562545041+0j),32768
(18.279569496438366+0j),(9.299928666869947+0j),40960
(18.260322336809125+0j),(9.29491796368952+0j),32768
(18.260322336809082+0j),(9.294917963689533+0j),32768
(18.2607057361907+0j),(9.29570856254504+0j),32768
(18.281900362829756+0j),(9.348290911412512+0j),40960
(18.281900362829784+0j),(9.348290911412537+0j),40960
(18.279569496438384+0j),(9.299928666869919+0j),40960
(18.268077146383572+0j),(10.282034099821145+0j),32768
(19.150123256731455+0j),(9.315489413244816+0j),32768
(19.150123256731447+0j),(9.315489413244796+0j),32768
(19.138308165974045+0j),(9.459088730473105+0j),32768
(19.138308165974074+0j),(9.45908873047307+0j),32768
(19.150123256731447+0j),(9.3154894132448+0j),32768
(19.138308165974045+0j),(9.459088730473102+0j),32768
(18.312926747462157+0j),(10.175805523730212+0j),40960
(18.265022375573963+0j),(10.375855031083+0j),32768
(18.268077146383575+0j),(10.282034099821137+0j),32768
(18.2680771463836+0j),(10.282034099821127+0j),32768
(18.26502237557392+0j),(10.375855031082999+0j),32768
(18.268077146383614+0j),(10.282034099821152+0j),32768
(18.312926747462182+0j),(10.175805523730233+0j),40960
(18.312926747462164+0j),(10.175805523730206+0j),40960
(18.265022375573945+0j),(10.375855031082972+0j),32768
(18.281900362829745+0j),(9.348290911412517+0j),40960
(18.260705736190737+0j),(9.295708562545029+0j),32768
(18.279569496438356+0j),(9.299928666869935+0j),40960
(18.279569496438356+0j),(9.29992866686994+0j),40960
(18.260322336809118+0j),(9.294917963689512+0j),32768
(18.260705736190765+0j),(9.29570856254503+0j),32768
(18.260322336809097+0j),(9.294917963689537+0j),32768
(18.260705736190737+0j),(9.295708562545034+0j),32768
(18.279569496438356+0j),(9.29992866686993+0j),40960
(18.281900362829788+0j),(9.348290911412494+0j),40960
(18.28190036282978+0j),(9.348290911412505+0j),40960
(18.28190036282976+0j),(9.34829091141251+0j),40960
(18.27956949643832+0j),(9.299928666869919+0j),40960
(18.26070573619075+0j),(9.295708562545043+0j),32768
(18.28190036282977+0j),(9.348290911412521+0j),40960
(18.28190036282979+0j),(9.348290911412523+0j),40960
(18.27956949643835+0j),(9.29992866686994+0j),40960
(18.27956949643837+0j),(9.29992866686994+0j),40960
(18.260322336809132+0j),(9.294917963689528+0j),32768
(18.260705736190737+0j),(9.295708562545036+0j),32768
(18.260705736190737+0j),(9.295708562545036+0j),32768
(18.260389438273144+0j),(9.387126283803456+0j),49152
(18.260322336809104+0j),(9.294917963689509+0j),32768
(18.288269354795254+0j),(9.340947617575019+0j),40960
(18.281900362829774+0j),(9.348290911412507+0j),40960
(18.260389438273137+0j),(9.387126283803465+0j),49152
(18.288269354795283+0j),(9.340947617575035+0j),40960
(18.26038943827307+0j),(9.387126283803468+0j),49152
(18.288269354795283+0j),(9.340947617575035+0j),40960
(18.26032233680911+0j),(9.294917963689542+0j),32768
(18.288269354795283+0j),(9.340947617575022+0j),40960
(18.260322336809104+0j),(9.294917963689544+0j),32768
(18.28826935479528+0j),(9.340947617575022+0j),40960
(18.285598499555352+0j),(9.3052931563178+0j),40960
(18.260705736190744+0j),(9.295708562545032+0j),32768
(18.260322336809132+0j),(9.29491796368953+0j),32768
(18.28559849955535+0j),(9.30529315631782+0j),40960
(18.260389438273187+0j),(9.387126283803468+0j),49152
(18.288269354795275+0j),(9.340947617575024+0j),40960
(18.281900362829752+0j),(9.348290911412528+0j),40960
(18.260389438273187+0j),(9.387126283803445+0j),49152
(18.26032233680912+0j),(9.294917963689532+0j),32768
(18.288269354795283+0j),(9.340947617575031+0j),40960
(18.26038943827315+0j),(9.387126283803445+0j),49152
(18.260389438273144+0j),(9.387126283803457+0j),49152
(18.288269354795297+0j),(9.34094761757501+0j),40960
(18.26038943827314+0j),(9.387126283803438+0j),49152
(18.26038943827317+0j),(9.387126283803465+0j),49152
(18.28190036282976+0j),(9.348290911412503+0j),40960
(18.288269354795283+0j),(9.340947617575031+0j),40960
(18.285598499555366+0j),(9.30529315631782+0j),40960
(18.279569496438356+0j),(9.299928666869942+0j),40960
(18.260322336809146+0j),(9.294917963689535+0j),49152
(18.285598499555366+0j),(9.305293156317818+0j),40960
(18.260322336809146+0j),(9.294917963689532+0j),49152
(18.260705736190765+0j),(9.295708562545036+0j),32768
(18.260322336809104+0j),(9.294917963689514+0j),32768
(18.28559849955534+0j),(9.305293156317815+0j),40960
(18.260705736190737+0j),(9.295708562545036+0j),32768
(18.285598499555363+0j),(9.305293156317829+0j),40960
(18.279569496438363+0j),(9.299928666869922+0j),40960
(18.260322336809146+0j),(9.29491796368953+0j),49152
(18.279569496438327+0j),(9.299928666869942+0j),40960
