eigenvalue_1,eigenvalue_2,diff,span_trees
(10.326880001167266+0j),(9.026268427809207+0j),(1.3006115733580597+0j),302488
(10.200095662710218+0j),(9.123135512691011+0j),(1.0769601500192074+0j),307980
(10.16107830156489+0j),(9.153318625031693+0j),(1.0077596765331975+0j),323100
(10.160983790570242+0j),(9.294256347171881+0j),(0.8667274433983607+0j),245176
(10.229913535610324+0j),(9.03283426332859+0j),(1.1970792722817336+0j),324964
(10.257488975928124+0j),(9.034943290826616+0j),(1.2225456851015082+0j),313440
(9.5379496991849+0j),(8.856689848522207+0j),(0.681259850662693+0j),334476
(9.57147148665574+0j),(8.774187382099525+0j),(0.7972841045562156+0j),315820
(9.592568020996145+0j),(8.774503770712448+0j),(0.8180642502836974+0j),374332
(9.549843643883154+0j),(8.796173291419692+0j),(0.7536703524634625+0j),369184
(9.546344843390242+0j),(8.787265057060049+0j),(0.7590797863301937+0j),383776
(9.597821001585299+0j),(8.774176399967757+0j),(0.8236446016175414+0j),390232
(9.584951861652177+0j),(8.775299813467917+0j),(0.80965204818426+0j),402024
(9.55762226750871+0j),(8.792648891583863+0j),(0.764973375924848+0j),349780
(9.53741236746191+0j),(8.774550963156324+0j),(0.7628614043055855+0j),377736
(9.555286485148985+0j),(8.790448392891538+0j),(0.7648380922574471+0j),405060
(9.546344843390273+0j),(8.787265057060052+0j),(0.7590797863302203+0j),383776
(10.27808361252499+0j),(8.949864281340117+0j),(1.3282193311848722+0j),316960
(10.291138097078656+0j),(8.934246240506702+0j),(1.3568918565719539+0j),321444
(10.21555309045697+0j),(9.03193002132719+0j),(1.18362306912978+0j),281448
(10.20453890991383+0j),(9.015647924778747+0j),(1.1888909851350835+0j),306748
(10.189913815274892+0j),(9.045055917095892+0j),(1.1448578981789996+0j),298476
(10.249081186462377+0j),(8.963140258205865+0j),(1.2859409282565117+0j),286648
(9.560496704744693+0j),(8.944720783434013+0j),(0.6157759213106804+0j),304024
(9.535307419237304+0j),(8.868854785116815+0j),(0.666452634120489+0j),329628
(9.58700496156956+0j),(8.846879472903776+0j),(0.7401254886657842+0j),322060
(9.539419531701457+0j),(8.800361700393683+0j),(0.7390578313077736+0j),316060
(9.616464294109381+0j),(8.910332723400387+0j),(0.7061315707089939+0j),267256
(9.547414044842752+0j),(8.941265461958045+0j),(0.6061485828847069+0j),326688
(9.54758864484141+0j),(8.794827275872535+0j),(0.7527613689688746+0j),288448
(9.53941953170145+0j),(8.800361700393694+0j),(0.7390578313077558+0j),316060
(9.535307417669042+0j),(8.774167206029771+0j),(0.7611402116392707+0j),352176
(9.536642170703402+0j),(8.833513171844926+0j),(0.7031289988584764+0j),391540
(9.538856734183838+0j),(8.792451579670805+0j),(0.7464051545130328+0j),369448
(9.537066829573712+0j),(8.774563393903529+0j),(0.7625034356701832+0j),328500
(9.54149925620406+0j),(8.83557960162896+0j),(0.7059196545751014+0j),370908
(9.549843643883177+0j),(8.796173291419715+0j),(0.7536703524634625+0j),369184
(9.557196750429+0j),(8.78637659285247+0j),(0.7708201575765301+0j),366280
(9.535549503833643+0j),(8.843851130208115+0j),(0.6916983736255276+0j),399544
(9.553688747931051+0j),(8.79246837518276+0j),(0.7612203727482907+0j),347932
(9.630725066417645+0j),(8.792093218736817+0j),(0.8386318476808281+0j),315180
(9.535347239954758+0j),(8.84466098360515+0j),(0.6906862563496077+0j),347080
(9.537066829573698+0j),(8.774563393903525+0j),(0.7625034356701725+0j),328500
(9.544538578891036+0j),(8.800306141886162+0j),(0.7442324370048734+0j),316720
(9.536098424166859+0j),(8.858832817559893+0j),(0.6772656066069658+0j),364636
(9.547038875611703+0j),(8.791719367320628+0j),(0.7553195082910751+0j),326644
(9.541877202413101+0j),(8.804336929361229+0j),(0.7375402730518719+0j),344596
(9.545786953892+0j),(8.798172154733335+0j),(0.747614799158665+0j),327700
(9.536587601783957+0j),(8.847365109805859+0j),(0.6892224919780983+0j),328704
(9.630725066417648+0j),(8.792093218736822+0j),(0.8386318476808263+0j),315180
(9.64033808700578+0j),(8.80551434669536+0j),(0.8348237403104211+0j),328852
(9.73454440224215+0j),(8.774742320210024+0j),(0.9598020820321267+0j),288328
(9.720265789078539+0j),(8.775906291218922+0j),(0.944359497859617+0j),329452
(9.53746118024314+0j),(8.78361232838456+0j),(0.7538488518585797+0j),376492
(9.539041370740875+0j),(8.78798182998826+0j),(0.7510595407526157+0j),346408
(9.536913276214687+0j),(8.77416754086278+0j),(0.7627457353519063+0j),372352
(9.541499256204053+0j),(8.835579601628975+0j),(0.7059196545750783+0j),370908
(9.553832127160426+0j),(8.786101263419065+0j),(0.7677308637413613+0j),356428
(9.540894073402246+0j),(8.791994630933265+0j),(0.7488994424689803+0j),361180
(9.536642170703399+0j),(8.83351317184492+0j),(0.7031289988584781+0j),391540
(9.538856734183835+0j),(8.792451579670816+0j),(0.7464051545130186+0j),369448
(9.549843643883161+0j),(8.796173291419699+0j),(0.7536703524634625+0j),369184
(9.557196750429005+0j),(8.786376592852456+0j),(0.7708201575765496+0j),366280
(9.535549503833655+0j),(8.843851130208105+0j),(0.6916983736255506+0j),399544
(9.553688747931062+0j),(8.792468375182784+0j),(0.7612203727482783+0j),347932
(9.535545773638061+0j),(8.774684193386241+0j),(0.7608615802518202+0j),345804
(9.553408985503243+0j),(8.797474162686994+0j),(0.7559348228162488+0j),397680
(9.536097438218235+0j),(8.775646107037831+0j),(0.7604513311804038+0j),374968
(9.57722848928699+0j),(8.77464300019101+0j),(0.8025854890959803+0j),363880
(9.54806778934835+0j),(8.791109733400535+0j),(0.7569580559478144+0j),373588
(9.54425815754713+0j),(8.785912664298667+0j),(0.7583454932484628+0j),378516
(9.540952545169105+0j),(8.791733482640815+0j),(0.7492190625282902+0j),399088
(9.57343589363017+0j),(8.774167729581865+0j),(0.7992681640483053+0j),358828
(9.567292893639822+0j),(8.774402320281549+0j),(0.7928905733582727+0j),392040
(9.54973934137749+0j),(8.791817956056734+0j),(0.7579213853207563+0j),362340
