eigenvalue_1,eigenvalue_2,diff,span_trees
9.597821001585299,8.774176399967757,0.8236446016175414,390232
9.584951861652177,8.775299813467917,0.80965204818426,402024
9.555286485148985,8.790448392891538,0.7648380922574471,405060
9.536642170703402,8.833513171844926,0.7031289988584764,391540
9.535549503833643,8.843851130208115,0.6916983736255276,399544
9.536642170703399,8.83351317184492,0.7031289988584781,391540
9.535549503833655,8.843851130208105,0.6916983736255506,399544
9.553408985503243,8.797474162686994,0.7559348228162488,397680
9.540952545169105,8.791733482640815,0.7492190625282902,399088
9.567292893639822,8.774402320281549,0.7928905733582727,392040
9.542597972252779,8.783144908962724,0.7594530632900547,393300
9.535728947964603,8.774671149107316,0.7610577988572871,405580
