basic_graph_collector,basic_span_collector,correct_span_collector,correct_edge_collector,algorithm_span_collector,algorithm_edge_collector,algorithm_time,improved_algorithm_span_collector,improved_algorithm_edge_collector,improved_algorithm_time,algorithm_1_span_collector,algorithm_1_edge_collector,algorithm_1_time
"[(0, 2), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (0, 12), (0, 13), (0, 14), (1, 2), (1, 11), (1, 7), (2, 3), (2, 4), (2, 9), (2, 13), (2, 14), (3, 4), (3, 5), (3, 6), (3, 10), (4, 8), (5, 7), (5, 9), (5, 11), (8, 11), (8, 12), (9, 10), (10, 14)]",124912,1862496,"[((1, 6, 1), (1, 11, 1), (10, 12, 1))]",1770483,"[(1, 11), (10, 14), (1, 7)]",0.022662639617919922,1862496,"[(1, 11), (10, 12), (1, 6)]",0.41710710525512695,1445837,"{(4, 7), (1, 11), (11, 13)}",0.31132936477661133
"[(0, 2), (0, 7), (0, 9), (0, 11), (0, 12), (1, 2), (1, 3), (1, 4), (1, 7), (1, 10), (2, 3), (2, 5), (3, 4), (3, 5), (3, 6), (4, 6), (5, 14), (5, 11), (6, 8), (7, 8), (7, 12), (7, 13), (8, 9), (8, 10), (8, 14), (9, 11), (10, 13), (11, 13), (12, 14)]",371748,4545678,"[((4, 11, 1), (5, 13, 1), (12, 14, 1))]",4389299,"[(12, 14), (11, 13), (5, 11)]",0.02579474449157715,4139371,"[(11, 14), (12, 13), (4, 11)]",0.29557037353515625,3576879,"{(9, 13), (11, 14), (11, 13)}",0.316317081451416
"[(0, 2), (0, 3), (0, 13), (0, 14), (1, 2), (1, 14), (1, 13), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 12), (3, 4), (3, 5), (3, 6), (3, 7), (3, 11), (3, 12), (4, 8), (5, 10), (5, 14), (7, 9), (7, 11), (7, 13), (8, 11)]",85152,1217340,"[((1, 11, 1), (1, 14, 1), (8, 13, 1))]",1173276,"[(1, 14), (1, 13), (8, 11)]",0.020524024963378906,1217340,"[(1, 14), (8, 13), (1, 11)]",0.418013334274292,955808,"{(1, 14), (11, 14), (11, 13)}",0.3118717670440674
"[(0, 2), (0, 11), (1, 2), (1, 3), (1, 4), (1, 8), (2, 3), (2, 4), (2, 6), (2, 9), (3, 5), (3, 6), (3, 7), (3, 11), (3, 12), (3, 14), (4, 5), (4, 7), (4, 10), (4, 11), (4, 13), (4, 14), (6, 9), (6, 12), (7, 8), (7, 10), (8, 13), (9, 14), (12, 13)]",122136,1955928,"[((0, 12, 1), (0, 13, 1), (9, 10, 1))]",1805274,"[(0, 11), (12, 13), (9, 14)]",0.029684066772460938,1852748,"[(0, 13), (10, 12), (0, 5)]",0.4421050548553467,1484284,"{(9, 13), (0, 13), (11, 13)}",0.3147008419036865
"[(0, 2), (0, 3), (0, 10), (1, 2), (1, 7), (1, 9), (1, 10), (1, 12), (1, 14), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (2, 9), (2, 13), (2, 14), (3, 4), (3, 11), (4, 5), (4, 6), (4, 7), (4, 10), (5, 12), (7, 8), (7, 11), (9, 13), (11, 12), (13, 14)]",177620,2050074,"[((0, 10, 1), (8, 12, 1), (11, 13, 1))]",1943040,"[(0, 10), (11, 12), (13, 14)]",0.03307676315307617,2049892,"[(11, 13), (0, 12), (8, 10)]",0.2851898670196533,1560143,"{(6, 7), (11, 14), (11, 13)}",0.32759642601013184
