eigenvalue_1,eigenvalue_2,diff,span_trees
10.344862012302727,9.120441676109339,1.224420336193388,298732
10.345997809339964,9.106002842093144,1.2399949672468207,307776
10.32127665242395,9.126982860304592,1.1942937921193586,311704
10.344220592990258,9.125094483918257,1.2191261090720005,292536
10.33187263784338,9.098682694584967,1.233189943258413,309744
10.343385815845394,9.097376893506706,1.2460089223386888,300154
10.312474944513236,9.098464806179921,1.2140101383333146,317074
10.343385815845416,9.097376893506702,1.2460089223387136,300154
10.332852971345023,9.09766721554068,1.235185755804343,323764
10.345278833745933,9.108909546521083,1.23636928722485,305932
10.312848046349036,9.114743202310603,1.1981048440384328,327660
10.312474944513214,9.098464806179889,1.2140101383333253,317074
