eigenvalue_1,eigenvalue_2,span_trees
(7.450265775305515+0j),(5.473299024046587+0j),4
(7.473753487438209+0j),(5.457647545430367+0j),4
(7.473753487438209+0j),(5.45764754543037+0j),4
(7.4171768161504446+0j),(5.446635135812473+0j),3
(7.417176816150452+0j),(5.446635135812475+0j),3
(7.435944433767608+0j),(5.4858809476080355+0j),5
(7.438989264697142+0j),(5.459785639749733+0j),5
(7.473753487438209+0j),(5.45764754543037+0j),4
(7.41717681615045+0j),(5.446635135812474+0j),3
(7.4258664475216545+0j),(5.496218692788159+0j),6
(7.428091597941571+0j),(5.537243429310009+0j),4
(7.473753487438213+0j),(5.457647545430374+0j),4
(7.473753487438207+0j),(5.457647545430363+0j),4
(7.41717681615045+0j),(5.446635135812477+0j),3
(7.42059702836522+0j),(5.520773423834221+0j),5
(7.450265775305506+0j),(5.47329902404659+0j),4
(7.450265775305514+0j),(5.47329902404659+0j),4
(7.419282959319186+0j),(5.447838097436314+0j),6
(7.4205970283652185+0j),(5.520773423834227+0j),5
(7.418393237991241+0j),(5.449489742783175+0j),6
(7.42059702836522+0j),(5.520773423834221+0j),5
(7.473753487438209+0j),(5.457647545430367+0j),4
(7.438989264697149+0j),(5.459785639749728+0j),5
(7.473753487438218+0j),(5.457647545430367+0j),4
(7.435944433767599+0j),(5.485880947608031+0j),5
(7.417176816150446+0j),(5.446635135812469+0j),3
(7.425866447521649+0j),(5.496218692788157+0j),6
(7.428091597941576+0j),(5.537243429310007+0j),4
(7.473753487438211+0j),(5.45764754543037+0j),4
(7.41717681615045+0j),(5.446635135812474+0j),3
(7.473753487438209+0j),(5.457647545430363+0j),4
(7.435944433767601+0j),(5.485880947608039+0j),5
(7.438989264697154+0j),(5.4597856397497235+0j),5
(7.4172987876644445+0j),(5.454393320722999+0j),7
(7.428091597941576+0j),(5.537243429310011+0j),4
(7.425866447521649+0j),(5.496218692788157+0j),6
