eigenvalue_1,eigenvalue_2,span_trees
(19.0715200639537+0j),(8.955012616384101+0j),32768
(19.060970151748123+0j),(8.195265131420717+0j),32768
(19.05594109938331+0j),(8.193866820512094+0j),32768
(19.09523287699475+0j),(8.248382024960698+0j),40960
(19.09523287699475+0j),(8.248382024960693+0j),40960
(19.05594109938331+0j),(8.19386682051208+0j),32768
(18.158261197333964+0j),(8.193851355879257+0j),32768
(18.158261197333957+0j),(8.193851355879259+0j),32768
(18.177718007886128+0j),(8.336250542809825+0j),49152
(18.177718007886114+0j),(8.336250542809822+0j),49152
(18.157860543824498+0j),(8.472979027206685+0j),32768
(18.185120144624378+0j),(8.199877049217605+0j),40960
(18.158261197333957+0j),(8.19385135587924+0j),32768
(18.158261197333957+0j),(8.193851355879257+0j),32768
(18.158652187623794+0j),(8.47463225669873+0j),32768
(18.187138411044707+0j),(9.071050103599816+0j),40960
(18.185120144624378+0j),(8.199877049217614+0j),40960
(18.158261197333957+0j),(8.193851355879257+0j),32768
(18.157859541329884+0j),(8.193638255817106+0j),32768
(18.160180763786705+0j),(8.319791590012+0j),32768
(18.178701816993048+0j),(8.197180278974887+0j),40960
(18.157859541329884+0j),(8.193638255817104+0j),32768
(18.1578595413299+0j),(8.193638255817095+0j),32768
(18.172323211557774+0j),(8.30783317073987+0j),49152
(18.172323211557803+0j),(8.307833170739876+0j),49152
(18.177728612786318+0j),(8.194430563209654+0j),40960
(18.178701816993048+0j),(8.197180278974884+0j),40960
(18.15830231965292+0j),(8.41951276519941+0j),32768
(18.18037253322006+0j),(9.01235678602722+0j),40960
(18.15785954132989+0j),(8.193638255817106+0j),32768
(18.1578595413299+0j),(8.19363825581712+0j),32768
(18.18037253322005+0j),(9.012356786027205+0j),40960
(18.15830231965292+0j),(8.419512765199414+0j),32768
(18.178701816993048+0j),(8.197180278974876+0j),40960
(18.177728612786318+0j),(8.19443056320965+0j),40960
(18.172323211557796+0j),(8.30783317073989+0j),49152
(18.172323211557803+0j),(8.307833170739862+0j),49152
(18.157859541329884+0j),(8.1936382558171+0j),32768
(18.178701816993048+0j),(8.19718027897489+0j),40960
(18.160180763786755+0j),(8.319791590011995+0j),32768
(18.157859541329884+0j),(8.193638255817106+0j),32768
(18.177728612786318+0j),(8.19443056320965+0j),40960
(18.15787125178803+0j),(8.194704305191859+0j),49152
(18.15791016614517+0j),(9.077082995553416+0j),49152
(18.19422229334802+0j),(8.289682360994707+0j),40960
(18.177728612786318+0j),(8.194430563209643+0j),40960
(18.157871251788038+0j),(8.194704305191843+0j),49152
(18.184335517353233+0j),(8.396609456867074+0j),40960
(18.158293120706475+0j),(8.29511055263012+0j),57344
(18.158293120706475+0j),(8.295110552630112+0j),57344
(18.177728612786318+0j),(8.194430563209654+0j),40960
(18.160180763786755+0j),(8.31979159001199+0j),32768
(18.18670647177703+0j),(8.59750637855631+0j),49152
(18.18670647177703+0j),(8.59750637855631+0j),49152
(18.15859684400717+0j),(8.83774762722309+0j),32768
(18.160180763786755+0j),(8.319791590011995+0j),32768
(18.198096555875317+0j),(9.284620329689412+0j),40960
(18.160180763786755+0j),(8.319791590011997+0j),32768
(18.15830231965292+0j),(8.41951276519942+0j),32768
(18.157859541329884+0j),(8.193638255817111+0j),32768
(18.180372533220037+0j),(9.012356786027212+0j),40960
(18.15785954132989+0j),(8.193638255817111+0j),32768
(18.178701816993048+0j),(8.197180278974884+0j),40960
(18.172323211557796+0j),(8.30783317073988+0j),49152
(18.172323211557803+0j),(8.30783317073988+0j),49152
(18.178701816993048+0j),(8.19718027897489+0j),40960
(18.178701816993048+0j),(8.19718027897488+0j),40960
(18.172323211557796+0j),(8.307833170739872+0j),49152
(18.172323211557796+0j),(8.307833170739883+0j),49152
(18.178701816993048+0j),(8.197180278974884+0j),40960
(18.15785954132989+0j),(8.19363825581711+0j),32768
(18.180372533220037+0j),(9.012356786027201+0j),40960
(18.15830231965292+0j),(8.419512765199428+0j),32768
(18.178701816993048+0j),(8.197180278974884+0j),40960
(18.18037253322005+0j),(9.01235678602721+0j),40960
(18.178701816993048+0j),(8.197180278974876+0j),40960
(18.15830231965294+0j),(8.419512765199416+0j),32768
(18.172323211557796+0j),(8.307833170739876+0j),49152
(18.172323211557796+0j),(8.307833170739865+0j),49152
(18.177937800441775+0j),(8.211943852932+0j),32768
(18.177937800441775+0j),(8.211943852932022+0j),32768
(18.18546137549025+0j),(8.384215956843995+0j),40960
(18.18546137549025+0j),(8.384215956843997+0j),40960
(18.15787282170389+0j),(9.112899619093536+0j),49152
(18.15787282170389+0j),(9.112899619093522+0j),49152
(18.157859541329884+0j),(8.1936382558171+0j),32768
(18.158447443910013+0j),(8.286709191397115+0j),57344
(18.158447443910006+0j),(8.28670919139713+0j),57344
(18.15844744391+0j),(8.286709191397136+0j),57344
(18.157859541329884+0j),(8.1936382558171+0j),32768
(18.15844744391+0j),(8.286709191397133+0j),57344
