added,edges,eigenvalues,span_trees
"(0, 10, 1)","[(0, 1), (0, 2), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (1, 4), (5, 12), (5, 13), (9, 10), (10, 11), (10, 14)]","[1.90715201e+01 8.95501262e+00 7.27221568e+00 5.09330249e+00
 3.38728868e+00 2.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.03466664e+00
 6.65350315e-01 5.20643517e-01 3.23124898e-16]",32768
"(0, 4, 1)","[(0, 1), (0, 2), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 4), (1, 4), (5, 12), (5, 13), (9, 10), (10, 11), (10, 14)]","[1.90609702e+01 8.19526513e+00 7.25573607e+00 5.51051916e+00
 3.38614446e+00 2.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.56570594e+00
 6.89069736e-01 3.36589340e-01 3.32039217e-16]",32768
"(0, 12, 1)","[(0, 1), (0, 2), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 12), (1, 4), (5, 12), (5, 13), (9, 10), (10, 11), (10, 14)]","[1.90559411e+01 8.19386682e+00 7.46565118e+00 5.09566379e+00
 3.38481730e+00 2.57313233e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.10623878e+00
 7.81083454e-01 3.43605243e-01 1.35765787e-15]",32768
"(0, 14, 1)","[(0, 1), (0, 2), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 14), (1, 4), (5, 12), (5, 13), (9, 10), (10, 11), (10, 14)]","[ 1.90952329e+01  8.24838202e+00  7.25413461e+00  5.08314678e+00
  3.58113463e+00  2.49820910e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.03846767e+00
  6.70947718e-01  5.30344594e-01 -1.12934359e-15]",40960
"(0, 11, 1)","[(0, 1), (0, 2), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 11), (1, 4), (5, 12), (5, 13), (9, 10), (10, 11), (10, 14)]","[ 1.90952329e+01  8.24838202e+00  7.25413461e+00  5.08314678e+00
  3.58113463e+00  2.49820910e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.03846767e+00
  6.70947718e-01  5.30344594e-01 -1.03453216e-16]",40960
"(0, 13, 1)","[(0, 1), (0, 2), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 13), (1, 4), (5, 12), (5, 13), (9, 10), (10, 11), (10, 14)]","[ 1.90559411e+01  8.19386682e+00  7.46565118e+00  5.09566379e+00
  3.38481730e+00  2.57313233e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.10623878e+00
  7.81083454e-01  3.43605243e-01 -1.50000542e-15]",32768
"(1, 3, 1)","[(0, 1), (0, 2), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (1, 4), (1, 3), (5, 12), (5, 13), (9, 10), (10, 11), (10, 14)]","[ 1.81582612e+01  8.19385136e+00  7.25298858e+00  6.14623083e+00
  3.39632448e+00  2.71050345e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.15810323e+00
  6.49082190e-01  3.34654685e-01 -1.50638302e-15]",32768
"(1, 6, 1)","[(0, 1), (0, 2), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (1, 4), (1, 6), (5, 12), (5, 13), (9, 10), (10, 11), (10, 14)]","[ 1.81582612e+01  8.19385136e+00  7.25298858e+00  6.14623083e+00
  3.39632448e+00  2.71050345e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.15810323e+00
  6.49082190e-01  3.34654685e-01 -4.84573453e-16]",32768
"(1, 11, 1)","[(0, 1), (0, 2), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (1, 4), (1, 11), (5, 12), (5, 13), (9, 10), (10, 11), (10, 14)]","[1.81777180e+01 8.33625054e+00 7.27674944e+00 5.89866034e+00
 3.49729114e+00 2.47216952e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.05131519e+00
 8.06843351e-01 4.83002460e-01 4.10984827e-16]",49152
"(1, 14, 1)","[(0, 1), (0, 2), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (1, 4), (1, 14), (5, 12), (5, 13), (9, 10), (10, 11), (10, 14)]","[ 1.81777180e+01  8.33625054e+00  7.27674944e+00  5.89866034e+00
  3.49729114e+00  2.47216952e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.05131519e+00
  8.06843351e-01  4.83002460e-01 -2.40134839e-15]",49152
