added,edges,eigenvalues,span_trees
"(6, 9, 1)","[(0, 1), (0, 2), (0, 4), (0, 7), (1, 12), (2, 3), (2, 6), (2, 8), (3, 10), (4, 5), (5, 9), (5, 11), (6, 9), (12, 13), (12, 14)]","[ 5.79708210e+00  4.42316174e+00  4.22751698e+00  3.88395140e+00
  2.69193456e+00  2.20785553e+00  1.69675018e+00  1.41611248e+00
  1.00000000e+00  1.00000000e+00  6.79332892e-01  5.53574706e-01
  2.81150497e-01  1.41576949e-01 -2.73410348e-16]",6
"(6, 7, 1)","[(0, 1), (0, 2), (0, 4), (0, 7), (1, 12), (2, 3), (2, 6), (2, 8), (3, 10), (4, 5), (5, 9), (5, 11), (6, 7), (12, 13), (12, 14)]","[5.87579600e+00 4.41794228e+00 4.11490754e+00 3.75849194e+00
 2.77953611e+00 2.30058846e+00 1.74589831e+00 1.33616206e+00
 1.00000000e+00 1.00000000e+00 8.66148701e-01 4.98709303e-01
 1.66625152e-01 1.39194147e-01 7.76782174e-16]",4
"(6, 10, 1)","[(0, 1), (0, 2), (0, 4), (0, 7), (1, 12), (2, 3), (2, 6), (2, 8), (3, 10), (4, 5), (5, 9), (5, 11), (6, 10), (12, 13), (12, 14)]","[ 5.80771422e+00  4.52751887e+00  4.11490754e+00  3.81202218e+00
  2.85286157e+00  2.00000000e+00  1.74589831e+00  1.42223789e+00
  1.00000000e+00  1.00000000e+00  8.51178533e-01  5.76017015e-01
  1.50449730e-01  1.39194147e-01 -1.09261587e-15]",4
"(6, 8, 1)","[(0, 1), (0, 2), (0, 4), (0, 7), (1, 12), (2, 3), (2, 6), (2, 8), (3, 10), (4, 5), (5, 9), (5, 11), (6, 8), (12, 13), (12, 14)]","[5.75795186e+00 4.41181632e+00 4.11490754e+00 3.74500030e+00
 3.00000000e+00 2.37687260e+00 1.74589831e+00 1.42379648e+00
 1.00000000e+00 1.00000000e+00 6.42937573e-01 4.95326375e-01
 1.46298499e-01 1.39194147e-01 7.17352198e-16]",3
"(6, 13, 1)","[(0, 1), (0, 2), (0, 4), (0, 7), (1, 12), (2, 3), (2, 6), (2, 8), (3, 10), (4, 5), (5, 9), (5, 11), (6, 13), (12, 13), (12, 14)]","[5.79708210e+00 4.42316174e+00 4.22751698e+00 3.88395140e+00
 2.69193456e+00 2.20785553e+00 1.69675018e+00 1.41611248e+00
 1.00000000e+00 1.00000000e+00 6.79332892e-01 5.53574706e-01
 2.81150497e-01 1.41576949e-01 6.19264981e-16]",6
"(6, 14, 1)","[(0, 1), (0, 2), (0, 4), (0, 7), (1, 12), (2, 3), (2, 6), (2, 8), (3, 10), (4, 5), (5, 9), (5, 11), (6, 14), (12, 13), (12, 14)]","[ 5.79708210e+00  4.42316174e+00  4.22751698e+00  3.88395140e+00
  2.69193456e+00  2.20785553e+00  1.69675018e+00  1.41611248e+00
  1.00000000e+00  1.00000000e+00  6.79332892e-01  5.53574706e-01
  2.81150497e-01  1.41576949e-01 -1.54211510e-16]",6
"(6, 11, 1)","[(0, 1), (0, 2), (0, 4), (0, 7), (1, 12), (2, 3), (2, 6), (2, 8), (3, 10), (4, 5), (5, 9), (5, 11), (6, 11), (12, 13), (12, 14)]","[5.79708210e+00 4.42316174e+00 4.22751698e+00 3.88395140e+00
 2.69193456e+00 2.20785553e+00 1.69675018e+00 1.41611248e+00
 1.00000000e+00 1.00000000e+00 6.79332892e-01 5.53574706e-01
 2.81150497e-01 1.41576949e-01 6.52401239e-16]",6
"(7, 11, 1)","[(0, 1), (0, 2), (0, 4), (0, 7), (1, 12), (2, 3), (2, 6), (2, 8), (3, 10), (4, 5), (5, 9), (5, 11), (7, 11), (12, 13), (12, 14)]","[ 5.78407570e+00  4.41182028e+00  4.25952190e+00  3.93797463e+00
  2.48455881e+00  2.33455725e+00  1.70033982e+00  1.36274067e+00
  1.00000000e+00  1.00000000e+00  8.37272864e-01  5.44533272e-01
  1.98690001e-01  1.43914819e-01 -2.14743907e-17]",5
"(7, 14, 1)","[(0, 1), (0, 2), (0, 4), (0, 7), (1, 12), (2, 3), (2, 6), (2, 8), (3, 10), (4, 5), (5, 9), (5, 11), (7, 14), (12, 13), (12, 14)]","[ 5.78407570e+00  4.41182028e+00  4.25952190e+00  3.93797463e+00
  2.48455881e+00  2.33455725e+00  1.70033982e+00  1.36274067e+00
  1.00000000e+00  1.00000000e+00  8.37272864e-01  5.44533272e-01
  1.98690001e-01  1.43914819e-01 -8.76982408e-16]",5
"(7, 13, 1)","[(0, 1), (0, 2), (0, 4), (0, 7), (1, 12), (2, 3), (2, 6), (2, 8), (3, 10), (4, 5), (5, 9), (5, 11), (7, 13), (12, 13), (12, 14)]","[ 5.78407570e+00  4.41182028e+00  4.25952190e+00  3.93797463e+00
  2.48455881e+00  2.33455725e+00  1.70033982e+00  1.36274067e+00
  1.00000000e+00  1.00000000e+00  8.37272864e-01  5.44533272e-01
  1.98690001e-01  1.43914819e-01 -5.22848880e-16]",5
