eigenvalue_1,eigenvalue_2,diff,span_trees
(10.398221365961128+0j),(8.84613050295844+0j),(1.5520908630026877+0j),267808
(10.386270570356226+0j),(8.844713726157815+0j),(1.5415568441984107+0j),289480
(10.396494588581916+0j),(8.86208485343525+0j),(1.5344097351466655+0j),262048
(10.397632875914871+0j),(8.854544700282094+0j),(1.5430881756327768+0j),314736
(10.390570712508117+0j),(8.88128381331628+0j),(1.509286899191837+0j),271600
(10.388281208555885+0j),(8.8651644856282+0j),(1.5231167229276839+0j),287560
(10.419731386060754+0j),(8.848982492594034+0j),(1.5707488934667193+0j),304792
(10.405919181457843+0j),(8.845883062682379+0j),(1.5600361187754643+0j),309216
(10.631595789589431+0j),(9.56327202613692+0j),(1.0683237634525113+0j),254368
(10.386293585544587+0j),(8.84443910960374+0j),(1.5418544759408466+0j),290920
(10.459132053298918+0j),(8.876783609362816+0j),(1.5823484439361017+0j),272320
(10.38828120855588+0j),(8.865164485628219+0j),(1.5231167229276608+0j),287560
(10.419399339973387+0j),(8.850708146642907+0j),(1.56869119333048+0j),303144
(10.386525592900426+0j),(8.846595041989715+0j),(1.5399305509107108+0j),209032
(10.38910960480637+0j),(8.8806196453883+0j),(1.5084899594180694+0j),219304
(10.392113438172709+0j),(8.869027847061554+0j),(1.5230855911111547+0j),218464
(10.40082614309929+0j),(8.859986458355024+0j),(1.540839684744265+0j),219000
(10.38800908229042+0j),(8.933045978282918+0j),(1.4549631040075024+0j),230896
(10.420004973810627+0j),(8.90984230479488+0j),(1.510162669015747+0j),188928
(10.428475233987198+0j),(8.844942928884183+0j),(1.5835323051030148+0j),183520
(10.389188679695696+0j),(8.875541026906006+0j),(1.5136476527896896+0j),208392
(10.400458303528039+0j),(8.856837217461548+0j),(1.5436210860664907+0j),207880
(10.386525592900433+0j),(8.846595041989698+0j),(1.5399305509107357+0j),209032
(11.148192425876834+0j),(9.194548009472678+0j),(1.9536444164041562+0j),160336
(11.165783652034936+0j),(9.076133046084609+0j),(2.089650605950327+0j),191160
(11.215520951887157+0j),(9.040225569564564+0j),(2.1752953823225933+0j),197232
(11.241728367800498+0j),(8.96103210090467+0j),(2.280696266895827+0j),202752
(11.163149298165393+0j),(9.069371841545601+0j),(2.093777456619792+0j),192808
(10.557750475486472+0j),(9.694016938481173+0j),(0.8637335370052988+0j),161136
(10.652999592878988+0j),(9.581754056856232+0j),(1.0712455360227562+0j),195768
(10.736351739787361+0j),(9.419243941008794+0j),(1.3171077987785669+0j),201472
(10.553666531393777+0j),(9.609034572024852+0j),(0.944631959368925+0j),156208
(10.652165615303637+0j),(9.571319040245644+0j),(1.0808465750579934+0j),196792
(10.40955795817699+0j),(8.928201611573652+0j),(1.481356346603338+0j),201528
(10.386222623848537+0j),(8.856057692131158+0j),(1.5301649317173798+0j),175408
(10.432123472958121+0j),(8.844811304725411+0j),(1.5873121682327103+0j),214048
(10.473555568235415+0j),(8.884714001484465+0j),(1.5888415667509506+0j),209512
(10.448524330652736+0j),(8.873156903484135+0j),(1.575367427168601+0j),205648
(10.399649189447334+0j),(8.864577663012216+0j),(1.535071526435118+0j),207768
(10.409557958176983+0j),(8.928201611573652+0j),(1.4813563466033308+0j),201528
(10.39255338185195+0j),(8.854479830155212+0j),(1.5380735516967388+0j),202840
(10.43635997864033+0j),(8.84516185784083+0j),(1.5911981207994987+0j),204792
(10.453250412553842+0j),(8.875444870000713+0j),(1.5778055425531292+0j),203832
(10.392403986525432+0j),(8.857418450426595+0j),(1.5349855360988371+0j),198568
(10.436359978640333+0j),(8.84516185784084+0j),(1.5911981207994934+0j),204792
(10.453605331877212+0j),(8.871035484522446+0j),(1.5825698473547654+0j),208312
(10.405378922915649+0j),(8.85024956354338+0j),(1.555129359372268+0j),234928
(10.411915645650382+0j),(8.88518207671167+0j),(1.5267335689387114+0j),206872
(10.387373232055205+0j),(8.861149925768451+0j),(1.526223306286754+0j),235024
(10.38613887354338+0j),(8.844409492099583+0j),(1.5417293814437976+0j),223968
(10.405107275227202+0j),(8.848566359372658+0j),(1.5565409158545442+0j),233488
(10.39525973508899+0j),(8.855945044768795+0j),(1.5393146903201949+0j),236056
(10.387306501317221+0j),(8.864383002244184+0j),(1.5229234990730376+0j),236256
(10.390001982224707+0j),(8.905375302328876+0j),(1.4846266798958307+0j),250504
(10.452318528258985+0j),(8.851094024090429+0j),(1.601224504168556+0j),205072
(10.47715282379593+0j),(8.860371908364579+0j),(1.6167809154313506+0j),213208
(10.411915645650396+0j),(8.885182076711697+0j),(1.526733568938699+0j),206872
(10.401368756991323+0j),(8.848283497818462+0j),(1.5530852591728603+0j),212088
(10.405107275227202+0j),(8.848566359372661+0j),(1.5565409158545407+0j),233488
(10.387373232055221+0j),(8.861149925768443+0j),(1.526223306286779+0j),235024
(10.390001982224705+0j),(8.905375302328883+0j),(1.4846266798958219+0j),250504
(10.40537892291568+0j),(8.850249563543391+0j),(1.5551293593722892+0j),234928
(10.39525973508899+0j),(8.855945044768767+0j),(1.5393146903202233+0j),236056
(10.38730650131719+0j),(8.86438300224422+0j),(1.52292349907297+0j),236256
(10.415791307886495+0j),(8.848389535701745+0j),(1.5674017721847502+0j),231568
(10.388048179749466+0j),(8.84535959502151+0j),(1.5426885847279568+0j),235288
(10.392217553841316+0j),(8.873524378083665+0j),(1.518693175757651+0j),234088
(10.4163312323807+0j),(8.847074669728526+0j),(1.569256562652173+0j),247632
(10.38613981991635+0j),(8.844558649788585+0j),(1.541581170127765+0j),239824
(10.415791307886485+0j),(8.84838953570177+0j),(1.5674017721847147+0j),231568
(10.403219664178545+0j),(8.844874351324016+0j),(1.558345312854529+0j),247912
(10.38613981991634+0j),(8.844558649788594+0j),(1.5415811701277455+0j),239824
(10.395522171342485+0j),(8.858912689052326+0j),(1.5366094822901584+0j),254872
(10.402967724216547+0j),(8.845548544871937+0j),(1.5574191793446097+0j),246184
(10.415689574804508+0j),(8.850128987781058+0j),(1.56556058702345+0j),247216
(10.395259735089006+0j),(8.85594504476878+0j),(1.539314690320225+0j),236056
(10.387306501317182+0j),(8.864383002244224+0j),(1.5229234990729577+0j),236256
(10.392118108908965+0j),(8.878263901776611+0j),(1.5138542071323542+0j),252696
(10.387964843128461+0j),(8.846262057279313+0j),(1.5417027858491483+0j),236808
