added,edges,eigenvalues,span_trees
"(0, 10, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 7), (0, 9), (0, 12), (0, 10), (1, 5), (1, 8), (1, 13), (3, 6), (3, 10), (5, 11), (7, 14)]","[ 1.72293709e+01  9.47453005e+00  7.42538447e+00  5.05587734e+00
  4.75739183e+00  2.56914228e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  1.22625786e+00  1.08681038e+00
  7.81402965e-01  3.93831932e-01 -4.37557447e-16]",32768
"(0, 6, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 7), (0, 9), (0, 12), (0, 6), (1, 5), (1, 8), (1, 13), (3, 6), (3, 10), (5, 11), (7, 14)]","[1.72293709e+01 9.47453005e+00 7.42538447e+00 5.05587734e+00
 4.75739183e+00 2.56914228e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 1.22625786e+00 1.08681038e+00
 7.81402965e-01 3.93831932e-01 7.65747851e-16]",32768
"(0, 14, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 7), (0, 9), (0, 12), (0, 14), (1, 5), (1, 8), (1, 13), (3, 6), (3, 10), (5, 11), (7, 14)]","[ 1.72366638e+01  9.48057308e+00  7.18516078e+00  5.49272957e+00
  4.76471549e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  1.59604375e+00  1.14080646e+00
  7.24264879e-01  3.79042181e-01 -1.27366212e-15]",32768
"(0, 11, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 7), (0, 9), (0, 12), (0, 11), (1, 5), (1, 8), (1, 13), (3, 6), (3, 10), (5, 11), (7, 14)]","[ 1.72812451e+01  9.46076851e+00  7.19181446e+00  5.13625186e+00
  5.02737503e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  1.57253784e+00  1.12291012e+00
  6.81980689e-01  5.25116344e-01 -2.34211088e-15]",40960
"(0, 5, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 7), (0, 9), (0, 12), (0, 5), (1, 5), (1, 8), (1, 13), (3, 6), (3, 10), (5, 11), (7, 14)]","[ 1.72195004e+01  9.74217369e+00  7.22504482e+00  5.33406949e+00
  4.94653146e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  1.20552842e+00  1.12774931e+00
  6.79431160e-01  5.19971244e-01 -4.25645784e-16]",32768
"(0, 8, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 7), (0, 9), (0, 12), (0, 8), (1, 5), (1, 8), (1, 13), (3, 6), (3, 10), (5, 11), (7, 14)]","[ 1.72178807e+01  9.62367356e+00  7.20779489e+00  5.04273479e+00
  4.82096134e+00  2.60451090e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  1.36309555e+00  1.02053505e+00
  6.48522497e-01  4.50290707e-01 -7.47911608e-16]",32768
"(0, 13, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 7), (0, 9), (0, 12), (0, 13), (1, 5), (1, 8), (1, 13), (3, 6), (3, 10), (5, 11), (7, 14)]","[ 1.72178807e+01  9.62367356e+00  7.20779489e+00  5.04273479e+00
  4.82096134e+00  2.60451090e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  1.36309555e+00  1.02053505e+00
  6.48522497e-01  4.50290707e-01 -2.82219130e-15]",32768
"(1, 3, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 7), (0, 9), (0, 12), (1, 5), (1, 8), (1, 13), (1, 3), (3, 6), (3, 10), (5, 11), (7, 14)]","[1.63876845e+01 1.06953780e+01 7.57506872e+00 5.03494639e+00
 4.78698749e+00 2.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 1.21649618e+00 1.05985856e+00
 7.41532654e-01 5.02047517e-01 9.48935067e-16]",32768
"(1, 6, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 7), (0, 9), (0, 12), (1, 5), (1, 8), (1, 13), (1, 6), (3, 6), (3, 10), (5, 11), (7, 14)]","[1.64705711e+01 1.02186794e+01 7.31972045e+00 5.02821158e+00
 4.83492342e+00 2.56432866e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 1.19500089e+00 1.09665870e+00
 7.87335017e-01 4.84570733e-01 6.19887194e-16]",40960
"(1, 11, 1)","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 7), (0, 9), (0, 12), (1, 5), (1, 8), (1, 13), (1, 11), (3, 6), (3, 10), (5, 11), (7, 14)]","[1.64513384e+01 1.01401592e+01 7.17345542e+00 5.42546866e+00
 5.01019691e+00 2.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 1.67376861e+00 1.07189250e+00
 6.46803211e-01 4.06917090e-01 1.39757523e-17]",32768
