eigenvalue_1,eigenvalue_2,diff,span_trees
8.475785333436404,8.327583258225129,0.14820207521127493,266554
8.444480437719614,8.295487189785877,0.14899324793373658,322912
8.556075739047571,8.146814681268912,0.40926105777865907,434568
8.490792306069645,8.318504412221351,0.1722878938482939,281761
8.542144067240697,8.225110224371123,0.3170338428695736,328990
8.616822631875399,8.141547654097604,0.47527497777779537,334094
8.775124999753265,8.214268417262103,0.5608565824911622,282622
8.559132547901122,8.145849547258344,0.4132830006427781,333673
9.19799866240904,7.801633603045217,1.3963650593638226,426093
8.381171627437771,7.811014272578837,0.5701573548589343,471063
8.36323282135244,7.868303018476012,0.4949298028764284,487537
8.334577704161823,7.7982266254484225,0.5363510787134009,526688
8.42241670080668,7.841256071394534,0.5811606294121461,424160
8.332433997995938,7.90188979777481,0.43054420022112794,477336
8.365377573852705,7.79982930054703,0.5655482733056747,526206
8.381511398166676,7.853286903437128,0.5282244947295478,470571
8.330690175903914,7.794947420687702,0.5357427552162122,464332
8.329619796108034,7.841333608033252,0.48828618807478197,525987
8.329042266359295,7.795222244396898,0.5338200219623968,472787
8.331262608797434,7.854920309430973,0.4763422993664612,457980
8.740034900637777,8.089734891351709,0.6503000092860685,278834
8.518510732859232,8.257374771693232,0.2611359611659996,291917
8.67765800741187,8.197323255726639,0.48033475168523054,347542
8.493287071346277,8.171566318057824,0.32172075328845295,308391
8.560589701804759,8.252532993409016,0.3080567083957426,347060
8.74297924292259,8.058100894788161,0.6848783481344292,298190
8.633134380966878,8.107775675017562,0.5253587059493157,346841
8.476684859137594,8.220620442620737,0.25606441651685685,291425
9.240584640679605,7.795137722951671,1.445446917727934,327192
9.23784768001673,7.802494289755944,1.4353533902607856,278483
9.30243270453034,7.796212636367829,1.5062200681625102,336875
9.231855693275328,7.805776288702753,1.426079404572575,326728
9.1661161413955,7.799121871729812,1.366994269665688,319459
9.244420118154162,7.795157559202154,1.4492625589520083,277207
8.416530414882258,7.824890928698075,0.5916394861841834,320613
8.43436950850171,7.9908665123657405,0.4435029961359698,350229
8.333831289726804,8.057842896750325,0.2759883929764797,290765
8.337577914000834,7.923103996483736,0.41447391751709795,348336
8.532657286463957,8.03113276002204,0.5015245264419175,293834
8.385281910619423,7.8930721954860905,0.492209715133332,339402
8.350337746242225,8.09063415150343,0.2597035947387951,312131
8.331392952628393,7.799090045132116,0.5323029074962768,380233
8.329000012197561,7.837439116676644,0.49156089552091675,345978
8.382466411401563,7.85387697494473,0.5285894364568327,383367
8.342990154610542,7.794989726962941,0.5480004276476009,416578
8.329112527232756,7.891299495465895,0.4378130317668605,369118
8.401470875522126,7.803037579683522,0.5984332958386034,353121
8.384035610274317,7.79594794711934,0.588087663154977,420804
8.333693550661083,7.830186419558899,0.5035071311021841,421641
8.405266693747146,7.840534434681872,0.5647322590652744,364201
8.329027350689092,7.814334669244752,0.5146926814443402,316058
8.371173331273049,7.801979302772277,0.5691940285007719,350426
8.413209389704415,7.8016987956628805,0.6115105940415342,310345
8.381987424891658,7.824294748447014,0.5576926764446446,365782
8.352535578171116,7.798644772705403,0.5538908054657128,353713
8.331920521364996,7.822538098333285,0.5093824230317106,328556
8.32991365096223,7.796906925056081,0.533006725906148,365167
8.329674027827956,7.8278355063450755,0.5018385214828802,360531
8.331171739481503,7.7947794038196605,0.5363923356618425,320528
8.351908153397446,7.830815453652833,0.5210926997446128,352733
8.38070153361172,7.871975333332196,0.5087262002795248,349038
8.3684917214394,7.794953126961914,0.5735385944774851,356842
8.414977056363293,7.797184370947361,0.6177926854159317,310057
8.334560462126092,7.793902386410789,0.540658075715303,362005
8.395931704306374,7.81491490505286,0.581016799253514,376708
8.329127461235837,7.813745683074024,0.5153817781618129,301318
8.391328554389261,7.800487182419961,0.5908413719693,337427
8.389492813587673,7.7946792742224495,0.594813539365223,328063
8.402825055142364,7.8487104063461555,0.5541146487962081,372664
8.333852672002385,7.9333381230096585,0.4005145489927262,364405
8.3293534502131,7.861302850965461,0.4680505992476389,419074
8.331685134458905,7.818070666135274,0.513614468323631,384161
8.352656814852558,7.79772633063364,0.554930484218918,369672
8.35870538157159,7.812924349752107,0.5457810318194838,417823
8.340363882842015,7.844277813495785,0.49608606934622923,391775
8.363311721148822,7.892341332874274,0.47097038827454796,387560
8.343340443483244,7.794075478035626,0.5492649654476187,433716
8.364937427134247,7.807376823632025,0.557560603502222,426535
8.333807638390395,7.804830967243503,0.528976671146892,388053
