eigenvalue_1,eigenvalue_2,span_trees
(14.383117493029284+0j),(9.690194151023862+0j),32768
(14.43156946556982+0j),(9.690648807636022+0j),40960
(14.377928932288377+0j),(9.583143654896817+0j),32768
(14.431569465569833+0j),(9.690648807636018+0j),40960
(14.386325045910779+0j),(9.90507817065595+0j),40960
(14.431569465569833+0j),(9.69064880763602+0j),40960
(14.383117493029285+0j),(9.690194151023842+0j),32768
(15.153974944076603+0j),(9.990965887429072+0j),32768
(14.431569465569826+0j),(9.690648807636025+0j),40960
(14.378162008868864+0j),(9.621014442393612+0j),32768
(14.43156946556982+0j),(9.690648807636025+0j),40960
(14.383277018677251+0j),(9.735506762332951+0j),49152
(15.307793998918354+0j),(9.576578726025236+0j),40960
(14.377951588254486+0j),(9.667600452915138+0j),49152
(14.397733082411062+0j),(9.821748624727103+0j),49152
(14.387427840031805+0j),(10.116643236049013+0j),40960
(14.397733082411062+0j),(9.821748624727105+0j),49152
(14.397733082411062+0j),(9.821748624727094+0j),49152
(14.515266296742436+0j),(10.07402444239622+0j),32768
(14.384548748148106+0j),(9.952167993777735+0j),40960
(14.397733082411062+0j),(9.821748624727102+0j),49152
(14.378428089011196+0j),(9.779562135561331+0j),57344
(14.397733082411062+0j),(9.821748624727102+0j),49152
(14.42750047588532+0j),(10.360661493958737+0j),32768
(14.525187224970317+0j),(10.258650424231998+0j),40960
(14.513569739404199+0j),(10.09692843114886+0j),32768
(14.52599942465946+0j),(10.303581868180592+0j),40960
(14.427500475885314+0j),(10.360661493958753+0j),32768
(14.427500475885312+0j),(10.360661493958737+0j),32768
(14.427500475885306+0j),(10.36066149395875+0j),32768
(14.427500475885331+0j),(10.360661493958753+0j),32768
(14.525999424659428+0j),(10.303581868180595+0j),40960
(15.236962486588014+0j),(9.705015695144828+0j),49152
(15.15407988557481+0j),(9.934319930852286+0j),32768
(15.23696248658801+0j),(9.70501569514482+0j),49152
(15.27570053373056+0j),(9.606365501644525+0j),40960
(15.237190896586597+0j),(9.676616784488226+0j),49152
(15.15634211144133+0j),(9.80394104537801+0j),32768
(14.43108405670572+0j),(9.649192666456795+0j),40960
(14.383096283372373+0j),(9.679470155195043+0j),32768
(14.431084056705693+0j),(9.649192666456823+0j),40960
(14.378134958450126+0j),(9.595088871697063+0j),32768
(14.383033343324126+0j),(9.658886785203082+0j),49152
(14.431084056705705+0j),(9.64919266645679+0j),40960
(14.431084056705691+0j),(9.649192666456806+0j),40960
(14.383033343324126+0j),(9.658886785203096+0j),49152
(14.431084056705693+0j),(9.649192666456827+0j),40960
(14.381177003713912+0j),(9.611749039259225+0j),49152
(14.423627245988635+0j),(9.59416924302812+0j),40960
(14.423627245988634+0j),(9.59416924302813+0j),40960
(14.381095289805021+0j),(9.595830327568892+0j),49152
(14.423627245988634+0j),(9.594169243028128+0j),40960
(14.383552453964633+0j),(9.717691412105205+0j),40960
(14.423627245988628+0j),(9.594169243028128+0j),40960
(14.423627245988634+0j),(9.594169243028128+0j),40960
(14.381095289805051+0j),(9.595830327568903+0j),49152
(14.39823469678751+0j),(9.633586831621425+0j),49152
(14.378251532329216+0j),(9.635476765922373+0j),57344
(14.398234696787505+0j),(9.633586831621425+0j),49152
(14.398234696787508+0j),(9.633586831621416+0j),49152
(14.378251532329209+0j),(9.635476765922396+0j),57344
(14.398234696787505+0j),(9.633586831621425+0j),49152
(14.39823469678751+0j),(9.633586831621427+0j),49152
(14.403008637987437+0j),(9.576573070279293+0j),57344
(14.403008637987437+0j),(9.576573070279276+0j),57344
(14.377928101447834+0j),(9.576572689221292+0j),32768
(14.377928661779588+0j),(9.579428350294803+0j),65536
(14.403008637987437+0j),(9.576573070279299+0j),57344
(14.40300863798743+0j),(9.576573070279293+0j),57344
(14.403008637987448+0j),(9.576573070279272+0j),57344
(14.402751991596498+0j),(9.579191318141737+0j),57344
(14.377928101447843+0j),(9.576572689221312+0j),32768
(14.377928101447818+0j),(9.576572689221283+0j),32768
(14.377928101447816+0j),(9.576572689221281+0j),32768
(14.403008637987442+0j),(9.576573070279274+0j),57344
(14.377928101447827+0j),(9.576572689221283+0j),32768
(14.377928101447822+0j),(9.57657268922128+0j),32768
(14.40300863798744+0j),(9.576573070279297+0j),57344
(14.377928101447814+0j),(9.576572689221281+0j),32768
(14.377928101447834+0j),(9.576572689221283+0j),32768
(14.4027519915965+0j),(9.57919131814174+0j),57344
(14.402751991596471+0j),(9.57919131814175+0j),57344
(14.403008637987442+0j),(9.576573070279274+0j),57344
(14.377928101447829+0j),(9.576572689221283+0j),32768
(14.377928101447838+0j),(9.576572689221287+0j),32768
(14.403008637987433+0j),(9.576573070279295+0j),57344
(14.402751991596475+0j),(9.579191318141731+0j),57344
(14.37792810144782+0j),(9.576572689221294+0j),32768
(14.403008637987433+0j),(9.576573070279277+0j),57344
(14.402751991596471+0j),(9.57919131814175+0j),57344
(14.377928661779581+0j),(9.579428350294787+0j),65536
