added,edges,eigenvalues,span_trees
"(0, 7, 1)","[(0, 1), (0, 2), (0, 7), (1, 7), (1, 14), (2, 3), (2, 4), (2, 5), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (4, 6), (6, 13)]","[ 1.43831175e+01  9.69019415e+00  7.96404931e+00  6.22667914e+00
  4.69348659e+00  2.86571086e+00  2.22614342e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.26202774e+00
  3.74555732e-01  3.14035566e-01 -2.48102309e-16]",32768
"(0, 10, 1)","[(0, 1), (0, 2), (0, 10), (1, 7), (1, 14), (2, 3), (2, 4), (2, 5), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (4, 6), (6, 13)]","[1.44315695e+01 9.69064881e+00 8.06326057e+00 6.17076609e+00
 4.32390498e+00 2.88658039e+00 2.41811905e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.24615266e+00
 4.17871704e-01 3.51126281e-01 1.17766015e-15]",40960
"(0, 4, 1)","[(0, 1), (0, 2), (0, 4), (1, 7), (1, 14), (2, 3), (2, 4), (2, 5), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (4, 6), (6, 13)]","[1.43779289e+01 9.58314365e+00 8.33557659e+00 6.58212154e+00
 4.38467733e+00 2.76361896e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.21031499e+00
 4.64121134e-01 2.98496871e-01 9.78288415e-16]",32768
"(0, 12, 1)","[(0, 1), (0, 2), (0, 12), (1, 7), (1, 14), (2, 3), (2, 4), (2, 5), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (4, 6), (6, 13)]","[1.44315695e+01 9.69064881e+00 8.06326057e+00 6.17076609e+00
 4.32390498e+00 2.88658039e+00 2.41811905e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.24615266e+00
 4.17871704e-01 3.51126281e-01 9.73943993e-16]",40960
"(0, 6, 1)","[(0, 1), (0, 2), (0, 6), (1, 7), (1, 14), (2, 3), (2, 4), (2, 5), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (4, 6), (6, 13)]","[1.43863250e+01 9.90507817e+00 7.98171127e+00 6.66939902e+00
 4.12083931e+00 2.76918009e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.28505184e+00
 5.89731147e-01 2.92684109e-01 4.45353982e-16]",40960
"(0, 9, 1)","[(0, 1), (0, 2), (0, 9), (1, 7), (1, 14), (2, 3), (2, 4), (2, 5), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (4, 6), (6, 13)]","[1.44315695e+01 9.69064881e+00 8.06326057e+00 6.17076609e+00
 4.32390498e+00 2.88658039e+00 2.41811905e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.24615266e+00
 4.17871704e-01 3.51126281e-01 2.28737544e-15]",40960
"(0, 14, 1)","[(0, 1), (0, 2), (0, 14), (1, 7), (1, 14), (2, 3), (2, 4), (2, 5), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (4, 6), (6, 13)]","[1.43831175e+01 9.69019415e+00 7.96404931e+00 6.22667914e+00
 4.69348659e+00 2.86571086e+00 2.22614342e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.26202774e+00
 3.74555732e-01 3.14035566e-01 6.63697518e-16]",32768
"(0, 3, 1)","[(0, 1), (0, 2), (0, 3), (1, 7), (1, 14), (2, 3), (2, 4), (2, 5), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (4, 6), (6, 13)]","[1.51539749e+01 9.99096589e+00 7.98591491e+00 6.18499368e+00
 3.83370778e+00 2.81846635e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.24808709e+00
 4.28205050e-01 3.55684302e-01 1.83408572e-15]",32768
"(0, 11, 1)","[(0, 1), (0, 2), (0, 11), (1, 7), (1, 14), (2, 3), (2, 4), (2, 5), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (4, 6), (6, 13)]","[1.44315695e+01 9.69064881e+00 8.06326057e+00 6.17076609e+00
 4.32390498e+00 2.88658039e+00 2.41811905e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.24615266e+00
 4.17871704e-01 3.51126281e-01 9.70723753e-16]",40960
"(0, 5, 1)","[(0, 1), (0, 2), (0, 5), (1, 7), (1, 14), (2, 3), (2, 4), (2, 5), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (4, 6), (6, 13)]","[ 1.43781620e+01  9.62101444e+00  8.13961754e+00  6.15543917e+00
  4.62154437e+00  2.99717592e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.41027512e+00
  3.70879998e-01  3.05891435e-01 -1.07274910e-15]",32768
