eigenvalue_1,eigenvalue_2,span_trees
(7.4884340112094545+0j),(5.676285327569062+0j),4
(7.3915852886772+0j),(5.5629639638862+0j),3
(7.449976456718428+0j),(5.567842093384711+0j),4
(7.408432979500629+0j),(5.616248938145394+0j),5
(7.449976456718435+0j),(5.567842093384706+0j),4
(7.4096145799789905+0j),(5.619782803118163+0j),5
(7.408432979500621+0j),(5.616248938145397+0j),5
(7.391585288677225+0j),(5.56296396388621+0j),3
(7.4156596024340615+0j),(5.576490406215214+0j),6
(7.391585288677206+0j),(5.562963963886205+0j),3
(7.463840006749944+0j),(5.587977944259495+0j),4
(7.391585288677219+0j),(5.562963963886207+0j),3
(7.658466618143583+0j),(6.314031182883004+0j),3
(8.146128398954449+0j),(5.903070081373953+0j),3
(8.237528647486336+0j),(5.762768610370808+0j),5
(8.260304571470794+0j),(5.698493450587903+0j),4
(8.146128398954447+0j),(5.90307008137395+0j),3
(8.288131777930598+0j),(5.713599106475481+0j),4
(8.26030457147079+0j),(5.698493450587901+0j),4
(8.176581624505168+0j),(6.14061564642862+0j),3
(8.157511619622257+0j),(5.9869890335168385+0j),3
(7.658466618143592+0j),(6.314031182883007+0j),3
(7.65846661814359+0j),(6.314031182883013+0j),3
(7.6584666181435885+0j),(6.314031182883017+0j),3
(7.770311330918337+0j),(6.054092938660266+0j),3
(7.810269747254823+0j),(6.126549997251717+0j),4
(7.77031133091834+0j),(6.054092938660269+0j),3
(7.790897029294341+0j),(6.094562503948008+0j),3
(7.658466618143592+0j),(6.314031182883013+0j),3
(7.4884340112094625+0j),(5.67628532756907+0j),4
(7.391585288677213+0j),(5.562963963886186+0j),3
(7.4096145799789905+0j),(5.619782803118169+0j),5
(7.40843297950063+0j),(5.6162489381454+0j),5
(7.449976456718457+0j),(5.567842093384713+0j),4
(7.415659602434082+0j),(5.576490406215208+0j),6
(7.4084329795006285+0j),(5.6162489381453975+0j),5
(7.449976456718461+0j),(5.56784209338471+0j),4
(7.391585288677211+0j),(5.562963963886193+0j),3
(7.391585288677216+0j),(5.562963963886189+0j),3
(7.463840006749962+0j),(5.587977944259484+0j),4
(7.392057734429852+0j),(5.570997461680306+0j),3
(7.449976456718461+0j),(5.5678420933847255+0j),4
(7.449976456718451+0j),(5.567842093384711+0j),4
(7.449976456718454+0j),(5.567842093384714+0j),4
(7.3947405957075105+0j),(5.646819507546167+0j),3
(7.405089713793348+0j),(5.6517809321569406+0j),4
(7.405599610719294+0j),(5.659467649263977+0j),4
(7.405089713793352+0j),(5.651780932156937+0j),4
(7.399625445934065+0j),(5.599003158572754+0j),5
(7.391585288677214+0j),(5.562963963886204+0j),3
(7.391585288677211+0j),(5.562963963886193+0j),3
(7.463840006749962+0j),(5.587977944259486+0j),4
(7.415659602434065+0j),(5.576490406215202+0j),6
(7.408432979500632+0j),(5.6162489381454+0j),5
(7.409614579978993+0j),(5.61978280311818+0j),5
(7.449976456718451+0j),(5.567842093384711+0j),4
(7.408432979500631+0j),(5.6162489381453975+0j),5
(7.391585288677225+0j),(5.562963963886186+0j),3
(7.488434011209472+0j),(5.67628532756907+0j),4
(7.405599610719298+0j),(5.6594676492639815+0j),4
(7.3947405957075+0j),(5.646819507546159+0j),3
(7.449976456718454+0j),(5.56784209338472+0j),4
(7.39205773442985+0j),(5.570997461680314+0j),3
(7.449976456718461+0j),(5.5678420933847255+0j),4
(7.405089713793348+0j),(5.6517809321569406+0j),4
(7.39962544593406+0j),(5.599003158572751+0j),5
(7.405089713793352+0j),(5.651780932156937+0j),4
(7.415094828326814+0j),(5.788633151112964+0j),5
(7.488434011209469+0j),(5.676285327569075+0j),4
(7.392777151044642+0j),(5.614861196916611+0j),3
(7.488434011209472+0j),(5.67628532756907+0j),4
(7.426468555193386+0j),(5.907702998652079+0j),4
(7.463840006749962+0j),(5.587977944259487+0j),4
(7.463840006749962+0j),(5.587977944259484+0j),4
(7.411639220674915+0j),(5.716506548736753+0j),4
(7.411639220674911+0j),(5.716506548736755+0j),4
(7.404399798341589+0j),(5.640386120317432+0j),3
(7.391586283367049+0j),(5.5631200185537315+0j),5
(7.391586283367047+0j),(5.5631200185537315+0j),5
(7.409614579978986+0j),(5.6197828031181745+0j),5
(7.40961457997899+0j),(5.619782803118176+0j),5
(7.391585288677211+0j),(5.562963963886197+0j),3
(7.408432979500627+0j),(5.616248938145398+0j),5
(7.415659602434065+0j),(5.576490406215192+0j),6
(7.408432979500619+0j),(5.616248938145391+0j),5
(7.3922747459025455+0j),(5.577306570238779+0j),6
(7.415659602434074+0j),(5.57649040621521+0j),6
(7.392274745902562+0j),(5.577306570238792+0j),6
(7.391585288677211+0j),(5.5629639638861965+0j),3
(7.408432979500624+0j),(5.616248938145398+0j),5
(7.408432979500629+0j),(5.616248938145396+0j),5
