id,k,algorithm,nodes,edges,complementer_edges,betweenness_centrality (new edges),betweenness_centrality (all edges),vertex_degree_mul_to_edge (new edges),vertex_degree_mul_to_edge (all edges),vertex_degree_add_to_edge (new edges),vertex_degree_add_to_edge (all edges),spanning_edge_betweenness_centrality (new edges),spanning_edge_betweenness_centrality (all edges),number_of_spanning_trees,time
0,1,graph_enumeration,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(0, 1), (0, 2), (0, 6), (0, 7), (0, 8), (0, 9), (1, 2), (1, 5), (1, 8), (2, 6), (2, 8), (3, 6), (4, 6), (4, 8), (4, 9), (5, 6), (6, 7), (6, 9), (7, 8)]","{(2, 7, 1), (4, 7, 1), (1, 3, 1), (8, 9, 1), (3, 4, 1), (2, 4, 1), (5, 8, 1), (2, 3, 1), (0, 5, 1), (1, 9, 1), (1, 7, 1), (1, 4, 1), (3, 7, 1), (3, 8, 1), (2, 9, 1), (4, 5, 1), (5, 7, 1), (0, 3, 1), (2, 5, 1), (6, 8, 1), (1, 6, 1), (3, 5, 1), (7, 9, 1), (5, 9, 1), (0, 4, 1), (3, 9, 1)}","[((3, 5), 0.04888888888888889)]","{(0, 1): 0.07407407407407407, (0, 2): 0.040740740740740744, (0, 6): 0.08037037037037037, (0, 7): 0.05185185185185185, (0, 8): 0.05074074074074074, (0, 9): 0.08518518518518518, (1, 2): 0.040740740740740744, (1, 5): 0.10074074074074074, (1, 8): 0.08222222222222222, (2, 6): 0.10259259259259258, (2, 8): 0.05074074074074074, (3, 6): 0.15111111111111114, (3, 5): 0.04888888888888889, (4, 6): 0.10629629629629629, (4, 8): 0.09518518518518519, (4, 9): 0.040740740740740744, (5, 6): 0.11851851851851852, (6, 7): 0.10629629629629629, (6, 9): 0.08888888888888889, (7, 8): 0.06185185185185185}","[((3, 5), 0.5555555555555556)]","{(0, 1): 0.2962962962962963, (0, 2): 0.2962962962962963, (0, 6): 0.5185185185185184, (0, 7): 0.2222222222222222, (0, 8): 0.37037037037037035, (0, 9): 0.2222222222222222, (1, 2): 0.19753086419753085, (1, 5): 0.14814814814814814, (1, 8): 0.24691358024691357, (2, 6): 0.34567901234567894, (2, 8): 0.24691358024691357, (3, 6): 0.17283950617283947, (3, 5): 0.07407407407407407, (4, 6): 0.2592592592592592, (4, 8): 0.18518518518518517, (4, 9): 0.1111111111111111, (5, 6): 0.2592592592592592, (6, 7): 0.2592592592592592, (6, 9): 0.2592592592592592, (7, 8): 0.18518518518518517}","[((3, 5), 0.07407407407407407)]","{(0, 1): 1.1111111111111112, (0, 2): 1.1111111111111112, (0, 6): 1.4444444444444442, (0, 7): 1.0, (0, 8): 1.2222222222222223, (0, 9): 1.0, (1, 2): 0.8888888888888888, (1, 5): 0.7777777777777777, (1, 8): 1.0, (2, 6): 1.222222222222222, (2, 8): 1.0, (3, 6): 0.9999999999999999, (3, 5): 0.5555555555555556, (4, 6): 1.111111111111111, (4, 8): 0.8888888888888888, (4, 9): 0.6666666666666666, (5, 6): 1.111111111111111, (6, 7): 1.111111111111111, (6, 9): 1.111111111111111, (7, 8): 0.8888888888888888}","[((3, 5), 0.6179270510214996)]","{(0, 1): 0.38661888972082575, (0, 2): 0.36330088779548614, (0, 6): 0.307466039148572, (0, 7): 0.4305808107819018, (0, 8): 0.32687988020109104, (0, 9): 0.4720290940207509, (1, 2): 0.41886832816343994, (1, 5): 0.5613434591934966, (1, 8): 0.4084394052839876, (2, 6): 0.39533639961493205, (2, 8): 0.39025564231468607, (3, 6): 0.6179270510214996, (3, 5): 0.6179270510214996, (4, 6): 0.45266873462402396, (4, 8): 0.5042785324633651, (4, 9): 0.5204299925125682, (5, 6): 0.4717082040859985, (6, 7): 0.45277569793560807, (6, 9): 0.44191892180981923, (7, 8): 0.4592469782864477}",18698,5.075476169586182
0,2,graph_enumeration,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(0, 1), (0, 2), (0, 6), (0, 7), (0, 8), (0, 9), (1, 2), (1, 5), (1, 8), (2, 6), (2, 8), (3, 6), (4, 6), (4, 8), (4, 9), (5, 6), (6, 7), (6, 9), (7, 8)]","{(2, 7, 1), (4, 7, 1), (1, 3, 1), (8, 9, 1), (3, 4, 1), (2, 4, 1), (5, 8, 1), (2, 3, 1), (0, 5, 1), (1, 9, 1), (1, 7, 1), (1, 4, 1), (3, 7, 1), (3, 8, 1), (2, 9, 1), (4, 5, 1), (5, 7, 1), (0, 3, 1), (2, 5, 1), (6, 8, 1), (1, 6, 1), (3, 5, 1), (7, 9, 1), (5, 9, 1), (0, 4, 1), (3, 9, 1)}","[((3, 4), 0.06666666666666667), ((3, 5), 0.05555555555555556)]","{(0, 1): 0.07407407407407407, (0, 2): 0.040740740740740744, (0, 6): 0.07592592592592591, (0, 7): 0.05185185185185185, (0, 8): 0.046296296296296294, (0, 9): 0.08518518518518518, (1, 2): 0.040740740740740744, (1, 5): 0.0962962962962963, (1, 8): 0.07777777777777778, (2, 6): 0.09814814814814816, (2, 8): 0.046296296296296294, (3, 6): 0.1, (3, 4): 0.06666666666666667, (3, 5): 0.05555555555555556, (4, 6): 0.06851851851851852, (4, 8): 0.11296296296296296, (4, 9): 0.05185185185185185, (5, 6): 0.10740740740740741, (6, 7): 0.10185185185185187, (6, 9): 0.07777777777777778, (7, 8): 0.0574074074074074}","[((3, 4), 0.7777777777777777), ((3, 5), 0.6666666666666666)]","{(0, 1): 0.2962962962962963, (0, 2): 0.2962962962962963, (0, 6): 0.5185185185185184, (0, 7): 0.2222222222222222, (0, 8): 0.37037037037037035, (0, 9): 0.2222222222222222, (1, 2): 0.19753086419753085, (1, 5): 0.14814814814814814, (1, 8): 0.24691358024691357, (2, 6): 0.34567901234567894, (2, 8): 0.24691358024691357, (3, 6): 0.2592592592592592, (3, 4): 0.14814814814814814, (3, 5): 0.1111111111111111, (4, 6): 0.34567901234567894, (4, 8): 0.24691358024691357, (4, 9): 0.14814814814814814, (5, 6): 0.2592592592592592, (6, 7): 0.2592592592592592, (6, 9): 0.2592592592592592, (7, 8): 0.18518518518518517}","[((3, 4), 0.14814814814814814), ((3, 5), 0.1111111111111111)]","{(0, 1): 1.1111111111111112, (0, 2): 1.1111111111111112, (0, 6): 1.4444444444444442, (0, 7): 1.0, (0, 8): 1.2222222222222223, (0, 9): 1.0, (1, 2): 0.8888888888888888, (1, 5): 0.7777777777777777, (1, 8): 1.0, (2, 6): 1.222222222222222, (2, 8): 1.0, (3, 6): 1.111111111111111, (3, 4): 0.7777777777777777, (3, 5): 0.6666666666666666, (4, 6): 1.222222222222222, (4, 8): 1.0, (4, 9): 0.7777777777777777, (5, 6): 1.111111111111111, (6, 7): 1.111111111111111, (6, 9): 1.111111111111111, (7, 8): 0.8888888888888888}","[((3, 4), 0.5071172501054407), ((3, 5), 0.5379059468578659)]","{(0, 1): 0.38501687051876843, (0, 2): 0.3631379164909321, (0, 6): 0.30493462673977223, (0, 7): 0.43056727119358923, (0, 8): 0.32533741037536906, (0, 9): 0.4674715309995782, (1, 2): 0.41812526360185576, (1, 5): 0.5398566005904681, (1, 8): 0.40215099114297764, (2, 6): 0.39392661324335726, (2, 8): 0.38754744833403626, (3, 6): 0.44221847321805147, (3, 4): 0.5071172501054407, (3, 5): 0.5379059468578659, (4, 6): 0.36076549978911854, (4, 8): 0.4586672290172923, (4, 9): 0.486081822016027, (5, 6): 0.4531315900463939, (6, 7): 0.4506010122311261, (6, 9): 0.4280366933783214, (7, 8): 0.45740194010965834}",37936,9.613483190536499
0,3,graph_enumeration,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[(0, 1), (0, 2), (0, 6), (0, 7), (0, 8), (0, 9), (1, 2), (1, 5), (1, 8), (2, 6), (2, 8), (3, 6), (4, 6), (4, 8), (4, 9), (5, 6), (6, 7), (6, 9), (7, 8)]","{(2, 7, 1), (4, 7, 1), (1, 3, 1), (8, 9, 1), (3, 4, 1), (2, 4, 1), (5, 8, 1), (2, 3, 1), (0, 5, 1), (1, 9, 1), (1, 7, 1), (1, 4, 1), (3, 7, 1), (3, 8, 1), (2, 9, 1), (4, 5, 1), (5, 7, 1), (0, 3, 1), (2, 5, 1), (6, 8, 1), (1, 6, 1), (3, 5, 1), (7, 9, 1), (5, 9, 1), (0, 4, 1), (3, 9, 1)}","[((3, 4), 0.06296296296296296), ((3, 7), 0.06296296296296297), ((3, 5), 0.06666666666666667)]","{(0, 1): 0.07407407407407407, (0, 2): 0.040740740740740744, (0, 6): 0.06481481481481481, (0, 7): 0.06296296296296296, (0, 8): 0.046296296296296294, (0, 9): 0.08518518518518518, (1, 2): 0.040740740740740744, (1, 5): 0.0962962962962963, (1, 8): 0.07777777777777778, (2, 6): 0.09814814814814816, (2, 8): 0.046296296296296294, (3, 6): 0.06666666666666667, (3, 4): 0.06296296296296296, (3, 7): 0.06296296296296297, (3, 5): 0.06666666666666667, (4, 6): 0.06481481481481481, (4, 8): 0.09814814814814814, (4, 9): 0.05185185185185185, (5, 6): 0.0962962962962963, (6, 7): 0.06481481481481481, (6, 9): 0.07777777777777778, (7, 8): 0.06481481481481481}","[((3, 4), 0.8888888888888888), ((3, 7), 0.8888888888888888), ((3, 5), 0.7777777777777777)]","{(0, 1): 0.2962962962962963, (0, 2): 0.2962962962962963, (0, 6): 0.5185185185185184, (0, 7): 0.2962962962962963, (0, 8): 0.37037037037037035, (0, 9): 0.2222222222222222, (1, 2): 0.19753086419753085, (1, 5): 0.14814814814814814, (1, 8): 0.24691358024691357, (2, 6): 0.34567901234567894, (2, 8): 0.24691358024691357, (3, 6): 0.34567901234567894, (3, 4): 0.19753086419753085, (3, 7): 0.19753086419753085, (3, 5): 0.14814814814814814, (4, 6): 0.34567901234567894, (4, 8): 0.24691358024691357, (4, 9): 0.14814814814814814, (5, 6): 0.2592592592592592, (6, 7): 0.34567901234567894, (6, 9): 0.2592592592592592, (7, 8): 0.24691358024691357}","[((3, 4), 0.19753086419753085), ((3, 7), 0.19753086419753085), ((3, 5), 0.14814814814814814)]","{(0, 1): 1.1111111111111112, (0, 2): 1.1111111111111112, (0, 6): 1.4444444444444442, (0, 7): 1.1111111111111112, (0, 8): 1.2222222222222223, (0, 9): 1.0, (1, 2): 0.8888888888888888, (1, 5): 0.7777777777777777, (1, 8): 1.0, (2, 6): 1.222222222222222, (2, 8): 1.0, (3, 6): 1.222222222222222, (3, 4): 0.8888888888888888, (3, 7): 0.8888888888888888, (3, 5): 0.7777777777777777, (4, 6): 1.222222222222222, (4, 8): 1.0, (4, 9): 0.7777777777777777, (5, 6): 1.111111111111111, (6, 7): 1.222222222222222, (6, 9): 1.111111111111111, (7, 8): 1.0}","[((3, 4), 0.4477113655665212), ((3, 7), 0.4445192842709462), ((3, 5), 0.4952704483556389)]","{(0, 1): 0.3826544059507424, (0, 2): 0.3621840864497613, (0, 6): 0.2988695932292734, (0, 7): 0.3806337306351949, (0, 8): 0.3253287258031452, (0, 9): 0.4627053621108736, (1, 2): 0.4178112279263186, (1, 5): 0.5259612850323601, (1, 8): 0.39949336691363807, (2, 6): 0.3917181597212054, (2, 8): 0.38640290508683045, (3, 6): 0.3551410079948458, (3, 4): 0.4477113655665212, (3, 7): 0.4445192842709462, (3, 5): 0.4952704483556389, (4, 6): 0.35812809324391603, (4, 8): 0.4411954198026181, (4, 9): 0.48245819544908775, (5, 6): 0.4452806981579641, (6, 7): 0.3597973467654552, (6, 9): 0.42795853222830704, (7, 8): 0.40877675930535623}",68294,21.87830090522766
1,1,graph_enumeration,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[(0, 1), (0, 2), (0, 6), (1, 4), (1, 5), (2, 3), (2, 6), (2, 7), (2, 8), (3, 6), (3, 7), (4, 6), (5, 6), (5, 7), (6, 7), (7, 8)]","{(4, 7, 1), (1, 3, 1), (0, 8, 1), (3, 4, 1), (2, 4, 1), (5, 8, 1), (0, 5, 1), (1, 7, 1), (3, 8, 1), (4, 5, 1), (1, 2, 1), (0, 3, 1), (2, 5, 1), (6, 8, 1), (1, 8, 1), (4, 8, 1), (1, 6, 1), (3, 5, 1), (0, 4, 1), (0, 7, 1)}","[((4, 8), 0.09259259259259259)]","{(0, 1): 0.1037037037037037, (0, 2): 0.11666666666666667, (0, 6): 0.09814814814814814, (1, 4): 0.09814814814814814, (1, 5): 0.10370370370370369, (2, 3): 0.061111111111111116, (2, 6): 0.0648148148148148, (2, 7): 0.05555555555555555, (2, 8): 0.09259259259259257, (3, 6): 0.09999999999999998, (3, 7): 0.061111111111111116, (4, 6): 0.13518518518518519, (4, 8): 0.09259259259259259, (5, 6): 0.09814814814814814, (5, 7): 0.11666666666666667, (6, 7): 0.0648148148148148, (7, 8): 0.09259259259259257}","[((4, 8), 0.75)]","{(0, 1): 0.140625, (0, 2): 0.234375, (0, 6): 0.28125, (1, 4): 0.140625, (1, 5): 0.140625, (2, 3): 0.234375, (2, 6): 0.46875, (2, 7): 0.390625, (2, 8): 0.234375, (3, 6): 0.28125, (3, 7): 0.234375, (4, 6): 0.28125, (4, 8): 0.140625, (5, 6): 0.28125, (5, 7): 0.234375, (6, 7): 0.46875, (7, 8): 0.234375}","[((4, 8), 0.140625)]","{(0, 1): 0.75, (0, 2): 1.0, (0, 6): 1.125, (1, 4): 0.75, (1, 5): 0.75, (2, 3): 1.0, (2, 6): 1.375, (2, 7): 1.25, (2, 8): 1.0, (3, 6): 1.125, (3, 7): 1.0, (4, 6): 1.125, (4, 8): 0.75, (5, 6): 1.125, (5, 7): 1.0, (6, 7): 1.375, (7, 8): 1.0}","[((4, 8), 0.5679442508710801)]","{(0, 1): 0.5701988112318098, (0, 2): 0.49333879893420785, (0, 6): 0.45870055339208854, (1, 4): 0.5749128919860628, (1, 5): 0.5701988112318098, (2, 3): 0.4488624718179955, (2, 6): 0.33387989342078295, (2, 7): 0.35294117647058826, (2, 8): 0.4802213568354171, (3, 6): 0.4425087108013937, (3, 7): 0.4488624718179955, (4, 6): 0.4912891986062718, (4, 8): 0.5679442508710801, (5, 6): 0.45870055339208854, (5, 7): 0.49333879893420785, (6, 7): 0.33387989342078295, (7, 8): 0.4802213568354171}",4879,0.9414722919464111
1,2,graph_enumeration,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[(0, 1), (0, 2), (0, 6), (1, 4), (1, 5), (2, 3), (2, 6), (2, 7), (2, 8), (3, 6), (3, 7), (4, 6), (5, 6), (5, 7), (6, 7), (7, 8)]","{(4, 7, 1), (1, 3, 1), (0, 8, 1), (3, 4, 1), (2, 4, 1), (5, 8, 1), (0, 5, 1), (1, 7, 1), (3, 8, 1), (4, 5, 1), (1, 2, 1), (0, 3, 1), (2, 5, 1), (6, 8, 1), (1, 8, 1), (4, 8, 1), (1, 6, 1), (3, 5, 1), (0, 4, 1), (0, 7, 1)}","[((1, 3), 0.0949074074074074), ((4, 8), 0.09259259259259259)]","{(0, 1): 0.08564814814814814, (0, 2): 0.09259259259259257, (0, 6): 0.08564814814814814, (1, 4): 0.10416666666666666, (1, 5): 0.08564814814814814, (1, 3): 0.0949074074074074, (2, 3): 0.0648148148148148, (2, 6): 0.0648148148148148, (2, 7): 0.05555555555555555, (2, 8): 0.09259259259259257, (3, 6): 0.06712962962962964, (3, 7): 0.0648148148148148, (4, 6): 0.11342592592592592, (4, 8): 0.09259259259259259, (5, 6): 0.08564814814814814, (5, 7): 0.09259259259259257, (6, 7): 0.0648148148148148, (7, 8): 0.09259259259259257}","[((1, 3), 1.0), ((4, 8), 0.75)]","{(0, 1): 0.1875, (0, 2): 0.234375, (0, 6): 0.28125, (1, 4): 0.1875, (1, 5): 0.1875, (1, 3): 0.25, (2, 3): 0.3125, (2, 6): 0.46875, (2, 7): 0.390625, (2, 8): 0.234375, (3, 6): 0.375, (3, 7): 0.3125, (4, 6): 0.28125, (4, 8): 0.140625, (5, 6): 0.28125, (5, 7): 0.234375, (6, 7): 0.46875, (7, 8): 0.234375}","[((1, 3), 0.25), ((4, 8), 0.140625)]","{(0, 1): 0.875, (0, 2): 1.0, (0, 6): 1.125, (1, 4): 0.875, (1, 5): 0.875, (1, 3): 1.0, (2, 3): 1.125, (2, 6): 1.375, (2, 7): 1.25, (2, 8): 1.0, (3, 6): 1.25, (3, 7): 1.125, (4, 6): 1.125, (4, 8): 0.75, (5, 6): 1.125, (5, 7): 1.0, (6, 7): 1.375, (7, 8): 1.0}","[((1, 3), 0.4605263157894737), ((4, 8), 0.556390977443609)]","{(0, 1): 0.5072976559044671, (0, 2): 0.4727996461742592, (0, 6): 0.44714727996461745, (1, 4): 0.5206766917293233, (1, 5): 0.5072976559044671, (1, 3): 0.4605263157894737, (2, 3): 0.39462627156125607, (2, 6): 0.33259619637328613, (2, 7): 0.35294117647058826, (2, 8): 0.4773330384785493, (3, 6): 0.37030075187969924, (3, 7): 0.39462627156125607, (4, 6): 0.4755639097744361, (4, 8): 0.556390977443609, (5, 6): 0.44714727996461745, (5, 7): 0.4727996461742592, (6, 7): 0.33259619637328613, (7, 8): 0.4773330384785493}",9044,1.7481987476348877
1,3,graph_enumeration,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[(0, 1), (0, 2), (0, 6), (1, 4), (1, 5), (2, 3), (2, 6), (2, 7), (2, 8), (3, 6), (3, 7), (4, 6), (5, 6), (5, 7), (6, 7), (7, 8)]","{(4, 7, 1), (1, 3, 1), (0, 8, 1), (3, 4, 1), (2, 4, 1), (5, 8, 1), (0, 5, 1), (1, 7, 1), (3, 8, 1), (4, 5, 1), (1, 2, 1), (0, 3, 1), (2, 5, 1), (6, 8, 1), (1, 8, 1), (4, 8, 1), (1, 6, 1), (3, 5, 1), (0, 4, 1), (0, 7, 1)}","[((1, 3), 0.0949074074074074), ((5, 8), 0.06712962962962962), ((4, 8), 0.08564814814814814)]","{(0, 1): 0.08564814814814814, (0, 2): 0.09259259259259257, (0, 6): 0.08564814814814814, (1, 4): 0.08564814814814814, (1, 5): 0.09490740740740741, (1, 3): 0.0949074074074074, (2, 3): 0.0648148148148148, (2, 6): 0.05787037037037036, (2, 7): 0.05092592592592592, (2, 8): 0.09953703703703702, (3, 6): 0.06712962962962964, (3, 7): 0.0648148148148148, (4, 6): 0.10648148148148147, (4, 8): 0.08564814814814814, (5, 6): 0.08333333333333333, (5, 7): 0.060185185185185175, (5, 8): 0.06712962962962962, (6, 7): 0.0625, (7, 8): 0.0625}","[((1, 3), 1.0), ((5, 8), 1.0), ((4, 8), 0.875)]","{(0, 1): 0.1875, (0, 2): 0.234375, (0, 6): 0.28125, (1, 4): 0.1875, (1, 5): 0.25, (1, 3): 0.25, (2, 3): 0.3125, (2, 6): 0.46875, (2, 7): 0.390625, (2, 8): 0.3125, (3, 6): 0.375, (3, 7): 0.3125, (4, 6): 0.28125, (4, 8): 0.1875, (5, 6): 0.375, (5, 7): 0.3125, (5, 8): 0.25, (6, 7): 0.46875, (7, 8): 0.3125}","[((1, 3), 0.25), ((5, 8), 0.25), ((4, 8), 0.1875)]","{(0, 1): 0.875, (0, 2): 1.0, (0, 6): 1.125, (1, 4): 0.875, (1, 5): 1.0, (1, 3): 1.0, (2, 3): 1.125, (2, 6): 1.375, (2, 7): 1.25, (2, 8): 1.125, (3, 6): 1.25, (3, 7): 1.125, (4, 6): 1.125, (4, 8): 0.875, (5, 6): 1.25, (5, 7): 1.125, (5, 8): 1.0, (6, 7): 1.375, (7, 8): 1.125}","[((1, 3), 0.4580632983074309), ((5, 8), 0.43094444094884543), ((4, 8), 0.5061976970993519)]","{(0, 1): 0.5052538853583338, (0, 2): 0.4689485937205059, (0, 6): 0.44686339898068334, (1, 4): 0.5047505190964575, (1, 5): 0.45844082300383815, (1, 3): 0.4580632983074309, (2, 3): 0.391304347826087, (2, 6): 0.32637010004404454, (2, 7): 0.3509721260932486, (2, 8): 0.41829736361920344, (3, 6): 0.3698483609136098, (3, 7): 0.3944503869628138, (4, 6): 0.46599131693198265, (4, 8): 0.5061976970993519, (5, 6): 0.3849493487698987, (5, 7): 0.3921852387843705, (5, 8): 0.43094444094884543, (6, 7): 0.3314037626628075, (7, 8): 0.3947649908764865}",15893,5.002255916595459
2,1,graph_enumeration,"[0, 1, 2, 3, 4, 5, 6, 7]","[(0, 1), (0, 3), (0, 4), (0, 5), (0, 7), (1, 2), (1, 4), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (4, 7), (5, 6), (6, 7)]","{(5, 7, 1), (1, 7, 1), (1, 3, 1), (2, 3, 1), (3, 7, 1), (1, 5, 1), (0, 6, 1), (0, 2, 1), (1, 6, 1)}","[((1, 3), 0.06547619047619047)]","{(0, 1): 0.06547619047619047, (0, 3): 0.05654761904761904, (0, 4): 0.05357142857142857, (0, 5): 0.07142857142857142, (0, 7): 0.0863095238095238, (1, 2): 0.08630952380952378, (1, 4): 0.06845238095238095, (1, 3): 0.06547619047619047, (2, 4): 0.05357142857142857, (2, 5): 0.07142857142857142, (2, 6): 0.05654761904761904, (2, 7): 0.06547619047619047, (3, 4): 0.05654761904761904, (3, 5): 0.05357142857142857, (3, 6): 0.07738095238095237, (4, 5): 0.05357142857142857, (4, 6): 0.05654761904761904, (4, 7): 0.06845238095238095, (5, 6): 0.05357142857142857, (6, 7): 0.06547619047619047}","[((1, 3), 1.2857142857142856)]","{(0, 1): 0.40816326530612235, (0, 3): 0.510204081632653, (0, 4): 0.7142857142857142, (0, 5): 0.510204081632653, (0, 7): 0.40816326530612235, (1, 2): 0.40816326530612235, (1, 4): 0.5714285714285714, (1, 3): 0.40816326530612235, (2, 4): 0.7142857142857142, (2, 5): 0.510204081632653, (2, 6): 0.510204081632653, (2, 7): 0.40816326530612235, (3, 4): 0.7142857142857142, (3, 5): 0.510204081632653, (3, 6): 0.510204081632653, (4, 5): 0.7142857142857142, (4, 6): 0.7142857142857142, (4, 7): 0.5714285714285714, (5, 6): 0.510204081632653, (6, 7): 0.40816326530612235}","[((1, 3), 0.40816326530612235)]","{(0, 1): 1.2857142857142856, (0, 3): 1.4285714285714284, (0, 4): 1.7142857142857142, (0, 5): 1.4285714285714284, (0, 7): 1.2857142857142856, (1, 2): 1.2857142857142856, (1, 4): 1.5714285714285714, (1, 3): 1.2857142857142856, (2, 4): 1.7142857142857142, (2, 5): 1.4285714285714284, (2, 6): 1.4285714285714284, (2, 7): 1.2857142857142856, (3, 4): 1.7142857142857142, (3, 5): 1.4285714285714284, (3, 6): 1.4285714285714284, (4, 5): 1.7142857142857142, (4, 6): 1.7142857142857142, (4, 7): 1.5714285714285714, (5, 6): 1.4285714285714284, (6, 7): 1.2857142857142856}","[((1, 3), 0.3857348472733088)]","{(0, 1): 0.3849885388346927, (0, 3): 0.34404819020203636, (0, 4): 0.30182845567460953, (0, 5): 0.355082893544432, (0, 7): 0.4030065568527107, (1, 2): 0.4030065568527107, (1, 4): 0.34660696199157737, (1, 3): 0.3857348472733088, (2, 4): 0.30182845567460953, (2, 5): 0.355082893544432, (2, 6): 0.34404819020203636, (2, 7): 0.3849885388346927, (3, 4): 0.30310784156938003, (3, 5): 0.3445279599125753, (3, 6): 0.36036036036036034, (4, 5): 0.30177514792899407, (4, 6): 0.30310784156938003, (4, 7): 0.34660696199157737, (5, 6): 0.3445279599125753, (6, 7): 0.3857348472733088}",18759,2.4504783153533936
2,2,graph_enumeration,"[0, 1, 2, 3, 4, 5, 6, 7]","[(0, 1), (0, 3), (0, 4), (0, 5), (0, 7), (1, 2), (1, 4), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (4, 7), (5, 6), (6, 7)]","{(5, 7, 1), (1, 7, 1), (1, 3, 1), (2, 3, 1), (3, 7, 1), (1, 5, 1), (0, 6, 1), (0, 2, 1), (1, 6, 1)}","[((1, 7), 0.05357142857142857), ((1, 3), 0.07142857142857142)]","{(0, 1): 0.05357142857142857, (0, 3): 0.05357142857142857, (0, 4): 0.05357142857142857, (0, 5): 0.07142857142857142, (0, 7): 0.07142857142857142, (1, 2): 0.07142857142857142, (1, 4): 0.05357142857142857, (1, 7): 0.05357142857142857, (1, 3): 0.07142857142857142, (2, 4): 0.05357142857142857, (2, 5): 0.07142857142857142, (2, 6): 0.05357142857142857, (2, 7): 0.05357142857142857, (3, 4): 0.05357142857142857, (3, 5): 0.05357142857142857, (3, 6): 0.07142857142857142, (4, 5): 0.05357142857142857, (4, 6): 0.05357142857142857, (4, 7): 0.05357142857142857, (5, 6): 0.05357142857142857, (6, 7): 0.07142857142857142}","[((1, 7), 1.4285714285714284), ((1, 3), 1.4285714285714284)]","{(0, 1): 0.510204081632653, (0, 3): 0.510204081632653, (0, 4): 0.7142857142857142, (0, 5): 0.510204081632653, (0, 7): 0.510204081632653, (1, 2): 0.510204081632653, (1, 4): 0.7142857142857142, (1, 7): 0.510204081632653, (1, 3): 0.510204081632653, (2, 4): 0.7142857142857142, (2, 5): 0.510204081632653, (2, 6): 0.510204081632653, (2, 7): 0.510204081632653, (3, 4): 0.7142857142857142, (3, 5): 0.510204081632653, (3, 6): 0.510204081632653, (4, 5): 0.7142857142857142, (4, 6): 0.7142857142857142, (4, 7): 0.7142857142857142, (5, 6): 0.510204081632653, (6, 7): 0.510204081632653}","[((1, 7), 0.510204081632653), ((1, 3), 0.510204081632653)]","{(0, 1): 1.4285714285714284, (0, 3): 1.4285714285714284, (0, 4): 1.7142857142857142, (0, 5): 1.4285714285714284, (0, 7): 1.4285714285714284, (1, 2): 1.4285714285714284, (1, 4): 1.7142857142857142, (1, 7): 1.4285714285714284, (1, 3): 1.4285714285714284, (2, 4): 1.7142857142857142, (2, 5): 1.4285714285714284, (2, 6): 1.4285714285714284, (2, 7): 1.4285714285714284, (3, 4): 1.7142857142857142, (3, 5): 1.4285714285714284, (3, 6): 1.4285714285714284, (4, 5): 1.7142857142857142, (4, 6): 1.7142857142857142, (4, 7): 1.7142857142857142, (5, 6): 1.4285714285714284, (6, 7): 1.4285714285714284}","[((1, 7), 0.3431952662721893), ((1, 3), 0.35502958579881655)]","{(0, 1): 0.3431952662721893, (0, 3): 0.3431952662721893, (0, 4): 0.30177514792899407, (0, 5): 0.35502958579881655, (0, 7): 0.35502958579881655, (1, 2): 0.35502958579881655, (1, 4): 0.30177514792899407, (1, 7): 0.3431952662721893, (1, 3): 0.35502958579881655, (2, 4): 0.30177514792899407, (2, 5): 0.35502958579881655, (2, 6): 0.3431952662721893, (2, 7): 0.3431952662721893, (3, 4): 0.30177514792899407, (3, 5): 0.3431952662721893, (3, 6): 0.35502958579881655, (4, 5): 0.30177514792899407, (4, 6): 0.30177514792899407, (4, 7): 0.30177514792899407, (5, 6): 0.3431952662721893, (6, 7): 0.35502958579881655}",28561,3.566807985305786
