eigenvalue_1,eigenvalue_2,span_trees
(17.225230383114784+0j),(9.271789794403643+0j),40960
(17.18139735507139+0j),(9.251179165888791+0j),32768
(17.16245353052059+0j),(9.412412751148544+0j),32768
(17.193458045816435+0j),(9.24508007362769+0j),32768
(17.16245353052059+0j),(9.41241275114856+0j),32768
(17.16245353052059+0j),(9.412412751148548+0j),32768
(17.22523038311474+0j),(9.271789794403649+0j),40960
(16.33675051032663+0j),(10.198026945669547+0j),32768
(16.33675051032663+0j),(10.198026945669527+0j),32768
(16.33675051032663+0j),(10.198026945669547+0j),32768
(16.415887554125028+0j),(10.268141972543086+0j),40960
(16.405458578498227+0j),(10.056127202310286+0j),40960
(16.330729370015256+0j),(10.304849998792816+0j),32768
(16.33675051032663+0j),(10.198026945669532+0j),32768
(16.39016029116711+0j),(10.142095261714825+0j),49152
(16.39016029116709+0j),(10.142095261714822+0j),49152
(16.330361038320707+0j),(10.354376504850343+0j),32768
(16.320768552226216+0j),(9.226870213547524+0j),32768
(16.349970878956768+0j),(9.266843259056696+0j),40960
(16.33744826401982+0j),(9.221041484604275+0j),49152
(16.349970878956768+0j),(9.266843259056689+0j),40960
(16.31998966428346+0j),(9.220262988424379+0j),32768
(16.319989664283483+0j),(9.220262988424345+0j),32768
(16.349970878956768+0j),(9.266843259056689+0j),40960
(16.31998966428336+0j),(9.220262988424347+0j),32768
(16.34538999612956+0j),(9.228144669236714+0j),40960
(16.35016789219458+0j),(9.31412943841608+0j),40960
(16.337448264019812+0j),(9.221041484604271+0j),49152
(16.320670791663634+0j),(9.22155072893918+0j),32768
(16.320670791663634+0j),(9.221550728939187+0j),32768
(16.337448264019844+0j),(9.221041484604285+0j),49152
(16.350167892194573+0j),(9.314129438416076+0j),40960
(16.34538999612956+0j),(9.228144669236686+0j),40960
(16.31998966428345+0j),(9.220262988424377+0j),32768
(16.34997087895676+0j),(9.266843259056685+0j),40960
(16.31998966428347+0j),(9.22026298842433+0j),32768
(16.34997087895676+0j),(9.266843259056689+0j),40960
(16.337448264019844+0j),(9.221041484604266+0j),49152
(16.34997087895676+0j),(9.266843259056689+0j),40960
(16.320768552226223+0j),(9.226870213547526+0j),32768
(16.320768552226216+0j),(9.226870213547524+0j),32768
(16.33744826401981+0j),(9.221041484604276+0j),49152
(16.33744826401981+0j),(9.22104148460428+0j),49152
(16.34997087895676+0j),(9.266843259056689+0j),40960
(16.320670791663648+0j),(9.22155072893919+0j),32768
(16.34538999612955+0j),(9.228144669236706+0j),40960
(16.350167892194573+0j),(9.314129438416076+0j),40960
(16.31998966428345+0j),(9.220262988424373+0j),32768
(16.34997087895676+0j),(9.26684325905669+0j),40960
(16.34997087895676+0j),(9.266843259056689+0j),40960
(16.3217017377068+0j),(9.28511275759103+0j),57344
(16.360857440973323+0j),(9.246029771045201+0j),40960
(16.319989664283476+0j),(9.220262988424349+0j),32768
(16.349970878956768+0j),(9.266843259056694+0j),40960
(16.319998278109292+0j),(9.534926866923422+0j),49152
(16.319989664283412+0j),(9.22026298842437+0j),32768
(16.32018231554959+0j),(9.314436630573596+0j),49152
(16.321701737706807+0j),(9.285112757591035+0j),57344
(16.360107163452806+0j),(9.256772904203826+0j),40960
(16.319998278109292+0j),(9.534926866923412+0j),49152
(16.360107163452806+0j),(9.256772904203826+0j),40960
(16.3217017377068+0j),(9.285112757591033+0j),57344
(16.360857440973323+0j),(9.246029771045198+0j),40960
(16.3217017377068+0j),(9.285112757591035+0j),57344
(16.349970878956768+0j),(9.26684325905669+0j),40960
(16.31998966428336+0j),(9.22026298842435+0j),32768
(16.320182315549584+0j),(9.314436630573592+0j),49152
(16.360107163452806+0j),(9.256772904203826+0j),40960
(16.32067079166364+0j),(9.221550728939187+0j),32768
(16.34530876814655+0j),(9.22475189572665+0j),49152
(16.319992944863134+0j),(9.222469941323775+0j),32768
(16.345308768146527+0j),(9.224751895726646+0j),49152
(16.360568830602773+0j),(9.359143665038356+0j),40960
(16.34575920473316+0j),(9.230715801890728+0j),32768
(16.34575920473316+0j),(9.230715801890728+0j),32768
(16.355459203383454+0j),(9.250820107043738+0j),40960
(16.320768552226223+0j),(9.226870213547532+0j),32768
(16.360857440973323+0j),(9.246029771045196+0j),40960
(16.319998278109292+0j),(9.534926866923417+0j),49152
(16.35016789219458+0j),(9.314129438416076+0j),40960
(16.32011571430427+0j),(9.264049236239483+0j),49152
(16.31998966428336+0j),(9.22026298842435+0j),32768
(16.33744826401982+0j),(9.221041484604276+0j),49152
(16.3217017377068+0j),(9.285112757591033+0j),57344
(16.320745293640154+0j),(9.224466391937105+0j),57344
(16.349970878956768+0j),(9.266843259056696+0j),40960
(16.3217017377068+0j),(9.28511275759103+0j),57344
(16.320182315549584+0j),(9.314436630573592+0j),49152
(16.34538999612956+0j),(9.228144669236677+0j),40960
(16.320745293640147+0j),(9.224466391937115+0j),57344
(16.337448264019834+0j),(9.221041484604266+0j),49152
