eigenvalue_1,eigenvalue_2,span_trees
(9.119113677932816+0j),(4.011752478658123+0j),5
(9.096221230016601+0j),(3.8676447478921077+0j),3
(9.126214111294654+0j),(3.9048353444771355+0j),4
(9.096221230016598+0j),(3.8676447478921077+0j),3
(9.128201661798439+0j),(4.395551491671836+0j),4
(9.12750557133037+0j),(4.018865783688677+0j),4
(9.096221230016614+0j),(3.8676447478921063+0j),3
(9.096711786166743+0j),(5.024023232334631+0j),3
(9.09575303662444+0j),(4.302775637731996+0j),3
(9.095753241621583+0j),(4.389788640698293+0j),3
(9.127505571330373+0j),(4.01886578368868+0j),4
(9.096221230016607+0j),(3.8676447478921103+0j),3
(10.056090361332402+0j),(3.8628541010999724+0j),3
(10.073953573125557+0j),(3.8685711740670405+0j),3
(10.060261862386511+0j),(3.6500611348801817+0j),3
(10.060261862386508+0j),(3.650061134880173+0j),3
(10.091095102942162+0j),(3.6698098381129767+0j),4
(10.056090361332416+0j),(3.862854101099972+0j),3
(9.096241011588027+0j),(4.043848747720807+0j),3
(9.096221230016571+0j),(3.8676447478920988+0j),3
(9.119727989438939+0j),(3.86098578387812+0j),4
(9.095753036624426+0j),(3.6413640097591946+0j),3
(9.095753036624423+0j),(3.6413640097592057+0j),3
(9.119727989438939+0j),(3.860985783878114+0j),4
(9.09851401031419+0j),(4.8068213779542255+0j),3
(9.095753036624426+0j),(3.6413640097591946+0j),3
(9.118616324405494+0j),(3.6648573064961663+0j),4
(9.120219178200465+0j),(4.149323548167108+0j),4
(9.11257198047479+0j),(3.641642592669033+0j),5
(9.118616324405457+0j),(3.664857306496168+0j),4
(9.11861632440547+0j),(3.664857306496172+0j),4
(9.1125719804748+0j),(3.641642592669027+0j),5
(9.120219178200465+0j),(4.149323548167103+0j),4
(9.118616324405487+0j),(3.6648573064961654+0j),4
(9.09575303662442+0j),(3.6413640097591955+0j),3
(9.098514010314197+0j),(4.806821377954228+0j),3
(9.119727989438942+0j),(3.860985783878122+0j),4
(9.09575303662442+0j),(3.641364009759201+0j),3
(9.119727989438942+0j),(3.860985783878121+0j),4
(9.096221230016571+0j),(3.867644747892115+0j),3
(9.096241011588027+0j),(4.043848747720814+0j),3
(9.096241011588024+0j),(4.043848747720817+0j),3
(9.119727989438935+0j),(3.860985783878117+0j),4
(9.112571980474783+0j),(3.6416425926690357+0j),5
(9.096221230016571+0j),(3.8676447478921063+0j),3
(9.118616324405458+0j),(3.6648573064961716+0j),4
(9.118616324405473+0j),(3.664857306496166+0j),4
(9.12021917820045+0j),(4.149323548167114+0j),4
(9.119727989438939+0j),(3.8609857838781156+0j),4
(9.098514010314197+0j),(4.806821377954244+0j),3
(9.095753036624423+0j),(3.641364009759205+0j),3
(9.127505571330374+0j),(4.018865783688696+0j),4
(9.09575324162159+0j),(4.389788640698299+0j),3
(9.096711786166725+0j),(5.024023232334642+0j),3
(9.127505571330374+0j),(4.018865783688691+0j),4
(9.128201661798451+0j),(4.395551491671835+0j),4
(9.096221230016571+0j),(3.8676447478921103+0j),3
(9.119113677932784+0j),(4.011752478658128+0j),5
(9.126214111294631+0j),(3.9048353444771338+0j),4
(9.120219178200468+0j),(4.149323548167106+0j),4
(9.118616324405464+0j),(3.664857306496167+0j),4
(9.112571980474796+0j),(3.6416425926690255+0j),5
(9.096241011588024+0j),(4.043848747720801+0j),3
(9.119727989438935+0j),(3.8609857838781116+0j),4
(9.119727989438939+0j),(3.860985783878118+0j),4
(9.098514010314194+0j),(4.806821377954227+0j),3
(9.118616324405494+0j),(3.664857306496172+0j),4
(9.095753036624417+0j),(3.641364009759198+0j),5
(9.138844334114467+0j),(4.723546941865267+0j),4
(9.095766450716471+0j),(4.003404123826269+0j),5
(9.095766450716468+0j),(4.003404123826276+0j),5
(9.126382675399594+0j),(4.039874816995445+0j),4
(9.096228274244746+0j),(3.732050807568871+0j),6
(9.095763143004023+0j),(4.280892806205574+0j),5
(9.127677800463808+0j),(4.100111992495773+0j),4
(9.11910064975197+0j),(3.732050807568876+0j),3
(9.1263826753996+0j),(4.039874816995462+0j),4
(9.127677800463813+0j),(4.1001119924957745+0j),4
(9.096684003153772+0j),(5.051526495157029+0j),3
(9.141443944517402+0j),(4.946571777389792+0j),4
(9.095753322039403+0j),(4.387745017914314+0j),5
(9.095763143004028+0j),(4.2808928062055855+0j),5
(9.095753322039414+0j),(4.38774501791431+0j),5
(9.096401578006088+0j),(3.97138144155032+0j),6
(9.096401578006091+0j),(3.9713814415503195+0j),6
(9.130239529508266+0j),(4.788222100064431+0j),5
(9.096228274244751+0j),(3.73205080756888+0j),6
(9.138844334114506+0j),(4.723546941865267+0j),4
(9.095766450716468+0j),(4.003404123826269+0j),5
(9.095766450716468+0j),(4.003404123826271+0j),5
(9.09575303662442+0j),(3.641364009759198+0j),3
