added,edges,eigenvalues,span_trees
"(0, 10, 1)","[(0, 1), (0, 7), (0, 13), (0, 10), (1, 2), (1, 3), (1, 6), (2, 11), (3, 4), (3, 5), (3, 12), (3, 14), (4, 8), (4, 9), (4, 10)]","[ 6.57886857e+00  5.57626866e+00  4.23550876e+00  3.84623791e+00
  2.29625826e+00  1.62456174e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.47032497e-01  4.73452859e-01
  3.50232366e-01  2.71578362e-01 -1.13557070e-16]",5
"(0, 4, 1)","[(0, 1), (0, 7), (0, 13), (0, 4), (1, 2), (1, 3), (1, 6), (2, 11), (3, 4), (3, 5), (3, 12), (3, 14), (4, 8), (4, 9), (4, 10)]","[ 7.07371489e+00  5.27280511e+00  4.98981054e+00  3.47139565e+00
  2.27386043e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.48564930e-01  5.00435145e-01
  3.89496032e-01  2.79917266e-01 -3.11220701e-16]",4
"(0, 12, 1)","[(0, 1), (0, 7), (0, 13), (0, 12), (1, 2), (1, 3), (1, 6), (2, 11), (3, 4), (3, 5), (3, 12), (3, 14), (4, 8), (4, 9), (4, 10)]","[ 6.70189126e+00  5.31209130e+00  4.30670354e+00  3.91185566e+00
  2.31483402e+00  1.62803336e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.48280947e-01  5.37213982e-01
  3.50926352e-01  1.88169578e-01 -3.75945260e-16]",4
"(0, 6, 1)","[(0, 1), (0, 7), (0, 13), (0, 6), (1, 2), (1, 3), (1, 6), (2, 11), (3, 4), (3, 5), (3, 12), (3, 14), (4, 8), (4, 9), (4, 10)]","[6.57646216e+00 5.24327274e+00 4.53200718e+00 3.97515752e+00
 2.41380404e+00 1.32633969e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 4.17987238e-01
 3.67786622e-01 1.47182807e-01 2.93323549e-16]",3
"(0, 9, 1)","[(0, 1), (0, 7), (0, 13), (0, 9), (1, 2), (1, 3), (1, 6), (2, 11), (3, 4), (3, 5), (3, 12), (3, 14), (4, 8), (4, 9), (4, 10)]","[6.57886857e+00 5.57626866e+00 4.23550876e+00 3.84623791e+00
 2.29625826e+00 1.62456174e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 7.47032497e-01 4.73452859e-01
 3.50232366e-01 2.71578362e-01 2.26457561e-16]",5
"(0, 14, 1)","[(0, 1), (0, 7), (0, 13), (0, 14), (1, 2), (1, 3), (1, 6), (2, 11), (3, 4), (3, 5), (3, 12), (3, 14), (4, 8), (4, 9), (4, 10)]","[6.70189126e+00 5.31209130e+00 4.30670354e+00 3.91185566e+00
 2.31483402e+00 1.62803336e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 7.48280947e-01 5.37213982e-01
 3.50926352e-01 1.88169578e-01 1.42173540e-16]",4
"(0, 3, 1)","[(0, 1), (0, 7), (0, 13), (0, 3), (1, 2), (1, 3), (1, 6), (2, 11), (3, 4), (3, 5), (3, 12), (3, 14), (4, 8), (4, 9), (4, 10)]","[7.32592407e+00 5.48797301e+00 4.60006353e+00 3.44546925e+00
 2.26704973e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 7.46231973e-01 5.53539986e-01
 3.69847391e-01 2.03901053e-01 2.41895360e-17]",3
"(0, 11, 1)","[(0, 1), (0, 7), (0, 13), (0, 11), (1, 2), (1, 3), (1, 6), (2, 11), (3, 4), (3, 5), (3, 12), (3, 14), (4, 8), (4, 9), (4, 10)]","[6.61475986e+00 5.48061167e+00 4.39902455e+00 3.62168257e+00
 2.66601772e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 6.68583477e-01
 4.05647621e-01 1.43672538e-01 1.17908205e-15]",4
"(0, 5, 1)","[(0, 1), (0, 7), (0, 13), (0, 5), (1, 2), (1, 3), (1, 6), (2, 11), (3, 4), (3, 5), (3, 12), (3, 14), (4, 8), (4, 9), (4, 10)]","[ 6.70189126e+00  5.31209130e+00  4.30670354e+00  3.91185566e+00
  2.31483402e+00  1.62803336e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.48280947e-01  5.37213982e-01
  3.50926352e-01  1.88169578e-01 -8.22530123e-16]",4
"(0, 8, 1)","[(0, 1), (0, 7), (0, 13), (0, 8), (1, 2), (1, 3), (1, 6), (2, 11), (3, 4), (3, 5), (3, 12), (3, 14), (4, 8), (4, 9), (4, 10)]","[ 6.57886857e+00  5.57626866e+00  4.23550876e+00  3.84623791e+00
  2.29625826e+00  1.62456174e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.47032497e-01  4.73452859e-01
  3.50232366e-01  2.71578362e-01 -4.46719488e-17]",5
"(0, 2, 1)","[(0, 1), (0, 7), (0, 13), (0, 2), (1, 2), (1, 3), (1, 6), (2, 11), (3, 4), (3, 5), (3, 12), (3, 14), (4, 8), (4, 9), (4, 10)]","[ 6.57320322e+00  5.24008994e+00  4.75259381e+00  4.10766010e+00
  2.39331418e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.49838866e-01  6.28731194e-01
  4.09855523e-01  1.44713169e-01 -1.07725137e-16]",3
