eigenvalue_1,eigenvalue_2,span_trees
(6.578868574704585+0j),(5.57626866290066+0j),5
(7.073714892094161+0j),(5.272805110413668+0j),4
(6.701891256850207+0j),(5.312091297034437+0j),4
(6.576462159791438+0j),(5.243272736982553+0j),3
(6.578868574704576+0j),(5.576268662900658+0j),5
(6.70189125685021+0j),(5.312091297034442+0j),4
(7.325924066691806+0j),(5.487973012203492+0j),3
(6.614759860778776+0j),(5.480611665921833+0j),4
(6.7018912568502085+0j),(5.3120912970344385+0j),4
(6.578868574704577+0j),(5.576268662900657+0j),5
(6.573203221403487+0j),(5.24008993746055+0j),3
(6.867704036024244+0j),(5.472585581732596+0j),3
(6.744642326256939+0j),(5.6790939272243355+0j),3
(6.6486695665466184+0j),(6.5413812651491146+0j),3
(6.973047233157784+0j),(5.372969543252905+0j),4
(6.744642326256935+0j),(5.679093927224342+0j),3
(6.85817909737678+0j),(5.440306119317111+0j),3
(6.744642326256944+0j),(5.679093927224341+0j),3
(6.973047233157791+0j),(5.372969543252906+0j),4
(6.858179097376787+0j),(5.4403061193171185+0j),3
(6.973047233157789+0j),(5.372969543252903+0j),4
(6.571883847313267+0j),(5.280880594971141+0j),5
(6.658441428006648+0j),(5.09898651913133+0j),4
(6.594921289029317+0j),(5.2435138552778815+0j),4
(6.571279490130556+0j),(5.039190451076516+0j),3
(7.291751554804957+0j),(5.237296216310078+0j),3
(6.658441428006668+0j),(5.0989865191313255+0j),4
(6.983891237211627+0j),(5.292395589410428+0j),4
(6.65844142800665+0j),(5.098986519131318+0j),4
(6.571883847313249+0j),(5.280880594971137+0j),5
(6.571883847313264+0j),(5.280880594971143+0j),5
(6.594921289029312+0j),(5.243513855277878+0j),4
(7.3950979731138204+0j),(5.029342294414569+0j),4
(7.278685980252659+0j),(5.027642220463086+0j),3
(7.27868598025267+0j),(5.0276422204630915+0j),3
(7.388307899497352+0j),(5.036592699560867+0j),4
(7.274437219488721+0j),(5.15033461792228+0j),3
(7.395097973113823+0j),(5.029342294414576+0j),4
(7.278685980252662+0j),(5.027642220463081+0j),3
(6.835707596439763+0j),(5.609930976143319+0j),5
(6.703524655952851+0j),(5.611892803404427+0j),3
(6.8357075964397715+0j),(5.609930976143317+0j),5
(6.703524655952849+0j),(5.611892803404424+0j),3
(6.703524655952844+0j),(5.61189280340442+0j),3
(6.83986732029865+0j),(5.5708589276203995+0j),5
(6.934796483872786+0j),(5.316151185858981+0j),4
(6.591409915765207+0j),(5.067065931850082+0j),5
(6.63522749410165+0j),(5.074996977581531+0j),4
(6.593536907974471+0j),(5.044757759073816+0j),5
(6.570609758367125+0j),(5.027044572307988+0j),3
(6.63522749410166+0j),(5.074996977581533+0j),4
(6.639017324989816+0j),(5.0523076074881725+0j),4
(6.570609758367121+0j),(5.027044572307997+0j),3
(6.635227494101663+0j),(5.074996977581534+0j),4
(6.591409915765203+0j),(5.067065931850083+0j),5
(6.570680787605722+0j),(5.176559002057128+0j),5
(6.585928938596446+0j),(5.149464415977729+0j),4
(6.570680787605724+0j),(5.176559002057121+0j),5
(6.570680787605726+0j),(5.176559002057123+0j),5
(6.58592893859646+0j),(5.149464415977736+0j),4
(6.639017324989825+0j),(5.052307607488173+0j),4
(6.583956450268349+0j),(5.1133786002210355+0j),4
(6.639017324989812+0j),(5.0523076074881645+0j),4
(6.59140991576521+0j),(5.067065931850079+0j),5
(6.570671435797351+0j),(5.031680345872651+0j),5
(6.591409915765209+0j),(5.067065931850084+0j),5
(6.570609758367121+0j),(5.027044572307994+0j),3
(6.583738658110205+0j),(5.028837590264487+0j),6
(6.583738658110199+0j),(5.028837590264506+0j),6
(6.5837386581102+0j),(5.028837590264507+0j),6
(6.583738658110204+0j),(5.028837590264486+0j),6
(6.570609758367123+0j),(5.02704457230799+0j),3
(6.635227494101656+0j),(5.074996977581538+0j),4
(6.570609758367123+0j),(5.027044572307996+0j),3
(6.635227494101663+0j),(5.074996977581539+0j),4
(6.58198275281887+0j),(5.038852794901436+0j),6
(6.58198275281887+0j),(5.038852794901436+0j),6
(6.63522749410166+0j),(5.074996977581533+0j),4
(6.63522749410165+0j),(5.074996977581531+0j),4
(6.570609758367121+0j),(5.027044572307995+0j),3
(6.5837386581101995+0j),(5.028837590264499+0j),6
(6.583738658110197+0j),(5.028837590264488+0j),6
(6.63522749410165+0j),(5.074996977581531+0j),4
(6.581982752818863+0j),(5.038852794901436+0j),6
(6.635227494101663+0j),(5.074996977581534+0j),4
(6.5935369079744675+0j),(5.04475775907381+0j),5
(6.5706714357973475+0j),(5.031680345872651+0j),5
(6.593536907974469+0j),(5.044757759073818+0j),5
(6.570609758367139+0j),(5.027044572307993+0j),3
(6.591409915765211+0j),(5.067065931850077+0j),5
(6.5914099157652+0j),(5.067065931850087+0j),5
