added,edges,eigenvalues,span_trees
"(0, 7, 1)","[(0, 1), (0, 3), (0, 7), (1, 2), (1, 4), (1, 5), (1, 6), (1, 9), (1, 12), (2, 7), (2, 8), (2, 10), (6, 11), (6, 14), (12, 13)]","[8.25810433e+00+0.00000000e+00j 4.69903899e+00+0.00000000e+00j
 3.73205081e+00+0.00000000e+00j 3.51959246e+00+0.00000000e+00j
 2.49237448e+00+0.00000000e+00j 1.52473652e+00+0.00000000e+00j
 1.00000000e+00+0.00000000e+00j 1.00000000e+00+4.31161538e-17j
 1.00000000e+00-4.31161538e-17j 1.00000000e+00+0.00000000e+00j
 6.39044588e-01+0.00000000e+00j 5.17654436e-01+0.00000000e+00j
 3.49454194e-01+0.00000000e+00j 2.67949192e-01+0.00000000e+00j
 1.23223243e-16+0.00000000e+00j]",4
"(0, 10, 1)","[(0, 1), (0, 3), (0, 10), (1, 2), (1, 4), (1, 5), (1, 6), (1, 9), (1, 12), (2, 7), (2, 8), (2, 10), (6, 11), (6, 14), (12, 13)]","[8.25810433e+00 4.69903899e+00 3.73205081e+00 3.51959246e+00
 2.49237448e+00 1.52473652e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.39044588e-01 5.17654436e-01
 3.49454194e-01 2.67949192e-01 1.42612495e-16]",4
"(0, 4, 1)","[(0, 1), (0, 3), (0, 4), (1, 2), (1, 4), (1, 5), (1, 6), (1, 9), (1, 12), (2, 7), (2, 8), (2, 10), (6, 11), (6, 14), (12, 13)]","[8.21226993e+00 4.62873281e+00 3.86440650e+00 3.56925100e+00
 2.51106918e+00 1.51134727e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 7.35787484e-01 4.18358888e-01
 3.17052644e-01 2.31724297e-01 1.15395869e-18]",3
"(0, 12, 1)","[(0, 1), (0, 3), (0, 12), (1, 2), (1, 4), (1, 5), (1, 6), (1, 9), (1, 12), (2, 7), (2, 8), (2, 10), (6, 11), (6, 14), (12, 13)]","[8.21148080e+00 4.62650886e+00 4.30277564e+00 3.59238502e+00
 2.38817954e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.97224362e-01 6.38624055e-01
 3.11403046e-01 2.31418673e-01 2.83257559e-17]",3
"(0, 6, 1)","[(0, 1), (0, 3), (0, 6), (1, 2), (1, 4), (1, 5), (1, 6), (1, 9), (1, 12), (2, 7), (2, 8), (2, 10), (6, 11), (6, 14), (12, 13)]","[8.21333501e+00 5.03032741e+00 4.60200166e+00 2.84387220e+00
 2.44457714e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.64623466e-01 6.08305336e-01
 3.57261636e-01 2.35696128e-01 1.11481653e-16]",3
"(0, 9, 1)","[(0, 1), (0, 3), (0, 9), (1, 2), (1, 4), (1, 5), (1, 6), (1, 9), (1, 12), (2, 7), (2, 8), (2, 10), (6, 11), (6, 14), (12, 13)]","[ 8.21226993e+00  4.62873281e+00  3.86440650e+00  3.56925100e+00
  2.51106918e+00  1.51134727e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.35787484e-01  4.18358888e-01
  3.17052644e-01  2.31724297e-01 -3.99494694e-17]",3
"(0, 14, 1)","[(0, 1), (0, 3), (0, 14), (1, 2), (1, 4), (1, 5), (1, 6), (1, 9), (1, 12), (2, 7), (2, 8), (2, 10), (6, 11), (6, 14), (12, 13)]","[ 8.25435034e+00  4.66788343e+00  3.89225719e+00  3.41421356e+00
  2.49679144e+00  1.44731126e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  6.39776385e-01  5.85786438e-01
  3.63776001e-01  2.37853950e-01 -5.29026856e-16]",4
"(0, 11, 1)","[(0, 1), (0, 3), (0, 11), (1, 2), (1, 4), (1, 5), (1, 6), (1, 9), (1, 12), (2, 7), (2, 8), (2, 10), (6, 11), (6, 14), (12, 13)]","[8.25435034e+00 4.66788343e+00 3.89225719e+00 3.41421356e+00
 2.49679144e+00 1.44731126e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.39776385e-01 5.85786438e-01
 3.63776001e-01 2.37853950e-01 7.91978609e-16]",4
"(0, 5, 1)","[(0, 1), (0, 3), (0, 5), (1, 2), (1, 4), (1, 5), (1, 6), (1, 9), (1, 12), (2, 7), (2, 8), (2, 10), (6, 11), (6, 14), (12, 13)]","[ 8.21226993e+00  4.62873281e+00  3.86440650e+00  3.56925100e+00
  2.51106918e+00  1.51134727e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  7.35787484e-01  4.18358888e-01
  3.17052644e-01  2.31724297e-01 -1.36355078e-17]",3
"(0, 8, 1)","[(0, 1), (0, 3), (0, 8), (1, 2), (1, 4), (1, 5), (1, 6), (1, 9), (1, 12), (2, 7), (2, 8), (2, 10), (6, 11), (6, 14), (12, 13)]","[8.25810433e+00 4.69903899e+00 3.73205081e+00 3.51959246e+00
 2.49237448e+00 1.52473652e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.39044588e-01 5.17654436e-01
 3.49454194e-01 2.67949192e-01 1.73533986e-16]",4
