added,edges,eigenv_1,eigenv_2,eigenv_3,eigenv_4,eigenv_5,eigenv_6,eigenv_7,eigenv_8,eigenv_9,eigenv_10,eigenv_11,eigenv_12,eigenv_13,eigenv_14,eigenv_15,span_trees
base,"[(0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 13), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 8), (1, 11), (1, 13), (2, 6), (2, 7), (2, 10), (3, 12), (4, 14), (5, 10), (6, 9), (6, 12), (8, 11)]",11.26246109197822,8.114284146973104,5.898686257546562,4.233608206481467,3.5753792670224387,3.5392126179547,3.513984243567401,3.075928240108153,1.8625098722152964,1.8036637094999262,1.638623765457699,1.2759349934706317,1.1763132620232044,1.029410325701237,-6.105125711101319e-16,176985
"(7, 12, 1)","[(0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 13), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 8), (1, 11), (1, 13), (2, 6), (2, 7), (2, 10), (3, 12), (4, 14), (5, 10), (6, 9), (6, 12), (7, 12), (8, 11)]",11.27703863324933,8.127493188747883,6.101282216185103,4.281606704478162,3.8273333161311,3.5747765363038635,3.539071671634397,3.301821224983612,2.714592425910897,1.8582044634599095,1.7536530473655318,1.3376553655285526,1.2414449218649768,1.0640262841567216,2.0742168553467787e-15,398880
"(7, 11, 1)","[(0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 13), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 8), (1, 11), (1, 13), (2, 6), (2, 7), (2, 10), (3, 12), (4, 14), (5, 10), (6, 9), (6, 12), (7, 11), (8, 11)]",11.26982400065527,8.182484944329403,5.926017687925459,4.497844928641367,3.938429598775773,3.539212629894835,3.5233912391188964,3.2069943791114794,2.638149621102125,1.8622810215143277,1.6662512611943598,1.4341590918204068,1.2372024949634406,1.0777571009529001,4.4094382729301145e-16,404028
"(7, 14, 1)","[(0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 13), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 8), (1, 11), (1, 13), (2, 6), (2, 7), (2, 10), (3, 12), (4, 14), (5, 10), (6, 9), (6, 12), (7, 14), (8, 11)]",11.262473946776478,8.115225259072655,5.985846704440114,4.541299373197055,3.9273045892801397,3.5617785718876425,3.5214549778947046,3.2133761926762743,2.6836348904268306,1.861391187358584,1.7069324158298378,1.3899960724302098,1.1933220540856373,1.0359637646438278,-2.981007124011844e-15,384138
"(7, 13, 1)","[(0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 13), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 8), (1, 11), (1, 13), (2, 6), (2, 7), (2, 10), (3, 12), (4, 14), (5, 10), (6, 9), (6, 12), (7, 13), (8, 11)]",11.264194520424276,8.16477213363977,5.9233384901987804,4.339875713418296,3.7810345992251913,3.565941022479157,3.5189825756476467,3.4974717794900934,2.951187560304133,1.8100395886278229,1.657981184332496,1.2763596575498137,1.2077989938863154,1.0410221807762159,1.4011557439631773e-15,371745
"(7, 10, 1)","[(0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 13), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 8), (1, 11), (1, 13), (2, 6), (2, 7), (2, 10), (3, 12), (4, 14), (5, 10), (6, 9), (6, 12), (7, 10), (8, 11)]",11.278661798563384,8.115158514437383,5.898757936956592,4.3009342055874225,4.232000143358074,3.5704308995560954,3.5226169183265323,3.2322878778112005,2.7529913613211696,1.858273773196403,1.6974430301635497,1.2980568389203109,1.2098975497361912,1.0324891520657025,-2.37449721634047e-15,375030
"(7, 9, 1)","[(0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 13), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 8), (1, 11), (1, 13), (2, 6), (2, 7), (2, 10), (3, 12), (4, 14), (5, 10), (6, 9), (6, 12), (7, 9), (8, 11)]",11.262508459451787,8.121090744988932,6.077857075627256,4.2572489211655995,3.750095962991576,3.5749787000059188,3.5349499380032223,3.3438043259724224,3.049245659924887,1.8561382977309098,1.6400892012000607,1.2759553425198966,1.2077903122432923,1.0482470581742596,-1.1820378338620738e-15,374920
"(9, 11, 1)","[(0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 13), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 8), (1, 11), (1, 13), (2, 6), (2, 7), (2, 10), (3, 12), (4, 14), (5, 10), (6, 9), (6, 12), (8, 11), (9, 11)]",11.271031532767967,8.147644852432354,5.975821200191239,4.593041656354572,3.877854100938961,3.540180200927552,3.514111025848322,3.2518938305203178,2.461869586850447,1.840331205310125,1.716037489988535,1.4426946730781494,1.2195784253299145,1.1479102194615418,-1.2962157658410716e-15,413953
"(9, 14, 1)","[(0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 13), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 8), (1, 11), (1, 13), (2, 6), (2, 7), (2, 10), (3, 12), (4, 14), (5, 10), (6, 9), (6, 12), (8, 11), (9, 14)]",11.262471933012112,8.116936181743005,5.925382152859532,4.688713408604796,3.8849682829466423,3.564518126505041,3.5145225708111294,3.2555244231780307,2.54057051263121,1.849223126727262,1.7559832024660642,1.3899830834393885,1.1765796578219843,1.0746233372538383,2.2482093938573007e-15,388963
"(9, 12, 1)","[(0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 13), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 8), (1, 11), (1, 13), (2, 6), (2, 7), (2, 10), (3, 12), (4, 14), (5, 10), (6, 9), (6, 12), (8, 11), (9, 12)]",11.278639022884498,8.11532410286654,5.899963048045338,4.303284091353171,4.204878881265925,3.575330869792727,3.538894661868922,3.293849700209992,2.666002058591614,1.858042217113779,1.743425512585144,1.295791214050085,1.1890089531247399,1.0375656662475607,-2.672685658243296e-15,374815
