random_select_alg_time,improved_alg_time,alg_1_time,greedy_time,ranom_select_alg_solution_dif,improved_alg_solution_dif,alg_1_solution_dif,greedy_solution_dif_list
0.008099842071533202,0.21749482154846192,0.12051353454589844,0.03585038185119629,86.6,3.6,832.8,832.8
