eigenvalue_1,eigenvalue_2,diff,span_trees
9.404506788031544,8.146065664368036,1.2584411236635074,378385
9.471470737850494,8.044450879373818,1.427019858476676,374476
9.43244811251811,8.018714333445859,1.4137337790722508,330340
9.388361345060897,8.020748238614715,1.367613106446182,367663
9.405296572140593,8.08993809803818,1.3153584741024122,376688
9.412337812518127,8.113016238332895,1.2993215741852318,367816
9.385436931268055,8.029541460708455,1.3558954705596005,348808
9.441342608426977,8.003135294346688,1.4382073140802891,398778
9.431322402090386,8.008221688223049,1.4231007138673366,390845
9.431312982099765,8.048871603055781,1.3824413790439838,339294
9.38555695686907,8.165200861506639,1.2203560953624315,417590
9.38794219600424,8.132981219609713,1.2549609763945266,439170
10.342457647015483,8.03998546595079,2.302472181064692,324290
9.403021843608505,8.04737732291249,1.3556445206960142,396081
9.385264240880456,8.195107597278005,1.1901566436024513,393294
9.411980999617725,8.057583208756013,1.3543977908617126,373414
9.391618772546035,8.090432305008054,1.3011864675379812,405718
9.384461873919905,8.019173951980514,1.365287921939391,415760
9.640573507451025,8.634966645501825,1.0056068619492002,339698
9.805176377375023,8.530840014855137,1.274336362519886,398226
9.771707842606654,8.50767763861387,1.2640302039927835,373726
10.18308374528563,9.026414707188241,1.1566690380973892,283562
9.780373802256374,8.514976602270757,1.2653971999856175,352134
9.659722909499955,8.66786152778327,0.991861381716685,387166
9.79553989150039,8.475657855924286,1.3198820355761036,365535
9.402303329559702,8.106939284206488,1.2953640453532138,384623
9.38745447848038,8.007130082135207,1.3803243963451735,371305
9.412514527913718,8.09798788996624,1.3145266379474787,349674
9.403669344772958,8.065654892881891,1.3380144518910662,395382
9.481684365479998,8.061966353291089,1.419718012188909,338846
9.428101065804565,8.00230351480772,1.4257975509968457,397203
9.384891706472292,8.011470330390726,1.3734213760815663,352474
9.438090244887334,8.003158609176284,1.4349316357110506,402492
10.267867770835398,8.075425585554635,2.192442185280763,381008
10.301249637728507,8.086723936665862,2.2145257010626445,385335
10.218505234251802,8.154725116821337,2.063780117430465,382926
10.230494842637789,8.206964686431311,2.023530156206478,343178
9.410948483031637,8.00589798615789,1.4050504968737467,419663
9.398029641771501,8.032573421481981,1.36545622028952,421154
9.39336882855767,8.01922220359231,1.374146624965359,438022
9.384308652417278,8.002411183640632,1.3818974687766463,395657
9.454645836617606,8.025708522170326,1.4289373144472801,406054
9.399693620225605,8.042052710710825,1.35764090951478,397050
9.44333865312929,8.006547813630519,1.4367908394987712,450434
9.392488539684418,8.041547490906106,1.3509410487783118,420635
9.440092299001986,8.029765249145832,1.4103270498561535,426429
9.41231662243819,8.00438547219263,1.4079311502455596,411299
9.389570924132105,8.06652674462344,1.3230441795086652,452984
9.393274505774688,8.048122208321233,1.3451522974534544,416159
9.411031894285825,8.002641967003576,1.4083899272822489,452090
9.404711815539756,8.002700578984165,1.402011236555591,426810
9.403728996529622,8.004023053127018,1.399705943402605,400246
9.384592938594349,8.002170587302889,1.38242235129146,422463
9.384324980490037,8.002734172758597,1.38159080773144,448547
9.383690933629888,8.006739361489993,1.3769515721398946,462047
9.388864863710799,8.06500146405674,1.3238633996540585,434614
9.392558435730681,8.083835291801275,1.3087231439294058,473193
9.406408825101668,8.018888704990125,1.3875201201115424,469131
9.388199955124094,8.04570628572571,1.342493669398383,438196
9.384123894106777,8.003439783003234,1.3806841111035428,457077
9.387029678647517,8.029070530785367,1.3579591478621502,498908
9.387930968243797,8.087546628587658,1.300384339656139,454700
9.408886846571356,8.008360346690143,1.400526499881213,443283
9.3915536285718,8.051436730874055,1.3401168976977456,498232
9.388326574571307,8.072508935136359,1.3158176394349486,477548
9.39230681484287,8.036603334043976,1.3557034807988941,436797
9.388840957379342,8.022586307002193,1.366254650377149,451757
9.393482271192083,8.046422042383208,1.3470602288088749,412065
9.430377168100183,8.008662078248117,1.421715089852066,470037
9.402637633784433,8.004071761765834,1.3985658720185992,444796
9.389986285259056,8.018707299375246,1.3712789858838104,477851
9.404806401926423,8.005947212892616,1.3988591890338071,494906
9.399124530934321,8.012946247508948,1.386178283425373,449518
9.398986058437853,8.01952008151319,1.3794659769246618,446130
9.384097614123931,8.004050648639687,1.3800469654842438,451142
9.385826543737462,8.056018483362717,1.329808060374745,477067
9.383685729373871,8.002543164622404,1.3811425647514675,411642
9.385519219580305,8.068822034494891,1.3166971850854132,454123
9.388176873416006,8.037587210219202,1.3505896631968035,500107
