eigenvalue_1,eigenvalue_2,span_trees
(15.583784693969854+0j),(12.199132039550326+0j),32768
(15.625256486383282+0j),(12.184714787971473+0j),40960
(15.580557859418528+0j),(12.18446085026382+0j),32768
(15.598328815936952+0j),(12.215829399312621+0j),40960
(15.625256486383279+0j),(12.184714787971476+0j),40960
(15.598328815936934+0j),(12.21582939931262+0j),40960
(15.580557859418535+0j),(12.184460850263841+0j),32768
(15.625256486383268+0j),(12.184714787971473+0j),40960
(15.625256486383293+0j),(12.184714787971474+0j),40960
(15.581056313157545+0j),(12.186114682261065+0j),32768
(15.597031889717037+0j),(12.210890665299795+0j),40960
(15.625256486383279+0j),(12.184714787971478+0j),40960
(15.973686240172203+0j),(12.793513701564327+0j),32768
(16.021545963762083+0j),(12.703175408645704+0j),32768
(16.02154596376208+0j),(12.703175408645716+0j),32768
(16.021545963762037+0j),(12.70317540864572+0j),32768
(16.10942122418772+0j),(12.48774793612267+0j),32768
(16.109421224187756+0j),(12.487747936122666+0j),32768
(16.021545963762073+0j),(12.703175408645713+0j),32768
(16.021545963762087+0j),(12.703175408645706+0j),32768
(16.116088529795388+0j),(12.498404574435986+0j),32768
(16.12418811983005+0j),(12.576540347755719+0j),40960
(15.957311605421072+0j),(12.865651232388812+0j),32768
(15.973686240172208+0j),(12.793513701564333+0j),32768
(15.97368624017219+0j),(12.793513701564336+0j),32768
(16.129925460279498+0j),(12.561547632559737+0j),40960
(16.129925460279477+0j),(12.561547632559739+0j),40960
(15.93305415077278+0j),(13.00202818292061+0j),32768
(15.65439292137819+0j),(12.194815286364483+0j),40960
(15.580557859418574+0j),(12.18446085026383+0j),32768
(15.58685558038092+0j),(12.222041539230595+0j),49152
(15.58685558038091+0j),(12.222041539230592+0j),49152
(15.625256486383279+0j),(12.184714787971464+0j),40960
(15.580557859418548+0j),(12.184460850263836+0j),32768
(15.625256486383293+0j),(12.184714787971462+0j),40960
(15.580557859418548+0j),(12.184460850263834+0j),32768
(15.580557859418562+0j),(12.184460850263848+0j),32768
(15.635888006621956+0j),(12.185030315053838+0j),40960
(15.58765566368331+0j),(12.216524451521535+0j),49152
(15.597031889717043+0j),(12.210890665299816+0j),40960
(15.625256486383279+0j),(12.184714787971462+0j),40960
(15.625256486383286+0j),(12.184714787971469+0j),40960
(15.581056313157543+0j),(12.186114682261069+0j),32768
(15.583784693969873+0j),(12.199132039550348+0j),32768
(15.59832881593696+0j),(12.215829399312632+0j),40960
(15.598328815936952+0j),(12.21582939931264+0j),40960
(15.580557859418553+0j),(12.184460850263813+0j),32768
(15.62525648638326+0j),(12.184714787971455+0j),40960
(15.625256486383286+0j),(12.184714787971473+0j),40960
(15.63588800662196+0j),(12.185030315053844+0j),40960
(15.635888006621949+0j),(12.185030315053837+0j),40960
(15.581056313157537+0j),(12.186114682261056+0j),32768
(15.605157094219779+0j),(12.232655724279393+0j),40960
(15.635888006621949+0j),(12.185030315053838+0j),40960
(15.605157094219791+0j),(12.232655724279395+0j),40960
(15.635888006621963+0j),(12.185030315053837+0j),40960
(15.581748138150001+0j),(12.191053200300066+0j),32768
(15.58685558038092+0j),(12.222041539230595+0j),49152
(15.654392921378182+0j),(12.194815286364497+0j),40960
(15.580557859418565+0j),(12.184460850263855+0j),32768
(15.587655663683336+0j),(12.216524451521568+0j),49152
(15.580557859418557+0j),(12.184460850263806+0j),32768
(15.625256486383279+0j),(12.184714787971462+0j),40960
(15.580557859418555+0j),(12.184460850263825+0j),32768
(15.58685558038092+0j),(12.222041539230595+0j),49152
(15.654392921378175+0j),(12.194815286364497+0j),40960
(15.583784693969868+0j),(12.199132039550351+0j),32768
(15.654392921378157+0j),(12.194815286364518+0j),40960
(15.615922372125384+0j),(12.266462974464627+0j),40960
(15.65439292137818+0j),(12.194815286364486+0j),40960
(15.587655663683346+0j),(12.21652445152156+0j),49152
(15.58765566368335+0j),(12.21652445152158+0j),49152
(15.580582213014178+0j),(12.184682876801231+0j),49152
(15.580582213014203+0j),(12.184682876801226+0j),49152
(15.597031889717048+0j),(12.210890665299814+0j),40960
(15.587655663683346+0j),(12.216524451521583+0j),49152
(15.58685558038091+0j),(12.22204153923059+0j),49152
(15.598328815936952+0j),(12.215829399312636+0j),40960
(15.580557859418557+0j),(12.184460850263804+0j),32768
(15.58685558038092+0j),(12.222041539230595+0j),49152
(15.586855580380913+0j),(12.222041539230595+0j),49152
(15.580557859418557+0j),(12.184460850263806+0j),32768
(15.625256486383293+0j),(12.184714787971464+0j),40960
(15.580557859418555+0j),(12.184460850263822+0j),32768
(15.586855580380913+0j),(12.222041539230595+0j),49152
(15.62525648638329+0j),(12.184714787971467+0j),40960
(15.580557859418562+0j),(12.184460850263848+0j),32768
(15.586855580380922+0j),(12.222041539230597+0j),49152
(15.598328815936952+0j),(12.215829399312636+0j),40960
(15.58685558038092+0j),(12.222041539230595+0j),49152
(15.625256486383286+0j),(12.184714787971462+0j),40960
