added,edges,eigenvalues,span_trees
"(0, 7, 1)","[(0, 1), (0, 7), (1, 2), (1, 4), (1, 5), (1, 7), (1, 14), (2, 3), (2, 6), (2, 10), (2, 11), (2, 13), (5, 8), (7, 9), (7, 12)]","[ 1.55837847e+01  1.21991320e+01  8.11131839e+00  4.98423691e+00
  2.70599995e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.30246191e+00
  7.18439803e-01  3.94626296e-01 -1.73491067e-15]",32768
"(0, 10, 1)","[(0, 1), (0, 10), (1, 2), (1, 4), (1, 5), (1, 7), (1, 14), (2, 3), (2, 6), (2, 10), (2, 11), (2, 13), (5, 8), (7, 9), (7, 12)]","[1.56252565e+01 1.21847148e+01 7.10518940e+00 4.97024814e+00
 3.73858243e+00 2.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.25091254e+00
 6.68143261e-01 4.56952943e-01 2.92130399e-16]",40960
"(0, 4, 1)","[(0, 1), (0, 4), (1, 2), (1, 4), (1, 5), (1, 7), (1, 14), (2, 3), (2, 6), (2, 10), (2, 11), (2, 13), (5, 8), (7, 9), (7, 12)]","[1.55805579e+01+0.00000000e+00j 1.21844609e+01+0.00000000e+00j
 7.09966773e+00+0.00000000e+00j 4.94767684e+00+0.00000000e+00j
 4.00000000e+00+0.00000000e+00j 2.00000000e+00+0.00000000e+00j
 2.00000000e+00+0.00000000e+00j 2.00000000e+00+0.00000000e+00j
 2.00000000e+00+3.51083347e-16j 2.00000000e+00+0.00000000e+00j
 2.00000000e+00-3.51083347e-16j 1.15283411e+00+0.00000000e+00j
 6.51393742e-01+0.00000000e+00j 3.83408873e-01+0.00000000e+00j
 1.56617204e-15+0.00000000e+00j]",32768
"(0, 12, 1)","[(0, 1), (0, 12), (1, 2), (1, 4), (1, 5), (1, 7), (1, 14), (2, 3), (2, 6), (2, 10), (2, 11), (2, 13), (5, 8), (7, 9), (7, 12)]","[ 1.55983288e+01  1.22158294e+01  7.19374764e+00  4.95351326e+00
  3.56287036e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.32937109e+00
  7.46420702e-01  3.99918732e-01 -3.14611233e-16]",40960
"(0, 6, 1)","[(0, 1), (0, 6), (1, 2), (1, 4), (1, 5), (1, 7), (1, 14), (2, 3), (2, 6), (2, 10), (2, 11), (2, 13), (5, 8), (7, 9), (7, 12)]","[1.56252565e+01 1.21847148e+01 7.10518940e+00 4.97024814e+00
 3.73858243e+00 2.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.25091254e+00
 6.68143261e-01 4.56952943e-01 1.39794429e-15]",40960
"(0, 9, 1)","[(0, 1), (0, 9), (1, 2), (1, 4), (1, 5), (1, 7), (1, 14), (2, 3), (2, 6), (2, 10), (2, 11), (2, 13), (5, 8), (7, 9), (7, 12)]","[ 1.55983288e+01  1.22158294e+01  7.19374764e+00  4.95351326e+00
  3.56287036e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.32937109e+00
  7.46420702e-01  3.99918732e-01 -1.43893975e-16]",40960
"(0, 14, 1)","[(0, 1), (0, 14), (1, 2), (1, 4), (1, 5), (1, 7), (1, 14), (2, 3), (2, 6), (2, 10), (2, 11), (2, 13), (5, 8), (7, 9), (7, 12)]","[1.55805579e+01 1.21844609e+01 7.09966773e+00 4.94767684e+00
 4.00000000e+00 2.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.15283411e+00
 6.51393742e-01 3.83408873e-01 1.87522100e-15]",32768
"(0, 3, 1)","[(0, 1), (0, 3), (1, 2), (1, 4), (1, 5), (1, 7), (1, 14), (2, 3), (2, 6), (2, 10), (2, 11), (2, 13), (5, 8), (7, 9), (7, 12)]","[1.56252565e+01 1.21847148e+01 7.10518940e+00 4.97024814e+00
 3.73858243e+00 2.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.25091254e+00
 6.68143261e-01 4.56952943e-01 4.73631613e-16]",40960
"(0, 11, 1)","[(0, 1), (0, 11), (1, 2), (1, 4), (1, 5), (1, 7), (1, 14), (2, 3), (2, 6), (2, 10), (2, 11), (2, 13), (5, 8), (7, 9), (7, 12)]","[1.56252565e+01 1.21847148e+01 7.10518940e+00 4.97024814e+00
 3.73858243e+00 2.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 2.00000000e+00 1.25091254e+00
 6.68143261e-01 4.56952943e-01 3.82925986e-16]",40960
"(0, 5, 1)","[(0, 1), (0, 5), (1, 2), (1, 4), (1, 5), (1, 7), (1, 14), (2, 3), (2, 6), (2, 10), (2, 11), (2, 13), (5, 8), (7, 9), (7, 12)]","[ 1.55810563e+01  1.21861147e+01  7.12037889e+00  6.04965897e+00
  2.64487837e+00  2.00000000e+00  2.00000000e+00  2.00000000e+00
  2.00000000e+00  2.00000000e+00  2.00000000e+00  1.34870543e+00
  6.84826592e-01  3.84380758e-01 -1.20034376e-15]",32768
