eigenvalue_1,eigenvalue_2,span_trees
(7.242522111641053+0j),(4.704943798200783+0j),7
(7.268522368595924+0j),(4.5693449578407535+0j),6
(7.242522111641053+0j),(4.704943798200781+0j),7
(7.238834891419147+0j),(4.541967854926837+0j),3
(7.239867064303274+0j),(4.542121618349691+0j),7
(7.268522368595924+0j),(4.5693449578407535+0j),6
(7.242522111641053+0j),(4.704943798200781+0j),7
(7.268522368595924+0j),(4.56934495784076+0j),6
(7.238834891419147+0j),(4.5419678549268365+0j),3
(7.292049236337281+0j),(4.596425630269554+0j),4
(7.238834891419154+0j),(4.541967854926833+0j),3
(7.280145888588084+0j),(4.5659944693243695+0j),4
(7.268522368595924+0j),(4.5693449578407535+0j),6
(7.292049236337284+0j),(4.596425630269547+0j),4
(7.292049236337281+0j),(4.5964256302695485+0j),4
(7.239867064303274+0j),(4.542121618349694+0j),7
(7.242522111641055+0j),(4.7049437982007865+0j),7
(7.268522368595923+0j),(4.5693449578407614+0j),6
(7.242522111641053+0j),(4.704943798200781+0j),7
(7.268522368595919+0j),(4.569344957840759+0j),6
(7.2425221116410565+0j),(4.704943798200781+0j),7
(7.238834891419149+0j),(4.541967854926828+0j),3
(7.292049236337281+0j),(4.596425630269547+0j),4
(7.292049236337281+0j),(4.596425630269543+0j),4
(7.238834891419163+0j),(4.541967854926847+0j),3
(7.239649824125394+0j),(4.696321503391764+0j),5
(7.239649824125394+0j),(4.696321503391764+0j),5
(7.292049236337284+0j),(4.596425630269556+0j),4
(7.238834891419167+0j),(4.541967854926847+0j),3
(7.292049236337281+0j),(4.596425630269545+0j),4
(7.292049236337284+0j),(4.5964256302695485+0j),4
(7.239649824125397+0j),(4.696321503391762+0j),5
(7.292049236337281+0j),(4.596425630269543+0j),4
(7.238834891419154+0j),(4.541967854926835+0j),3
(7.280145888588086+0j),(4.565994469324378+0j),4
(7.2801458885880805+0j),(4.565994469324383+0j),4
