added,edges,eigenvalues,span_trees
"(1, 3, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (1, 3), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[7.84279523e+00 6.09645483e+00 3.54768118e+00 2.84111061e+00
 2.47498343e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.63636486e-01
 4.21698848e-01 2.11639378e-01 3.12628779e-16]",4
"(1, 11, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (1, 11), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[ 7.81028644e+00  6.13934101e+00  3.69902508e+00  2.60267528e+00
  2.49908357e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.82865554e-01
  4.81351059e-01  1.85372014e-01 -3.23009096e-16]",4
"(1, 14, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (1, 14), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[ 7.79893087e+00  6.13417623e+00  3.58777105e+00  3.22391573e+00
  1.88685759e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  6.71615377e-01
  4.68383661e-01  2.28349492e-01 -2.52512818e-16]",5
"(1, 9, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (1, 9), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[ 7.84279523e+00  6.09645483e+00  3.54768118e+00  2.84111061e+00
  2.47498343e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.63636486e-01
  4.21698848e-01  2.11639378e-01 -8.29816423e-16]",4
"(1, 12, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (1, 12), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[7.78928295e+00 6.09637892e+00 3.53046014e+00 3.00000000e+00
 2.49979503e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.01056200e-01
 4.07904628e-01 1.75122134e-01 1.07857862e-15]",3
"(1, 7, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (1, 7), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[7.78928295e+00 6.09637892e+00 3.53046014e+00 3.00000000e+00
 2.49979503e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.01056200e-01
 4.07904628e-01 1.75122134e-01 3.56781856e-16]",3
"(1, 5, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (1, 5), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[7.78928295e+00 6.09637892e+00 3.53046014e+00 3.00000000e+00
 2.49979503e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.01056200e-01
 4.07904628e-01 1.75122134e-01 1.12643459e-15]",3
"(1, 10, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (1, 10), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[ 7.81028644e+00  6.13934101e+00  3.69902508e+00  2.60267528e+00
  2.49908357e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.82865554e-01
  4.81351059e-01  1.85372014e-01 -7.47451421e-16]",4
"(1, 13, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (1, 13), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[ 7.84279523e+00  6.09645483e+00  3.54768118e+00  2.84111061e+00
  2.47498343e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.63636486e-01
  4.21698848e-01  2.11639378e-01 -4.83172228e-16]",4
"(1, 8, 1)","[(0, 1), (0, 2), (0, 4), (0, 5), (0, 7), (0, 12), (1, 8), (2, 3), (2, 6), (2, 8), (2, 9), (2, 13), (4, 10), (4, 11), (6, 14)]","[ 7.84279523e+00  6.09645483e+00  3.54768118e+00  2.84111061e+00
  2.47498343e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.63636486e-01
  4.21698848e-01  2.11639378e-01 -5.85001151e-16]",4
