eigenvalue_1,eigenvalue_2,span_trees
(8.250189938473397+0j),(5.541620437570819+0j),3
(8.250189938473405+0j),(5.541620437570822+0j),3
(8.288441076721545+0j),(5.567978982759904+0j),4
(8.269634364553593+0j),(5.547716247903319+0j),5
(8.277881623066158+0j),(5.553811561026119+0j),4
(8.288441076721533+0j),(5.567978982759905+0j),4
(8.288441076721538+0j),(5.567978982759907+0j),4
(8.288441076721533+0j),(5.567978982759903+0j),4
(8.250189938473397+0j),(5.541620437570821+0j),3
(8.250189938473419+0j),(5.541620437570794+0j),3
(8.288441076721535+0j),(5.5679789827599+0j),4
(8.288441076721533+0j),(5.567978982759898+0j),4
(8.250189938473417+0j),(5.541620437570812+0j),3
(8.288441076721547+0j),(5.567978982759913+0j),4
(8.253470161616356+0j),(5.6010648373768985+0j),6
(8.250189938473426+0j),(5.541620437570812+0j),3
(8.251081303563339+0j),(5.617566344396258+0j),5
(8.288441076721535+0j),(5.567978982759901+0j),4
(8.250189938473417+0j),(5.541620437570811+0j),3
(8.25018993847343+0j),(5.541620437570818+0j),3
(8.251081303563332+0j),(5.617566344396258+0j),5
(8.253470161616367+0j),(5.601064837376898+0j),6
(8.288441076721536+0j),(5.567978982759896+0j),4
(8.288441076721535+0j),(5.567978982759897+0j),4
(8.277881623066147+0j),(5.553811561026118+0j),4
(8.277881623066161+0j),(5.5538115610261185+0j),4
(8.251081303563346+0j),(5.617566344396254+0j),5
(8.277881623066165+0j),(5.553811561026122+0j),4
(8.251081303563328+0j),(5.61756634439626+0j),5
(8.250941485046821+0j),(5.542821856555962+0j),6
(8.269634364553601+0j),(5.547716247903307+0j),5
(8.288441076721535+0j),(5.567978982759897+0j),4
(8.250189938473426+0j),(5.5416204375708125+0j),3
(8.288441076721535+0j),(5.567978982759898+0j),4
(8.25018993847341+0j),(5.541620437570819+0j),3
(8.288441076721535+0j),(5.5679789827599+0j),4
(8.288441076721536+0j),(5.567978982759899+0j),4
(8.253470161616367+0j),(5.601064837376899+0j),6
(8.25018993847343+0j),(5.541620437570816+0j),3
(8.250189938473419+0j),(5.541620437570797+0j),3
(8.288441076721535+0j),(5.567978982759898+0j),4
(8.269634364553593+0j),(5.5477162479033195+0j),5
(8.25347016161636+0j),(5.6010648373768905+0j),6
(8.269634364553596+0j),(5.54771624790332+0j),5
(8.288441076721535+0j),(5.5679789827599+0j),4
