added,edges,eigenvalues,span_trees
"(0, 7, 1)","[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (0, 13), (0, 14), (0, 7), (2, 3), (3, 4), (3, 7), (7, 10), (7, 12), (10, 11)]","[ 1.00789592e+01  5.04165312e+00  3.50555831e+00  2.31266959e+00
  1.58576941e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  7.51316203e-01
  4.55986153e-01  2.68087998e-01 -4.83548314e-16]",4
"(0, 10, 1)","[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (0, 13), (0, 14), (0, 10), (2, 3), (3, 4), (3, 7), (7, 10), (7, 12), (10, 11)]","[1.00468449e+01 4.77704766e+00 3.55129421e+00 2.49649075e+00
 1.58302320e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 7.21690431e-01
 5.35498359e-01 2.88110446e-01 3.46488122e-16]",5
"(0, 4, 1)","[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (0, 13), (0, 14), (0, 4), (2, 3), (3, 4), (3, 7), (7, 10), (7, 12), (10, 11)]","[ 1.00332224e+01  4.67737174e+00  3.36325459e+00  2.18351912e+00
  2.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  5.96764435e-01  1.45867740e-01 -5.45416493e-16]",4
"(0, 12, 1)","[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (0, 13), (0, 14), (0, 12), (2, 3), (3, 4), (3, 7), (7, 10), (7, 12), (10, 11)]","[1.00284290e+01 4.71083835e+00 3.34309621e+00 2.34489518e+00
 1.67327516e+00 1.22972588e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 4.51995066e-01 2.17745143e-01 6.66189025e-16]",5
"(0, 3, 1)","[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (0, 13), (0, 14), (0, 3), (2, 3), (3, 4), (3, 7), (7, 10), (7, 12), (10, 11)]","[ 1.00348498e+01  5.13093973e+00  3.55980227e+00  2.18469738e+00
  1.62859048e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  7.27872390e-01
  5.65647858e-01  1.67600100e-01 -1.35294038e-16]",3
"(0, 11, 1)","[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (0, 13), (0, 14), (0, 11), (2, 3), (3, 4), (3, 7), (7, 10), (7, 12), (10, 11)]","[1.00288189e+01 4.66015837e+00 3.41421356e+00 2.46686981e+00
 1.60024273e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 5.85786438e-01 2.43910196e-01 1.98376769e-16]",6
"(1, 3, 1)","[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (0, 13), (0, 14), (1, 3), (2, 3), (3, 4), (3, 7), (7, 10), (7, 12), (10, 11)]","[ 9.04740655e+00  5.32180320e+00  3.62607578e+00  2.18792600e+00
  2.00000000e+00  1.45160448e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  7.07755295e-01
  5.06506869e-01  1.50921832e-01 -1.54319653e-16]",4
"(1, 6, 1)","[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (0, 13), (0, 14), (1, 6), (2, 3), (3, 4), (3, 7), (7, 10), (7, 12), (10, 11)]","[ 9.01903202e+00  4.65895302e+00  3.31756154e+00  3.00000000e+00
  2.17761366e+00  1.58298907e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  7.01267897e-01
  4.41839311e-01  1.00743481e-01 -2.87553566e-16]",3
"(1, 11, 1)","[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (0, 13), (0, 14), (1, 11), (2, 3), (3, 4), (3, 7), (7, 10), (7, 12), (10, 11)]","[ 9.03729304e+00  4.67537778e+00  3.50038743e+00  2.95660318e+00
  1.75773255e+00  1.58272966e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  7.48618505e-01
  5.19196303e-01  2.22061559e-01 -1.02520180e-15]",7
"(1, 14, 1)","[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (0, 13), (0, 14), (1, 14), (2, 3), (3, 4), (3, 7), (7, 10), (7, 12), (10, 11)]","[ 9.01903202e+00  4.65895302e+00  3.31756154e+00  3.00000000e+00
  2.17761366e+00  1.58298907e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  7.01267897e-01
  4.41839311e-01  1.00743481e-01 -3.50840839e-16]",3
"(1, 4, 1)","[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (0, 13), (0, 14), (1, 4), (2, 3), (3, 4), (3, 7), (7, 10), (7, 12), (10, 11)]","[9.03641457e+00 4.72947692e+00 3.51898679e+00 2.61015611e+00
 2.16257979e+00 1.47774669e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 7.65512705e-01
 5.59553262e-01 1.39573162e-01 3.20139664e-16]",5
"(1, 9, 1)","[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (0, 13), (0, 14), (1, 9), (2, 3), (3, 4), (3, 7), (7, 10), (7, 12), (10, 11)]","[ 9.01903202e+00  4.65895302e+00  3.31756154e+00  3.00000000e+00
  2.17761366e+00  1.58298907e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  7.01267897e-01
  4.41839311e-01  1.00743481e-01 -1.25480452e-16]",3
"(1, 12, 1)","[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (0, 13), (0, 14), (1, 12), (2, 3), (3, 4), (3, 7), (7, 10), (7, 12), (10, 11)]","[9.03748817e+00 4.71728889e+00 3.48131908e+00 2.79742650e+00
 1.93773221e+00 1.57254505e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 8.10159401e-01
 4.51606808e-01 1.94433892e-01 5.86812345e-16]",6
"(1, 7, 1)","[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (0, 13), (0, 14), (1, 7), (2, 3), (3, 4), (3, 7), (7, 10), (7, 12), (10, 11)]","[ 9.03731550e+00  5.37764777e+00  3.52729068e+00  2.42684016e+00
  1.73782079e+00  1.51646159e+00  1.00000000e+00  1.00000000e+00
  1.00000000e+00  1.00000000e+00  1.00000000e+00  7.12857732e-01
  4.50972668e-01  2.12793105e-01 -5.16947626e-16]",5
"(1, 2, 1)","[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (0, 13), (0, 14), (1, 2), (2, 3), (3, 4), (3, 7), (7, 10), (7, 12), (10, 11)]","[9.01958746e+00 4.79793426e+00 3.78275977e+00 2.75860482e+00
 2.09522769e+00 1.26213578e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 7.04140686e-01
 4.64366146e-01 1.15243383e-01 2.83919476e-16]",3
