eigenvalue_1,eigenvalue_2,span_trees
(10.078959217356857+0j),(5.041653120451958+0j),4
(10.046844947377423+0j),(4.777047655874323+0j),5
(10.033222373731011+0j),(4.677371744870673+0j),4
(10.028429007839485+0j),(4.710838349972558+0j),5
(10.03484978086481+0j),(5.1309397340259935+0j),3
(10.02881888871811+0j),(4.660158370470487+0j),6
(9.047406549384288+0j),(5.321803196208139+0j),4
(9.019032023895612+0j),(4.658953024190229+0j),3
(9.037293035852567+0j),(4.675377778161104+0j),7
(9.019032023895612+0j),(4.658953024190228+0j),3
(9.036414568511908+0j),(4.729476920840763+0j),5
(9.019032023895612+0j),(4.6589530241902235+0j),3
(9.037488169052295+0j),(4.717288889460569+0j),6
(9.037315503285054+0j),(5.377647771415845+0j),5
(9.019587457689948+0j),(4.797934260409045+0j),3
(9.019032023895626+0j),(4.658953024190225+0j),3
(9.038050429879203+0j),(4.83655091194004+0j),6
(9.019032023895612+0j),(4.658953024190225+0j),3
(9.019032023895612+0j),(4.658953024190229+0j),3
(9.019587457689948+0j),(4.797934260409045+0j),3
(9.019587457689951+0j),(4.797934260409045+0j),3
(9.019587457689948+0j),(4.797934260409047+0j),3
(9.019587457689948+0j),(4.797934260409043+0j),3
(9.019587457689948+0j),(4.797934260409043+0j),3
(9.044743558026035+0j),(4.725925266509956+0j),5
(9.043489398969033+0j),(4.665183249817446+0j),3
(9.045023270464856+0j),(4.965727546498796+0j),4
(9.019587457689948+0j),(4.797934260409047+0j),3
(9.045834749900328+0j),(5.141274499273554+0j),4
(9.044773852719764+0j),(5.207872383458363+0j),3
(9.019836519655986+0j),(5.203891394298049+0j),3
(9.04740654938427+0j),(5.321803196208141+0j),4
(9.019819197138556+0j),(5.162741723635617+0j),3
(9.019869700597326+0j),(5.441917308944903+0j),4
(9.047406549384267+0j),(5.321803196208143+0j),4
(9.047406549384288+0j),(5.321803196208137+0j),4
(9.047406549384288+0j),(5.321803196208131+0j),4
(9.04740654938427+0j),(5.321803196208141+0j),4
(9.047406549384274+0j),(5.321803196208138+0j),4
(9.036414568511908+0j),(4.729476920840764+0j),5
(9.036414568511908+0j),(4.729476920840762+0j),5
(9.019049970717205+0j),(5.04595127105516+0j),4
(9.036414568511908+0j),(4.729476920840763+0j),5
(9.019034018661031+0j),(5.189013356233419+0j),3
(9.019048639565895+0j),(4.8836171383835145+0j),4
(9.036414568511908+0j),(4.729476920840765+0j),5
(9.036414568511908+0j),(4.729476920840763+0j),5
(9.019043455669678+0j),(4.6831566146506916+0j),5
(9.036414568511908+0j),(4.729476920840766+0j),5
(9.019032023895612+0j),(4.658953024190234+0j),3
(9.019032023895612+0j),(4.658953024190234+0j),3
(9.037293035852578+0j),(4.675377778161107+0j),7
(9.019032023895619+0j),(4.658953024190228+0j),3
(9.019032023895612+0j),(4.658953024190232+0j),3
(9.019032023895612+0j),(4.658953024190225+0j),3
(9.037488169052292+0j),(4.717288889460573+0j),6
(9.03805042987921+0j),(4.836550911940045+0j),6
(9.037315503285054+0j),(5.377647771415847+0j),5
(9.019032023895612+0j),(4.658953024190225+0j),3
(9.03731550328505+0j),(5.3776477714158455+0j),5
(9.038050429879203+0j),(4.836550911940044+0j),6
(9.019032023895612+0j),(4.658953024190237+0j),3
(9.019032023895626+0j),(4.6589530241902235+0j),3
(9.019032023895612+0j),(4.658953024190231+0j),3
(9.037293035852567+0j),(4.675377778161102+0j),7
(9.037488169052295+0j),(4.717288889460572+0j),6
(9.019056057575789+0j),(5.2726055792787525+0j),3
(9.037315503285054+0j),(5.377647771415846+0j),5
(9.037315503285058+0j),(5.3776477714158535+0j),5
(9.03731550328505+0j),(5.377647771415848+0j),5
(9.037315503285054+0j),(5.3776477714158455+0j),5
(9.019032023895612+0j),(4.658953024190237+0j),3
(9.038050429879206+0j),(4.836550911940043+0j),6
(9.037488169052292+0j),(4.717288889460571+0j),6
(9.019032023895601+0j),(4.658953024190229+0j),3
(9.019032023895598+0j),(4.658953024190231+0j),3
(9.037293035852567+0j),(4.67537777816111+0j),7
(9.037293035852567+0j),(4.675377778161102+0j),7
(9.019032023895598+0j),(4.658953024190229+0j),3
(9.037488169052292+0j),(4.717288889460571+0j),6
(9.03805042987921+0j),(4.8365509119400425+0j),6
(9.019032023895598+0j),(4.658953024190231+0j),3
(9.038050429879185+0j),(4.836550911940049+0j),6
(9.03805042987921+0j),(4.836550911940045+0j),6
(9.019032033787397+0j),(4.6865253815035555+0j),3
(9.037293035852564+0j),(4.675377778161105+0j),7
(9.037293035852567+0j),(4.675377778161104+0j),7
(9.019032501739453+0j),(4.795810180953074+0j),4
(9.037488169052292+0j),(4.717288889460571+0j),6
(9.037488169052292+0j),(4.717288889460573+0j),6
(9.019032023895601+0j),(4.658953024190224+0j),3
